,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.232,0.25,0.215505,0.217,0.229
Normalized EBITDA,2105000000.0,2285000000.0,2262000000.0,1950000000.0,2398000000.0
Net Income From Continuing Operation Net Minority Interest,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Reconciled Depreciation,771000000.0,787000000.0,766000000.0,754000000.0,743000000.0
Reconciled Cost Of Revenue,17764000000.0,16996000000.0,22759000000.0,18260000000.0,17682000000.0
EBITDA,2105000000.0,2285000000.0,2262000000.0,1950000000.0,2398000000.0
EBIT,1334000000.0,1498000000.0,1496000000.0,1196000000.0,1655000000.0
Net Interest Income,-116000000.0,-116000000.0,-90000000.0,-105000000.0,-110000000.0
Interest Expense,116000000.0,116000000.0,90000000.0,105000000.0,110000000.0
Normalized Income,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Net Income From Continuing And Discontinued Operation,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Total Expenses,23894000000.0,22374000000.0,29448000000.0,24500000000.0,23817000000.0
Total Operating Income As Reported,1317000000.0,1472000000.0,1467000000.0,1168000000.0,1635000000.0
Diluted Average Shares,455600000.0,456500000.0,458400000.0,461500000.0,463500000.0
Basic Average Shares,454600000.0,455000000.0,456800000.0,460100000.0,462500000.0
Diluted EPS,2.05,2.27,2.41,1.85,2.57
Basic EPS,2.06,2.28,2.42,1.86,2.58
Diluted NI Availto Com Stockholders,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Net Income Common Stockholders,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Net Income,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Net Income Including Noncontrolling Interests,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Net Income Continuous Operations,935000000.0,1036000000.0,1103000000.0,854000000.0,1192000000.0
Tax Provision,283000000.0,346000000.0,303000000.0,237000000.0,353000000.0
Pretax Income,1218000000.0,1382000000.0,1406000000.0,1091000000.0,1545000000.0
Other Income Expense,17000000.0,26000000.0,29000000.0,28000000.0,20000000.0
Other Non Operating Income Expenses,17000000.0,26000000.0,29000000.0,28000000.0,20000000.0
Net Non Operating Interest Income Expense,-116000000.0,-116000000.0,-90000000.0,-105000000.0,-110000000.0
Interest Expense Non Operating,116000000.0,116000000.0,90000000.0,105000000.0,110000000.0
Operating Income,1317000000.0,1472000000.0,1467000000.0,1168000000.0,1635000000.0
Operating Expense,5991000000.0,5246000000.0,6569000000.0,6125000000.0,6018000000.0
Depreciation Amortization Depletion Income Statement,632000000.0,655000000.0,646000000.0,639000000.0,626000000.0
Depreciation And Amortization In Income Statement,632000000.0,655000000.0,646000000.0,639000000.0,626000000.0
Selling General And Administration,5359000000.0,4591000000.0,5923000000.0,5486000000.0,5392000000.0
Gross Profit,7308000000.0,6718000000.0,8036000000.0,7293000000.0,7653000000.0
Cost Of Revenue,17903000000.0,17128000000.0,22879000000.0,18375000000.0,17799000000.0
Total Revenue,25211000000.0,23846000000.0,30915000000.0,25668000000.0,25452000000.0
Operating Revenue,25211000000.0,23846000000.0,32174000000.0,25228000000.0,25021000000.0
