,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,-104571000.0,-94812000.0,-86299000.0,-76331000.0,-65150000.0,
Net Income From Continuing Operation Net Minority Interest,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
EBITDA,-104571000.0,-94812000.0,-86299000.0,-76331000.0,-65150000.0,
EBIT,-104571000.0,-94812000.0,-86299000.0,-76331000.0,-65150000.0,
Net Interest Income,11103000.0,11817000.0,13047000.0,8626000.0,8154000.0,
Interest Income,11103000.0,11817000.0,13047000.0,8626000.0,8154000.0,
Normalized Income,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Net Income From Continuing And Discontinued Operation,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Total Expenses,104571000.0,94812000.0,86299000.0,76331000.0,65150000.0,
Total Operating Income As Reported,-104571000.0,-94812000.0,-86299000.0,-76331000.0,-65150000.0,
Diluted Average Shares,71843774.0,71607546.0,71156489.0,65678693.0,64605308.0,
Basic Average Shares,71843774.0,71607546.0,71156489.0,65678693.0,64605308.0,
Diluted EPS,-1.39,-1.18,-1.05,-1.28,-0.88,
Basic EPS,-1.39,-1.18,-1.05,-1.28,-0.88,
Diluted NI Availto Com Stockholders,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Net Income Common Stockholders,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Net Income,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Net Income Including Noncontrolling Interests,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Net Income Continuous Operations,-99653000.0,-84582000.0,-74763000.0,-84345000.0,-57166000.0,
Tax Provision,145000.0,157000.0,171000.0,40000.0,170000.0,
Pretax Income,-99508000.0,-84425000.0,-74592000.0,-84305000.0,-56996000.0,
Other Income Expense,-6040000.0,-1430000.0,-1340000.0,-16600000.0,,
Other Non Operating Income Expenses,-6040000.0,-1430000.0,-1340000.0,-16600000.0,,
Net Non Operating Interest Income Expense,11103000.0,11817000.0,13047000.0,8626000.0,8154000.0,
Interest Income Non Operating,11103000.0,11817000.0,13047000.0,8626000.0,8154000.0,
Operating Income,-104571000.0,-94812000.0,-86299000.0,-76331000.0,-65150000.0,
Operating Expense,104571000.0,94812000.0,86299000.0,76331000.0,65150000.0,
Other Operating Expenses,,,,,,13954000.0
Research And Development,80913000.0,74418000.0,69423000.0,60551000.0,49166000.0,
Selling General And Administration,23658000.0,20394000.0,16876000.0,15780000.0,15984000.0,
General And Administrative Expense,23658000.0,20394000.0,16876000.0,15780000.0,15984000.0,
Other Gand A,8127000.0,2866000.0,3119000.0,3058000.0,5119000.0,
Insurance And Claims,,4455000.0,2887000.0,2513000.0,2467000.0,1767000.0
Salaries And Wages,15531000.0,13073000.0,10870000.0,10209000.0,10865000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
