,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-3088757.39645,-2800000.0,-2730000.0,-10500000.0,-600000.0,,
Tax Rate For Calcs,0.171598,0.28,0.21,0.35,0.2,,
Normalized EBITDA,370000000.0,442000000.0,495000000.0,490000000.0,470000000.0,,
Total Unusual Items,-18000000.0,-10000000.0,-13000000.0,-30000000.0,-3000000.0,,
Total Unusual Items Excluding Goodwill,-18000000.0,-10000000.0,-13000000.0,-30000000.0,-3000000.0,,
Net Income From Continuing Operation Net Minority Interest,140000000.0,182000000.0,330000000.0,180000000.0,230000000.0,,
Reconciled Depreciation,127000000.0,126000000.0,129000000.0,127000000.0,126000000.0,,
Reconciled Cost Of Revenue,1781000000.0,1723000000.0,1691000000.0,1859000000.0,1764000000.0,,
EBITDA,352000000.0,432000000.0,482000000.0,460000000.0,467000000.0,,
EBIT,225000000.0,306000000.0,353000000.0,333000000.0,341000000.0,,
Net Interest Income,-53000000.0,-49000000.0,-52000000.0,-49000000.0,-50000000.0,,
Interest Expense,56000000.0,53000000.0,56000000.0,53000000.0,54000000.0,,
Interest Income,3000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
Normalized Income,154911242.60355,189200000.0,340270000.0,199500000.0,232400000.0,,
Net Income From Continuing And Discontinued Operation,140000000.0,182000000.0,330000000.0,180000000.0,230000000.0,,
Total Expenses,2003000000.0,1972000000.0,1867000000.0,2107000000.0,2000000000.0,,
Diluted Average Shares,116200000.0,116500000.0,116900000.0,117800000.0,118600000.0,,
Basic Average Shares,115000000.0,115200000.0,115600000.0,116400000.0,117300000.0,,
Diluted EPS,1.2,1.57,2.82,1.53,1.94,,
Basic EPS,1.22,1.58,2.85,1.55,1.96,,
Diluted NI Availto Com Stockholders,140000000.0,182000000.0,330000000.0,180000000.0,230000000.0,,
Net Income Common Stockholders,140000000.0,182000000.0,330000000.0,180000000.0,230000000.0,,
Net Income,140000000.0,182000000.0,330000000.0,180000000.0,230000000.0,,
Minority Interests,0.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,,
Net Income Including Noncontrolling Interests,140000000.0,183000000.0,331000000.0,181000000.0,231000000.0,,
Net Income Continuous Operations,140000000.0,183000000.0,331000000.0,181000000.0,231000000.0,,
Tax Provision,29000000.0,70000000.0,-34000000.0,99000000.0,56000000.0,,
Pretax Income,169000000.0,253000000.0,297000000.0,280000000.0,287000000.0,,
Other Income Expense,-62000000.0,-16000000.0,-29000000.0,-28000000.0,-26000000.0,,
Other Non Operating Income Expenses,-44000000.0,-6000000.0,-16000000.0,2000000.0,-23000000.0,,
Special Income Charges,-13000000.0,-9000000.0,-10000000.0,-30000000.0,0.0,,
Gain On Sale Of Business,,,,,,,323000000.0
Write Off,,9000000.0,,5000000.0,,11000000.0,
Impairment Of Capital Assets,,,,,,,0.0
Restructuring And Mergern Acquisition,13000000.0,,10000000.0,25000000.0,0.0,11000000.0,
Gain On Sale Of Security,-5000000.0,-1000000.0,-3000000.0,,-3000000.0,-5000000.0,
Net Non Operating Interest Income Expense,-53000000.0,-49000000.0,-52000000.0,-49000000.0,-50000000.0,,
Interest Expense Non Operating,56000000.0,53000000.0,56000000.0,53000000.0,54000000.0,,
Interest Income Non Operating,3000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,
Operating Income,284000000.0,318000000.0,378000000.0,357000000.0,363000000.0,,
Operating Expense,222000000.0,249000000.0,176000000.0,248000000.0,236000000.0,,
Research And Development,67000000.0,67000000.0,66000000.0,65000000.0,60000000.0,,
Selling General And Administration,155000000.0,182000000.0,110000000.0,183000000.0,176000000.0,,
General And Administrative Expense,155000000.0,,,,176000000.0,186000000.0,
Other Gand A,157000000.0,,,,180000000.0,191000000.0,
Salaries And Wages,-2000000.0,,,,-4000000.0,-5000000.0,
Gross Profit,506000000.0,567000000.0,554000000.0,605000000.0,599000000.0,,
Cost Of Revenue,1781000000.0,1723000000.0,1691000000.0,1859000000.0,1764000000.0,,
Total Revenue,2287000000.0,2290000000.0,2245000000.0,2464000000.0,2363000000.0,,
Operating Revenue,2287000000.0,2290000000.0,2245000000.0,2464000000.0,2363000000.0,,
