,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Tax Effect Of Unusual Items,-77490.0,-1595580.0,-5406030.0,0.0,1291920.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.0,0.21,
Normalized EBITDA,30003000.0,-164000.0,-79055000.0,13197000.0,13951000.0,
Total Unusual Items,-369000.0,-7598000.0,-25743000.0,24180000.0,6152000.0,
Total Unusual Items Excluding Goodwill,-369000.0,-7598000.0,-25743000.0,24180000.0,6152000.0,
Net Income From Continuing Operation Net Minority Interest,20193000.0,-35555000.0,-138726000.0,-4247000.0,-64450000.0,
Reconciled Depreciation,18405000.0,18779000.0,26445000.0,34316000.0,66461000.0,
Reconciled Cost Of Revenue,-61111000.0,49141000.0,52361000.0,61060000.0,46289000.0,
EBITDA,29634000.0,-7762000.0,-104798000.0,37377000.0,20103000.0,
EBIT,11229000.0,-26541000.0,-131243000.0,3061000.0,-46358000.0,
Net Interest Income,8948000.0,-8897000.0,-7482000.0,-7308000.0,-17996000.0,
Interest Expense,-8948000.0,8897000.0,7482000.0,7308000.0,17996000.0,
Normalized Income,20484510.0,-29552580.0,-118389030.0,-28427000.0,-69310080.0,
Net Income From Continuing And Discontinued Operation,-52537000.0,-35555000.0,-138726000.0,-4247000.0,-64450000.0,
Total Expenses,-44898000.0,71864000.0,82150000.0,75401000.0,77608000.0,
Total Operating Income As Reported,11229000.0,-18943000.0,-18615000.0,9483000.0,-27603000.0,
Diluted Average Shares,,222454578.0,209560339.0,149009336.0,124666579.0,121426622.0
Basic Average Shares,,222454578.0,209560339.0,149009336.0,124666579.0,121426622.0
Diluted EPS,,-0.16,-0.66,-0.03,-0.52,-0.52
Basic EPS,,-0.16,-0.66,-0.03,-0.52,-0.52
Diluted NI Availto Com Stockholders,-53939000.0,-36095000.0,-139355000.0,-4291000.0,-64450000.0,
Net Income Common Stockholders,-53939000.0,-36095000.0,-139355000.0,-4291000.0,-64450000.0,
Preferred Stock Dividends,1402000.0,540000.0,629000.0,44000.0,,
Net Income,-52537000.0,-35555000.0,-138726000.0,-4247000.0,-64450000.0,
Minority Interests,0.0,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,-52537000.0,-35555000.0,-138726000.0,-4247000.0,-64450000.0,
Net Income Continuous Operations,20193000.0,-35555000.0,-138726000.0,-4247000.0,-64450000.0,
Tax Provision,-16000.0,117000.0,1000.0,0.0,96000.0,
Pretax Income,20177000.0,-35438000.0,-138725000.0,-4247000.0,-64354000.0,
Other Income Expense,-369000.0,-7598000.0,-112961000.0,17758000.0,-12449000.0,
Other Non Operating Income Expenses,0.0,,-87218000.0,-6422000.0,-18601000.0,-2612000.0
Special Income Charges,-369000.0,-1177000.0,-25743000.0,24180000.0,6152000.0,
Gain On Sale Of Ppe,-369000.0,0.0,-333000.0,24180000.0,6306000.0,
Other Special Charges,0.0,1177000.0,25410000.0,,154000.0,
Gain On Sale Of Security,0.0,-6421000.0,,,,
Net Non Operating Interest Income Expense,8948000.0,-8897000.0,-7482000.0,-7308000.0,-17996000.0,
Interest Expense Non Operating,-8948000.0,8897000.0,7482000.0,7308000.0,17996000.0,
Operating Income,11598000.0,-18943000.0,-18282000.0,-14697000.0,-33909000.0,
Operating Expense,16213000.0,22723000.0,29789000.0,14341000.0,31319000.0,
Selling General And Administration,16213000.0,22723000.0,29789000.0,14341000.0,31319000.0,
Gross Profit,27811000.0,3780000.0,11507000.0,-356000.0,-2590000.0,
Cost Of Revenue,-61111000.0,49141000.0,52361000.0,61060000.0,46289000.0,
Total Revenue,-33300000.0,52921000.0,63868000.0,60704000.0,43699000.0,
Operating Revenue,-33300000.0,52921000.0,63868000.0,60704000.0,43699000.0,
