,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,71467.519089,0.0,-905375.359665,-3565.0,-40063.913675
Tax Rate For Calcs,0.254333,0.259,0.206943,0.155,0.057896
Total Unusual Items,281000.0,0.0,-4375000.0,-23000.0,-692000.0
Total Unusual Items Excluding Goodwill,281000.0,0.0,-4375000.0,-23000.0,-692000.0
Net Income From Continuing Operation Net Minority Interest,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Reconciled Depreciation,3695000.0,3647000.0,3659000.0,3612000.0,3663000.0
Net Interest Income,52524000.0,48683000.0,44584000.0,43309000.0,42248000.0
Interest Expense,62788000.0,61838000.0,67199000.0,70612000.0,69206000.0
Interest Income,115312000.0,110521000.0,111783000.0,113921000.0,111454000.0
Normalized Income,12095467.519089,8900000.0,-17753375.359665,6204435.0,5191936.086325
Net Income From Continuing And Discontinued Operation,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Diluted Average Shares,101985784.0,101816716.0,101945750.0,101832048.0,101651511.0
Basic Average Shares,101985784.0,101816716.0,101686108.0,101623160.0,101651511.0
Diluted EPS,0.12,0.09,-0.21,0.06,0.04
Basic EPS,0.12,0.09,-0.21,0.06,0.04
Diluted NI Availto Com Stockholders,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Net Income Common Stockholders,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Net Income,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Net Income Including Noncontrolling Interests,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Net Income Continuous Operations,12305000.0,8900000.0,-21223000.0,6185000.0,4540000.0
Tax Provision,4197000.0,3118000.0,-5538000.0,1131000.0,279000.0
Pretax Income,16502000.0,12018000.0,-26761000.0,7316000.0,4819000.0
Special Income Charges,0.0,0.0,-4375000.0,-23000.0,-692000.0
Restructuring And Mergern Acquisition,0.0,0.0,928000.0,23000.0,692000.0
Gain On Sale Of Security,608000.0,308000.0,-32426000.0,-27000.0,101000.0
Selling General And Administration,31235000.0,30994000.0,28865000.0,30022000.0,30199000.0
Selling And Marketing Expense,563000.0,531000.0,457000.0,766000.0,661000.0
General And Administrative Expense,30672000.0,30463000.0,28408000.0,29256000.0,29538000.0
Insurance And Claims,1739000.0,1880000.0,1829000.0,1518000.0,1879000.0
Salaries And Wages,28933000.0,28583000.0,26579000.0,27738000.0,27659000.0
Total Revenue,63876000.0,58796000.0,22711000.0,54253000.0,53260000.0
Operating Revenue,63876000.0,58796000.0,22711000.0,54253000.0,53260000.0
Occupancy And Equipment,5968000.0,6185000.0,5861000.0,5594000.0,6054000.0
Professional Expense And Contract Services Expense,3519000.0,2515000.0,2567000.0,2454000.0,4509000.0
Other Non Interest Expense,4184000.0,4151000.0,4928000.0,4741000.0,4793000.0
