,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-3875806.451613,-3647800.0,-882000.0,-4767000.0,-691200.0
Tax Rate For Calcs,0.217742,0.299,0.21,0.21,0.216
Normalized EBITDA,96500000.0,95500000.0,43000000.0,67000000.0,106200000.0
Total Unusual Items,-17800000.0,-12200000.0,-4200000.0,-22700000.0,-3200000.0
Total Unusual Items Excluding Goodwill,-17800000.0,-12200000.0,-4200000.0,-22700000.0,-3200000.0
Net Income From Continuing Operation Net Minority Interest,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Reconciled Depreciation,22100000.0,21800000.0,21700000.0,21400000.0,21700000.0
Reconciled Cost Of Revenue,358700000.0,324500000.0,286800000.0,304800000.0,360700000.0
EBITDA,78700000.0,83300000.0,38800000.0,44300000.0,103000000.0
EBIT,56600000.0,61500000.0,17100000.0,22900000.0,81300000.0
Net Interest Income,-19400000.0,-20200000.0,-18800000.0,-17500000.0,-18800000.0
Interest Expense,19400000.0,20200000.0,18800000.0,17500000.0,18800000.0
Normalized Income,43024193.548387,37552200.0,1218000.0,26733000.0,51508800.0
Net Income From Continuing And Discontinued Operation,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Total Expenses,557500000.0,509600000.0,453900000.0,474400000.0,562000000.0
Total Operating Income As Reported,53700000.0,58900000.0,20300000.0,20400000.0,82700000.0
Diluted Average Shares,47000000.0,48200000.0,48700000.0,49900000.0,50100000.0
Basic Average Shares,46800000.0,48000000.0,48700000.0,49200000.0,49500000.0
Diluted EPS,0.62,0.6,-0.04,0.17,0.98
Basic EPS,0.62,0.6,-0.04,0.18,0.99
Diluted NI Availto Com Stockholders,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Net Income Common Stockholders,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Net Income,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Net Income Including Noncontrolling Interests,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Net Income Continuous Operations,29100000.0,29000000.0,-2100000.0,8800000.0,49000000.0
Tax Provision,8100000.0,12300000.0,400000.0,-3400000.0,13500000.0
Pretax Income,37200000.0,41300000.0,-1700000.0,5400000.0,62500000.0
Other Income Expense,-14900000.0,-9600000.0,-7400000.0,-20200000.0,-4600000.0
Other Non Operating Income Expenses,2900000.0,2600000.0,-3200000.0,2500000.0,-1400000.0
Special Income Charges,-17800000.0,-12200000.0,-4200000.0,-22700000.0,-3200000.0
Write Off,1200000.0,700000.0,1000000.0,300000.0,0.0
Restructuring And Mergern Acquisition,16600000.0,11500000.0,3200000.0,22400000.0,3200000.0
Net Non Operating Interest Income Expense,-19400000.0,-20200000.0,-18800000.0,-17500000.0,-18800000.0
Interest Expense Non Operating,19400000.0,20200000.0,18800000.0,17500000.0,18800000.0
Operating Income,69700000.0,71100000.0,24500000.0,43200000.0,85800000.0
Operating Expense,198800000.0,185100000.0,167100000.0,169600000.0,201300000.0
Research And Development,14000000.0,13900000.0,13900000.0,16300000.0,14600000.0
Selling General And Administration,184800000.0,171200000.0,153200000.0,153300000.0,186700000.0
Selling And Marketing Expense,80400000.0,65500000.0,50300000.0,44100000.0,76600000.0
General And Administrative Expense,104400000.0,105700000.0,102900000.0,109200000.0,110100000.0
Other Gand A,104400000.0,105700000.0,102900000.0,109200000.0,110100000.0
Gross Profit,268500000.0,256200000.0,191600000.0,212800000.0,287100000.0
Cost Of Revenue,358700000.0,324500000.0,286800000.0,304800000.0,360700000.0
Total Revenue,627200000.0,580700000.0,478400000.0,517600000.0,647800000.0
Operating Revenue,627200000.0,580700000.0,478400000.0,517600000.0,647800000.0
