,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.230096,0.231,0.204522,0.232,0.238152,
Total Unusual Items,,0.0,,,,1069000000.0
Total Unusual Items Excluding Goodwill,,0.0,,,,1069000000.0
Net Income From Continuing Operation Net Minority Interest,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Reconciled Depreciation,122000000.0,125000000.0,120000000.0,121000000.0,121000000.0,
Net Interest Income,4521000000.0,4464000000.0,4592000000.0,4609000000.0,4405000000.0,
Interest Expense,1065000000.0,1086000000.0,1118000000.0,1176000000.0,1177000000.0,
Interest Income,5586000000.0,5550000000.0,5710000000.0,5785000000.0,5582000000.0,
Normalized Income,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Net Income From Continuing And Discontinued Operation,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Diluted Average Shares,379100000.0,389400000.0,394800000.0,396500000.0,402600000.0,
Basic Average Shares,376200000.0,385200000.0,389300000.0,392300000.0,399300000.0,
Diluted EPS,2.5,1.89,1.91,1.94,1.55,
Basic EPS,2.51,1.91,1.93,1.96,1.56,
Diluted NI Availto Com Stockholders,946000000.0,736000000.0,753000000.0,768000000.0,624000000.0,
Net Income Common Stockholders,946000000.0,736000000.0,753000000.0,768000000.0,624000000.0,
Preferred Stock Dividends,21000000.0,21000000.0,21000000.0,21000000.0,19000000.0,
Net Income,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Net Income Including Noncontrolling Interests,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Net Income Continuous Operations,967000000.0,757000000.0,774000000.0,789000000.0,643000000.0,
Tax Provision,289000000.0,227000000.0,199000000.0,239000000.0,201000000.0,
Pretax Income,1256000000.0,984000000.0,973000000.0,1028000000.0,844000000.0,
Special Income Charges,,0.0,,,,1069000000.0
Gain On Sale Of Business,,0.0,,,,1069000000.0
Selling General And Administration,636000000.0,622000000.0,582000000.0,587000000.0,563000000.0,
Selling And Marketing Expense,127000000.0,116000000.0,147000000.0,123000000.0,129000000.0,
General And Administrative Expense,509000000.0,506000000.0,435000000.0,464000000.0,434000000.0,
Salaries And Wages,509000000.0,506000000.0,435000000.0,464000000.0,434000000.0,
Total Revenue,3647000000.0,3718000000.0,3801000000.0,3814000000.0,3712000000.0,
Operating Revenue,3647000000.0,3718000000.0,3801000000.0,3814000000.0,3712000000.0,
Professional Expense And Contract Services Expense,236000000.0,217000000.0,249000000.0,231000000.0,236000000.0,
Other Non Interest Expense,373000000.0,404000000.0,393000000.0,371000000.0,378000000.0,
