,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.158702,0.157,0.158472,0.164,0.169,
Net Income From Continuing Operation Net Minority Interest,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Reconciled Depreciation,21840000.0,21894000.0,21404000.0,20718000.0,20459000.0,
Net Interest Income,429604000.0,416220000.0,413518000.0,404331000.0,396712000.0,
Interest Expense,172354000.0,168897000.0,187175000.0,203828000.0,199573000.0,
Interest Income,601958000.0,585117000.0,600693000.0,608159000.0,596285000.0,
Normalized Income,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Net Income From Continuing And Discontinued Operation,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Diluted Average Shares,,64329000.0,64237000.0,64085000.0,64333000.0,64371731.0
Basic Average Shares,,64255000.0,64116000.0,63958000.0,64193000.0,64216323.0
Diluted EPS,,2.3,2.36,2.24,2.21,2.06
Basic EPS,,2.3,2.37,2.24,2.21,2.06
Diluted NI Availto Com Stockholders,153842000.0,147808000.0,151802000.0,143252000.0,142137000.0,
Net Income Common Stockholders,153842000.0,147808000.0,151802000.0,143252000.0,142137000.0,
Otherunder Preferred Stock Dividend,1492000.0,1445000.0,1381000.0,1581000.0,1693000.0,
Preferred Stock Dividends,1669000.0,1669000.0,1669000.0,1668000.0,1669000.0,
Net Income,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Net Income Including Noncontrolling Interests,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Net Income Continuous Operations,157003000.0,150922000.0,154852000.0,146501000.0,145499000.0,
Tax Provision,29617000.0,28173000.0,29161000.0,28741000.0,29652000.0,
Pretax Income,186620000.0,179095000.0,184013000.0,175242000.0,175151000.0,
Gain On Sale Of Security,0.0,-14000.0,-112000.0,16000.0,0.0,
Selling General And Administration,201565000.0,210198000.0,252461000.0,192935000.0,188422000.0,
General And Administrative Expense,201565000.0,210198000.0,201058000.0,192935000.0,188422000.0,
Insurance And Claims,6590000.0,7184000.0,6924000.0,7238000.0,8383000.0,
Salaries And Wages,194975000.0,203014000.0,194134000.0,185697000.0,180039000.0,
Total Revenue,546877000.0,540231000.0,536342000.0,518038000.0,507902000.0,
Operating Revenue,546877000.0,540231000.0,536342000.0,518038000.0,507902000.0,
Occupancy And Equipment,75212000.0,73395000.0,71877000.0,70263000.0,68325000.0,
Other Non Interest Expense,70351000.0,64473000.0,-44556000.0,60212000.0,60217000.0,
