,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31
Tax Effect Of Unusual Items,-140581.03108,-243120.0,-1664880.0,-939750.0,1469370.0
Tax Rate For Calcs,0.006968,0.24,0.21,0.21,0.21
Normalized EBITDA,325000.0,3421000.0,5578000.0,-4198000.0,-1757000.0
Total Unusual Items,-20174000.0,-1013000.0,-7928000.0,-4475000.0,6997000.0
Total Unusual Items Excluding Goodwill,-20174000.0,-1013000.0,-7928000.0,-4475000.0,6997000.0
Net Income From Continuing Operation Net Minority Interest,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Reconciled Depreciation,5538000.0,4942000.0,4235000.0,4530000.0,4792000.0
Reconciled Cost Of Revenue,38337000.0,37292000.0,35061000.0,36819000.0,35028000.0
EBITDA,-19849000.0,2408000.0,-2350000.0,-8673000.0,5240000.0
EBIT,-25387000.0,-2534000.0,-6585000.0,-13203000.0,448000.0
Net Interest Income,-540000.0,1203000.0,-1456000.0,1564000.0,-3338000.0
Interest Expense,7045000.0,6965000.0,6771000.0,6876000.0,5610000.0
Interest Income,6505000.0,8168000.0,5315000.0,8440000.0,2272000.0
Normalized Income,-12172581.03108,-6451120.0,-7444880.0,-17298750.0,-11029630.0
Net Income From Continuing And Discontinued Operation,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Total Expenses,128647000.0,125085000.0,113741000.0,127837000.0,118670000.0
Total Operating Income As Reported,-11718000.0,-9689000.0,-3972000.0,-17168000.0,-8821000.0
Diluted Average Shares,152263000.0,149377000.0,146670000.0,144175000.0,141488000.0
Basic Average Shares,152263000.0,149377000.0,146670000.0,144175000.0,141488000.0
Diluted EPS,-0.21,-0.05,-0.09,-0.14,-0.04
Basic EPS,-0.21,-0.05,-0.09,-0.14,-0.04
Diluted NI Availto Com Stockholders,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Net Income Common Stockholders,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Net Income,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Net Income Including Noncontrolling Interests,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Net Income Continuous Operations,-32206000.0,-7221000.0,-13708000.0,-20834000.0,-5502000.0
Tax Provision,-226000.0,-2278000.0,352000.0,755000.0,340000.0
Pretax Income,-32432000.0,-9499000.0,-13356000.0,-20079000.0,-5162000.0
Other Income Expense,-20174000.0,-1013000.0,-7928000.0,-4475000.0,6997000.0
Gain On Sale Of Security,-20174000.0,-1013000.0,-7928000.0,-4475000.0,6997000.0
Net Non Operating Interest Income Expense,-540000.0,1203000.0,-1456000.0,1564000.0,-3338000.0
Interest Expense Non Operating,7045000.0,6965000.0,6771000.0,6876000.0,5610000.0
Interest Income Non Operating,6505000.0,8168000.0,5315000.0,8440000.0,2272000.0
Operating Income,-11718000.0,-9689000.0,-3972000.0,-17168000.0,-8821000.0
Operating Expense,90310000.0,87793000.0,78680000.0,91018000.0,83642000.0
Research And Development,26833000.0,26454000.0,23566000.0,28860000.0,27504000.0
Selling General And Administration,63477000.0,61339000.0,55114000.0,62158000.0,56138000.0
Selling And Marketing Expense,36597000.0,36137000.0,35845000.0,41727000.0,40245000.0
General And Administrative Expense,26880000.0,25202000.0,19269000.0,20431000.0,15893000.0
Other Gand A,26880000.0,25202000.0,19269000.0,20431000.0,15893000.0
Gross Profit,78592000.0,78104000.0,74708000.0,73850000.0,74821000.0
Cost Of Revenue,38337000.0,37292000.0,35061000.0,36819000.0,35028000.0
Total Revenue,116929000.0,115396000.0,109769000.0,110669000.0,109849000.0
Operating Revenue,116929000.0,115396000.0,109769000.0,110669000.0,109849000.0
