,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,37293796.192207,-88934839.93918,280613575.970773,0.0,,
Tax Rate For Calcs,0.2,0.16283,0.198838,0.153849,0.2,,
Normalized EBITDA,463423000000.0,608482730000.0,622148144000.0,553227242000.0,451722594000.0,,
Total Unusual Items,,229035000.0,-447273000.0,1823957000.0,-11855000.0,-244729000.0,
Total Unusual Items Excluding Goodwill,,229035000.0,-447273000.0,1823957000.0,-11855000.0,-244729000.0,
Net Income From Continuing Operation Net Minority Interest,398273000000.0,360732661000.0,359792224000.0,325257571000.0,247845000000.0,,
Reconciled Depreciation,,175139079000.0,170378287000.0,168228557000.0,165166594000.0,159023162000.0,
Reconciled Cost Of Revenue,386423000000.0,345858588000.0,356082992000.0,320346477000.0,315385000000.0,,
EBITDA,463423000000.0,608711765000.0,621700871000.0,555051199000.0,451722594000.0,,
EBIT,463423000000.0,433572686000.0,451322584000.0,386822642000.0,286556000000.0,,
Net Interest Income,,22182038000.0,21750126000.0,19965864000.0,18341093000.0,16660917000.0,
Interest Expense,,2677274000.0,2523215000.0,2635790000.0,2638140000.0,2698255000.0,
Interest Income,,24859312000.0,24273341000.0,22601654000.0,20979233000.0,19359172000.0,
Normalized Income,398273000000.0,360540919796.1922,360150562160.0608,323714227575.97076,247845000000.0,,
Net Income From Continuing And Discontinued Operation,398273000000.0,360732661000.0,359792224000.0,325257571000.0,247845000000.0,,
Total Expenses,386423000000.0,432164496000.0,442762948000.0,398942367000.0,315385000000.0,,
Total Operating Income As Reported,463423000000.0,407080808000.0,425712863000.0,360766289000.0,286556000000.0,,
Diluted Average Shares,5185800000.0,5185759800.0,5186546648.0,5185644800.0,5186200000.0,,
Basic Average Shares,5185800000.0,5185357800.0,5186546648.0,5185203600.0,5186200000.0,,
Diluted EPS,76.8,69.7,72.240746,62.7,47.8,,
Basic EPS,76.8,69.75,72.240746,62.75,47.8,,
Diluted NI Availto Com Stockholders,398273000000.0,360732661000.0,359792224000.0,325257571000.0,247845000000.0,,
Net Income Common Stockholders,398273000000.0,360732661000.0,359792224000.0,325257571000.0,247845000000.0,,
Net Income,398273000000.0,360732661000.0,359792224000.0,325257571000.0,247845000000.0,,
Minority Interests,,831467000.0,231195000.0,177401000.0,184090000.0,263614000.0,
Net Income Including Noncontrolling Interests,398273000000.0,360732661000.0,359561029000.0,325080170000.0,247845000000.0,,
Net Income Continuous Operations,398273000000.0,360732661000.0,359561029000.0,325080170000.0,247845000000.0,,
Tax Provision,,70162751000.0,89238340000.0,59106682000.0,58649137000.0,41321941000.0,
Pretax Income,493036000000.0,430895412000.0,448799369000.0,384186852000.0,306311000000.0,,
Other Income Expense,,1624206000.0,1351012000.0,3471212000.0,1426122000.0,870554000.0,
Other Non Operating Income Expenses,,26864000.0,508544000.0,86522000.0,285752000.0,237282000.0,
Special Income Charges,,-167986000.0,,,,0.0,15553000.0
Gain On Sale Of Business,,-167986000.0,,,,0.0,
Write Off,,,,,,,147000.0
Earnings From Equity Interest,,1368307000.0,1289741000.0,1560733000.0,1152225000.0,878001000.0,
Gain On Sale Of Security,,397021000.0,-454373000.0,1823957000.0,-11855000.0,-244729000.0,
Net Non Operating Interest Income Expense,,22182038000.0,21750126000.0,19965864000.0,18341093000.0,16660917000.0,
Total Other Finance Cost,,,-21750000000.0,,,,-14490000000.0
Interest Expense Non Operating,,2677274000.0,2523215000.0,2635790000.0,2638140000.0,2698255000.0,
Interest Income Non Operating,,24859312000.0,24273341000.0,22601654000.0,20979233000.0,19359172000.0,
Operating Income,463423000000.0,407089168000.0,425698231000.0,360749776000.0,286556000000.0,,
Operating Expense,,86305908000.0,86679956000.0,78595890000.0,71581118000.0,65493536000.0,
Other Operating Expenses,,1119852000.0,341051000.0,-483014000.0,1285808000.0,136255000.0,
Research And Development,,56547493000.0,57231334000.0,52783826000.0,48057704000.0,46108936000.0,
Selling General And Administration,,28638563000.0,29107571000.0,26295078000.0,22237606000.0,19248345000.0,
Selling And Marketing Expense,,3754815000.0,3680530000.0,3404487000.0,2947324000.0,3111259000.0,
General And Administrative Expense,,24883748000.0,25427041000.0,22890591000.0,19290282000.0,16137086000.0,
Other Gand A,,24883748000.0,25427041000.0,22890591000.0,19290282000.0,16137086000.0,
Gross Profit,547369000000.0,493395076000.0,512378187000.0,439345666000.0,358125000000.0,,
Cost Of Revenue,386423000000.0,345858588000.0,356082992000.0,320346477000.0,315385000000.0,,
Total Revenue,933792000000.0,839253664000.0,868461179000.0,759692143000.0,673510000000.0,,
Operating Revenue,933792000000.0,714028927000.0,868461179000.0,759692143000.0,673510000000.0,,
