,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,-700000.0,-9639344.262295,-560000.0,-1104761.904762,
Tax Rate For Calcs,0.071942,0.35,0.30123,0.28,0.27619,
Normalized EBITDA,729000000.0,768000000.0,1133000000.0,886000000.0,793000000.0,
Total Unusual Items,0.0,-2000000.0,-32000000.0,-2000000.0,-4000000.0,
Total Unusual Items Excluding Goodwill,0.0,-2000000.0,-32000000.0,-2000000.0,-4000000.0,
Net Income From Continuing Operation Net Minority Interest,-470000000.0,77000000.0,305000000.0,246000000.0,237000000.0,
Reconciled Depreciation,480000000.0,456000000.0,446000000.0,432000000.0,431000000.0,
Reconciled Cost Of Revenue,1664000000.0,1653000000.0,1623000000.0,1593000000.0,1546000000.0,
EBITDA,729000000.0,766000000.0,1101000000.0,884000000.0,789000000.0,
EBIT,249000000.0,310000000.0,655000000.0,452000000.0,358000000.0,
Net Interest Income,-110000000.0,-80000000.0,-66000000.0,-64000000.0,-43000000.0,
Interest Expense,110000000.0,80000000.0,167000000.0,64000000.0,43000000.0,
Normalized Income,-470000000.0,78300000.0,327360655.737705,247440000.0,239895238.095238,
Net Income From Continuing And Discontinued Operation,-470000000.0,77000000.0,281000000.0,224000000.0,238000000.0,
Total Expenses,2208000000.0,2183000000.0,2073000000.0,2078000000.0,2115000000.0,
Total Operating Income As Reported,408000000.0,347000000.0,494000000.0,490000000.0,371000000.0,
Diluted Average Shares,525000000.0,531000000.0,540000000.0,548000000.0,557000000.0,
Basic Average Shares,525000000.0,528000000.0,536000000.0,545000000.0,554000000.0,
Diluted EPS,-0.9,0.15,0.52,0.41,0.43,
Basic EPS,-0.9,0.15,0.52,0.41,0.43,
Diluted NI Availto Com Stockholders,-470000000.0,77000000.0,281000000.0,224000000.0,238000000.0,
Net Income Common Stockholders,-470000000.0,77000000.0,281000000.0,224000000.0,238000000.0,
Net Income,-470000000.0,77000000.0,281000000.0,224000000.0,238000000.0,
Minority Interests,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,
Net Income Including Noncontrolling Interests,-469000000.0,78000000.0,282000000.0,225000000.0,239000000.0,
Net Income Discontinuous Operations,0.0,0.0,-24000000.0,-22000000.0,1000000.0,
Net Income Continuous Operations,-469000000.0,78000000.0,306000000.0,247000000.0,238000000.0,
Earnings From Equity Interest Net Of Tax,-598000000.0,-71000000.0,-35000000.0,-33000000.0,10000000.0,
Tax Provision,10000000.0,81000000.0,147000000.0,108000000.0,87000000.0,
Pretax Income,139000000.0,230000000.0,488000000.0,388000000.0,315000000.0,
Other Income Expense,-159000000.0,-39000000.0,28000000.0,-40000000.0,-17000000.0,
Other Non Operating Income Expenses,-159000000.0,-37000000.0,60000000.0,-38000000.0,-13000000.0,
Special Income Charges,0.0,-2000000.0,-32000000.0,-2000000.0,-4000000.0,
Write Off,,,,2000000.0,,14000000.0
Impairment Of Capital Assets,0.0,2000000.0,32000000.0,2000000.0,4000000.0,
Net Non Operating Interest Income Expense,-110000000.0,-80000000.0,-66000000.0,-64000000.0,-43000000.0,
Total Other Finance Cost,,,,,,77000000.0
Interest Expense Non Operating,110000000.0,80000000.0,167000000.0,64000000.0,43000000.0,
Operating Income,408000000.0,349000000.0,526000000.0,492000000.0,375000000.0,
Operating Expense,544000000.0,530000000.0,450000000.0,485000000.0,569000000.0,
Other Operating Expenses,-28000000.0,-28000000.0,-32000000.0,-36000000.0,-40000000.0,
Selling General And Administration,572000000.0,558000000.0,482000000.0,521000000.0,609000000.0,
Gross Profit,952000000.0,879000000.0,976000000.0,977000000.0,944000000.0,
Cost Of Revenue,1664000000.0,1653000000.0,1623000000.0,1593000000.0,1546000000.0,
Total Revenue,2616000000.0,2532000000.0,2599000000.0,2570000000.0,2490000000.0,
Operating Revenue,2616000000.0,2532000000.0,2599000000.0,2570000000.0,2490000000.0,
