,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31,2023-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.012433,0.21,
Normalized EBITDA,4145000.0,-1473000.0,-4511000.0,-9566000.0,-28633000.0,
Net Income From Continuing Operation Net Minority Interest,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Reconciled Depreciation,7496000.0,7007000.0,6618000.0,7004000.0,6817000.0,
Reconciled Cost Of Revenue,53736000.0,49851000.0,48322000.0,46491000.0,47038000.0,
EBITDA,4145000.0,-1473000.0,-4511000.0,-9566000.0,-28633000.0,
EBIT,-3351000.0,-8480000.0,-11129000.0,-16570000.0,-35450000.0,
Net Interest Income,8272000.0,8836000.0,7826000.0,7601000.0,6976000.0,
Interest Income,8272000.0,8836000.0,7826000.0,7601000.0,6976000.0,
Normalized Income,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Net Income From Continuing And Discontinued Operation,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Total Expenses,290222000.0,284892000.0,274113000.0,273519000.0,281368000.0,
Total Operating Income As Reported,-3351000.0,-8480000.0,-11129000.0,-16570000.0,-35450000.0,
Diluted Average Shares,142668000.0,141157000.0,137428000.0,136389000.0,135189000.0,
Basic Average Shares,139007000.0,138408000.0,137428000.0,136389000.0,135189000.0,
Diluted EPS,0.01,0.06,-0.064456,-0.07,-0.24,
Basic EPS,0.01,0.06,-0.06,-0.07,-0.24,
Diluted NI Availto Com Stockholders,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Net Income Common Stockholders,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Net Income,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Net Income Including Noncontrolling Interests,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Net Income Continuous Operations,1324000.0,7858000.0,-8858000.0,-8976000.0,-32428000.0,
Tax Provision,3644000.0,-7765000.0,5178000.0,-113000.0,3164000.0,
Pretax Income,4968000.0,93000.0,-3680000.0,-9089000.0,-29264000.0,
Other Income Expense,47000.0,-263000.0,-377000.0,-120000.0,-790000.0,
Other Non Operating Income Expenses,47000.0,-263000.0,-377000.0,-120000.0,-790000.0,
Net Non Operating Interest Income Expense,8272000.0,8836000.0,7826000.0,7601000.0,6976000.0,
Interest Income Non Operating,8272000.0,8836000.0,7826000.0,7601000.0,6976000.0,
Operating Income,-3351000.0,-8480000.0,-11129000.0,-16570000.0,-35450000.0,
Operating Expense,236486000.0,235041000.0,225791000.0,227028000.0,234330000.0,
Research And Development,63477000.0,63600000.0,62437000.0,61266000.0,58257000.0,
Selling General And Administration,173009000.0,171441000.0,163354000.0,165762000.0,176073000.0,
Selling And Marketing Expense,127854000.0,130222000.0,125239000.0,127891000.0,137920000.0,
General And Administrative Expense,45155000.0,41219000.0,38115000.0,37871000.0,38153000.0,
Other Gand A,45155000.0,41219000.0,38115000.0,37871000.0,38153000.0,
Salaries And Wages,,,,,,29140000.0
Gross Profit,233135000.0,226561000.0,214662000.0,210458000.0,198880000.0,
Cost Of Revenue,53736000.0,49851000.0,48322000.0,46491000.0,47038000.0,
Total Revenue,286871000.0,276412000.0,262984000.0,256949000.0,245918000.0,
Operating Revenue,286871000.0,276412000.0,262984000.0,256949000.0,245918000.0,
