,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-69633.603219,0.0,0.0,,
Tax Rate For Calcs,0.264698,0.214,0.187692,0.259,0.254907,,
Normalized EBITDA,331066000.0,228295000.0,249415000.0,296627000.0,320182000.0,,
Total Unusual Items,,,-371000.0,0.0,0.0,0.0,-518000.0
Total Unusual Items Excluding Goodwill,,,-371000.0,0.0,0.0,0.0,-518000.0
Net Income From Continuing Operation Net Minority Interest,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Reconciled Depreciation,116285000.0,111980000.0,105290000.0,100063000.0,100504000.0,,
Reconciled Cost Of Revenue,1033497000.0,1021884000.0,1003502000.0,1055599000.0,1035542000.0,,
EBITDA,331066000.0,228295000.0,249044000.0,296627000.0,320182000.0,,
EBIT,214781000.0,116315000.0,143754000.0,196564000.0,219678000.0,,
Net Interest Income,-37106000.0,-36077000.0,-34197000.0,-35779000.0,-36449000.0,,
Interest Expense,42192000.0,41705000.0,40377000.0,41170000.0,40801000.0,,
Interest Income,5086000.0,5628000.0,6180000.0,5391000.0,4352000.0,,
Normalized Income,126905000.0,58680000.0,84275366.396781,115213000.0,133280000.0,,
Net Income From Continuing And Discontinued Operation,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Total Expenses,1339556000.0,1320331000.0,1294148000.0,1337126000.0,1337226000.0,,
Total Operating Income As Reported,210298000.0,111619000.0,136968000.0,192296000.0,215493000.0,,
Diluted Average Shares,53799000.0,53993000.0,54168000.0,54229000.0,54248000.0,,
Basic Average Shares,53593000.0,53759000.0,53857000.0,53951000.0,53932000.0,,
Diluted EPS,2.36,1.09,1.55,2.12,2.46,,
Basic EPS,2.37,1.09,1.56,2.14,2.47,,
Diluted NI Availto Com Stockholders,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Net Income Common Stockholders,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Net Income,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Net Income Including Noncontrolling Interests,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Net Income Continuous Operations,126905000.0,58680000.0,83974000.0,115213000.0,133280000.0,,
Tax Provision,45684000.0,15930000.0,19403000.0,40181000.0,45597000.0,,
Pretax Income,172589000.0,74610000.0,103377000.0,155394000.0,178877000.0,,
Other Income Expense,-603000.0,-932000.0,606000.0,-1123000.0,-167000.0,,
Other Non Operating Income Expenses,-603000.0,-932000.0,977000.0,-1123000.0,-167000.0,,
Special Income Charges,,,-371000.0,0.0,0.0,0.0,-518000.0
Gain On Sale Of Business,,,,,,,0.0
Other Special Charges,,,,,,,518000.0
Net Non Operating Interest Income Expense,-37106000.0,-36077000.0,-34197000.0,-35779000.0,-36449000.0,,
Interest Expense Non Operating,42192000.0,41705000.0,40377000.0,41170000.0,40801000.0,,
Interest Income Non Operating,5086000.0,5628000.0,6180000.0,5391000.0,4352000.0,,
Operating Income,210298000.0,111619000.0,136968000.0,192296000.0,215493000.0,,
Operating Expense,306059000.0,298447000.0,290646000.0,281527000.0,301684000.0,,
Other Operating Expenses,3591000.0,3620000.0,3317000.0,3618000.0,3304000.0,,
Depreciation Amortization Depletion Income Statement,116285000.0,111980000.0,105290000.0,100063000.0,100504000.0,,
Depreciation And Amortization In Income Statement,116285000.0,111980000.0,105290000.0,100063000.0,100504000.0,,
Amortization,13712000.0,13313000.0,13642000.0,13862000.0,14032000.0,,
Amortization Of Intangibles Income Statement,13712000.0,13313000.0,13642000.0,13862000.0,14032000.0,,
Depreciation Income Statement,102573000.0,98667000.0,91648000.0,86201000.0,86472000.0,,
Selling General And Administration,186183000.0,182847000.0,182039000.0,177846000.0,197876000.0,,
Gross Profit,516357000.0,410066000.0,427614000.0,473823000.0,517177000.0,,
Cost Of Revenue,1033497000.0,1021884000.0,1003502000.0,1055599000.0,1035542000.0,,
Total Revenue,1549854000.0,1431950000.0,1431116000.0,1529422000.0,1552719000.0,,
Operating Revenue,1549854000.0,1431950000.0,1431116000.0,1529422000.0,1552719000.0,,
