,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,3686805.323582,235759.0,-26183768.848843,-34034070.0,-226319.386415
Tax Rate For Calcs,0.239403,0.281,0.154256,0.21,0.233079
Normalized EBITDA,60143000.0,40047000.0,41546000.0,46025000.0,56064000.0
Total Unusual Items,15400000.0,839000.0,-169742000.0,-162067000.0,-971000.0
Total Unusual Items Excluding Goodwill,15400000.0,839000.0,-169742000.0,-162067000.0,-971000.0
Net Income From Continuing Operation Net Minority Interest,43262000.0,16746000.0,-126903000.0,-141354000.0,25698000.0
Reconciled Depreciation,9896000.0,9571000.0,12846000.0,13198000.0,12971000.0
Reconciled Cost Of Revenue,260867000.0,221713000.0,192769000.0,148773000.0,165719000.0
EBITDA,75543000.0,40886000.0,-128196000.0,-116042000.0,55093000.0
EBIT,65647000.0,31315000.0,-141042000.0,-129240000.0,42122000.0
Net Interest Income,-4968000.0,-4716000.0,-4915000.0,-4041000.0,-3832000.0
Interest Expense,8768000.0,8035000.0,9007000.0,8264000.0,8614000.0
Interest Income,3800000.0,3319000.0,4092000.0,4223000.0,4782000.0
Normalized Income,31548805.323582,16142759.0,16655231.151157,-13321070.0,26442680.613585
Net Income From Continuing And Discontinued Operation,43262000.0,16746000.0,-126903000.0,-141354000.0,25698000.0
Total Expenses,315717000.0,275229000.0,251278000.0,202120000.0,215661000.0
Total Operating Income As Reported,46376000.0,27284000.0,-142346000.0,-132675000.0,39602000.0
Diluted Average Shares,153068000.0,152783000.0,151944000.0,151923000.0,152207000.0
Basic Average Shares,152584000.0,152076000.0,151944000.0,151923000.0,151797000.0
Diluted EPS,0.19,0.02,-0.93,-1.02,0.08
Basic EPS,0.19,0.02,-0.93,-1.02,0.08
Diluted NI Availto Com Stockholders,28474000.0,2303000.0,-141241000.0,-155434000.0,11949000.0
Net Income Common Stockholders,28474000.0,2303000.0,-141241000.0,-155434000.0,11949000.0
Preferred Stock Dividends,14788000.0,14443000.0,14338000.0,14080000.0,13749000.0
Net Income,43262000.0,16746000.0,-126903000.0,-141354000.0,25698000.0
Net Income Including Noncontrolling Interests,43262000.0,16746000.0,-126903000.0,-141354000.0,25698000.0
Net Income Continuous Operations,43262000.0,16746000.0,-126903000.0,-141354000.0,25698000.0
Tax Provision,13617000.0,6534000.0,-23146000.0,3850000.0,7810000.0
Pretax Income,56879000.0,23280000.0,-150049000.0,-137504000.0,33508000.0
Other Income Expense,15321000.0,862000.0,-169088000.0,-162749000.0,-2765000.0
Other Non Operating Income Expenses,-79000.0,23000.0,654000.0,-682000.0,-1794000.0
Special Income Charges,14057000.0,150000.0,-166300000.0,-161961000.0,-503000.0
Other Special Charges,-14207000.0,,,,
Impairment Of Capital Assets,,,165904000.0,162000000.0,
Restructuring And Mergern Acquisition,150000.0,-150000.0,396000.0,-39000.0,503000.0
Gain On Sale Of Security,1343000.0,689000.0,-3442000.0,-106000.0,-468000.0
Net Non Operating Interest Income Expense,-4968000.0,-4716000.0,-4915000.0,-4041000.0,-3832000.0
Interest Expense Non Operating,8768000.0,8035000.0,9007000.0,8264000.0,8614000.0
Interest Income Non Operating,3800000.0,3319000.0,4092000.0,4223000.0,4782000.0
Operating Income,46526000.0,27134000.0,23954000.0,29286000.0,40105000.0
Operating Expense,50598000.0,49294000.0,54365000.0,49029000.0,45848000.0
Depreciation Amortization Depletion Income Statement,5644000.0,5349000.0,8702000.0,8880000.0,8877000.0
Depreciation And Amortization In Income Statement,5644000.0,5349000.0,8702000.0,8880000.0,8877000.0
Selling General And Administration,44954000.0,43945000.0,45663000.0,40149000.0,36971000.0
General And Administrative Expense,44954000.0,43945000.0,45663000.0,40149000.0,36971000.0
Other Gand A,44954000.0,43945000.0,45663000.0,40149000.0,36971000.0
Gross Profit,97124000.0,76428000.0,78319000.0,78315000.0,85953000.0
Cost Of Revenue,265119000.0,225935000.0,196913000.0,153091000.0,169813000.0
Total Revenue,362243000.0,302363000.0,275232000.0,231406000.0,255766000.0
Operating Revenue,362243000.0,302363000.0,275232000.0,231406000.0,255766000.0
