,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-538011.695906,-566000.0,-11090795.241077,-50688000.0,-5205882.352941,,
Tax Rate For Calcs,0.269006,0.283,0.135254,0.288,0.347059,,
Normalized EBITDA,1347000000.0,1008000000.0,2137000000.0,1772000000.0,1312000000.0,,
Total Unusual Items,-2000000.0,-2000000.0,-82000000.0,-176000000.0,-15000000.0,,
Total Unusual Items Excluding Goodwill,-2000000.0,-2000000.0,-82000000.0,-176000000.0,-15000000.0,,
Net Income From Continuing Operation Net Minority Interest,641000000.0,402000000.0,1745000000.0,853000000.0,601000000.0,,
Reconciled Depreciation,339000000.0,324000000.0,331000000.0,335000000.0,317000000.0,,
Reconciled Cost Of Revenue,5746000000.0,6596000000.0,5600000000.0,5910000000.0,5266000000.0,,
EBITDA,1345000000.0,1006000000.0,2055000000.0,1596000000.0,1297000000.0,,
EBIT,1006000000.0,682000000.0,1724000000.0,1261000000.0,980000000.0,,
Net Interest Income,-53000000.0,-137000000.0,201000000.0,-129000000.0,-130000000.0,,
Interest Expense,151000000.0,137000000.0,127000000.0,129000000.0,130000000.0,,
Interest Income,98000000.0,,93000000.0,83000000.0,98000000.0,54000000.0,
Normalized Income,642461988.304094,403434000.0,1815909204.758923,978312000.0,610794117.647059,,
Net Income From Continuing And Discontinued Operation,641000000.0,402000000.0,1745000000.0,853000000.0,601000000.0,,
Total Expenses,7810000000.0,8631000000.0,7911000000.0,7875000000.0,7474000000.0,,
Total Operating Income As Reported,1172000000.0,680000000.0,1611000000.0,1153000000.0,854000000.0,,
Diluted Average Shares,1299000000.0,1305000000.0,1340000000.0,1344000000.0,1348000000.0,,
Basic Average Shares,1295000000.0,1301000000.0,1336000000.0,1339000000.0,1343000000.0,,
Diluted EPS,0.49,0.31,1.3,0.63,0.45,,
Basic EPS,0.49,0.31,1.31,0.64,0.45,,
Diluted NI Availto Com Stockholders,641000000.0,402000000.0,1745000000.0,853000000.0,601000000.0,,
Net Income Common Stockholders,641000000.0,402000000.0,1745000000.0,853000000.0,601000000.0,,
Net Income,641000000.0,402000000.0,1745000000.0,853000000.0,601000000.0,,
Minority Interests,-3000000.0,-5000000.0,-3000000.0,-3000000.0,-2000000.0,,
Net Income Including Noncontrolling Interests,644000000.0,407000000.0,1748000000.0,856000000.0,603000000.0,,
Net Income Continuous Operations,644000000.0,407000000.0,1748000000.0,856000000.0,603000000.0,,
Earnings From Equity Interest Net Of Tax,19000000.0,16000000.0,367000000.0,50000000.0,48000000.0,,
Tax Provision,230000000.0,154000000.0,216000000.0,326000000.0,295000000.0,,
Pretax Income,855000000.0,545000000.0,1597000000.0,1132000000.0,850000000.0,,
Other Income Expense,-266000000.0,,-297000000.0,-68000000.0,111000000.0,30000000.0,
Other Non Operating Income Expenses,-264000000.0,2000000.0,-215000000.0,108000000.0,126000000.0,,
Special Income Charges,-2000000.0,-2000000.0,-82000000.0,-176000000.0,-15000000.0,,
Other Special Charges,,,,,,,0.0
Impairment Of Capital Assets,2000000.0,2000000.0,86000000.0,176000000.0,15000000.0,,
Gain On Sale Of Security,,,,,,,0.0
Net Non Operating Interest Income Expense,-53000000.0,-137000000.0,201000000.0,-129000000.0,-130000000.0,,
Interest Expense Non Operating,151000000.0,137000000.0,127000000.0,129000000.0,130000000.0,,
Interest Income Non Operating,98000000.0,,93000000.0,83000000.0,98000000.0,54000000.0,
Operating Income,1174000000.0,682000000.0,1693000000.0,1329000000.0,869000000.0,,
Operating Expense,1763000000.0,1748000000.0,2018000000.0,1670000000.0,1928000000.0,,
Depreciation Amortization Depletion Income Statement,38000000.0,37000000.0,38000000.0,40000000.0,37000000.0,,
Depreciation And Amortization In Income Statement,38000000.0,37000000.0,38000000.0,40000000.0,37000000.0,,
Amortization,38000000.0,37000000.0,38000000.0,40000000.0,37000000.0,,
Amortization Of Intangibles Income Statement,38000000.0,37000000.0,38000000.0,40000000.0,37000000.0,,
Selling General And Administration,1725000000.0,1711000000.0,1980000000.0,1630000000.0,1891000000.0,,
Gross Profit,2937000000.0,2430000000.0,3711000000.0,2999000000.0,2797000000.0,,
Cost Of Revenue,6047000000.0,6883000000.0,5893000000.0,6205000000.0,5546000000.0,,
Total Revenue,8984000000.0,9313000000.0,9604000000.0,9204000000.0,8343000000.0,,
Operating Revenue,8984000000.0,9313000000.0,9604000000.0,9204000000.0,8343000000.0,,
