,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,2175.978317
Tax Rate For Calcs,0.21,0.0,0.0,0.0,1e-06
Normalized EBITDA,-24850000.0,-39947000.0,-47176000.0,-43104000.0,-157648000.0
Total Unusual Items,0.0,,0.0,0.0,2021498000.0
Total Unusual Items Excluding Goodwill,0.0,,0.0,0.0,2021498000.0
Net Income From Continuing Operation Net Minority Interest,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Reconciled Depreciation,661000.0,675000.0,689000.0,760000.0,476000.0
EBITDA,-24850000.0,-39947000.0,-47176000.0,-43104000.0,1863850000.0
EBIT,-25511000.0,-40622000.0,-47865000.0,-43864000.0,1863374000.0
Net Interest Income,-1017000.0,-360000.0,2003000.0,2892000.0,-2620000.0
Interest Expense,3141000.0,2689000.0,0.0,0.0,5361000.0
Interest Income,2124000.0,2329000.0,2003000.0,2892000.0,2741000.0
Normalized Income,-28654000.0,-43311000.0,-47865000.0,-43864000.0,-163484824.021683
Net Income From Continuing And Discontinued Operation,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Total Expenses,28689000.0,42901000.0,50028000.0,46797000.0,160998000.0
Total Operating Income As Reported,-27389000.0,-42901000.0,-49928000.0,-46797000.0,-160898000.0
Diluted Average Shares,15468000.0,15468000.0,15468000.0,15468000.0,14807000.0
Basic Average Shares,15468000.0,15468000.0,15468000.0,15468000.0,14619000.0
Diluted EPS,-1.85,-2.8,-3.09,-2.84,125.48
Basic EPS,-1.85,-2.8,-3.09,-2.84,127.1
Diluted NI Availto Com Stockholders,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Net Income Common Stockholders,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Net Income,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Net Income Including Noncontrolling Interests,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Net Income Continuous Operations,-28654000.0,-43311000.0,-47865000.0,-43864000.0,1858011000.0
Tax Provision,2000.0,0.0,0.0,0.0,2000.0
Pretax Income,-28652000.0,-43311000.0,-47865000.0,-43864000.0,1858013000.0
Other Income Expense,-246000.0,-50000.0,60000.0,41000.0,2021531000.0
Other Non Operating Income Expenses,-246000.0,-50000.0,60000.0,41000.0,33000.0
Special Income Charges,0.0,,0.0,0.0,2021498000.0
Restructuring And Mergern Acquisition,0.0,,0.0,0.0,-2021498000.0
Net Non Operating Interest Income Expense,-1017000.0,-360000.0,2003000.0,2892000.0,-2620000.0
Interest Expense Non Operating,3141000.0,2689000.0,0.0,0.0,5361000.0
Interest Income Non Operating,2124000.0,2329000.0,2003000.0,2892000.0,2741000.0
Operating Income,-27389000.0,-42901000.0,-49928000.0,-46797000.0,-160898000.0
Operating Expense,28689000.0,42901000.0,50028000.0,46797000.0,160998000.0
Research And Development,22267000.0,36877000.0,33367000.0,38893000.0,67632000.0
Selling General And Administration,6422000.0,6024000.0,16661000.0,7904000.0,93366000.0
General And Administrative Expense,6422000.0,6024000.0,16661000.0,7904000.0,93366000.0
Other Gand A,6422000.0,6024000.0,16661000.0,7904000.0,93366000.0
Total Revenue,1300000.0,0.0,100000.0,0.0,100000.0
Operating Revenue,1300000.0,0.0,100000.0,0.0,100000.0
