,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-484.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.242,0.238,0.217,0.360729,0.262,
Total Unusual Items,-2000.0,,,,0.0,
Total Unusual Items Excluding Goodwill,-2000.0,,,,0.0,
Net Income From Continuing Operation Net Minority Interest,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Reconciled Depreciation,342000.0,309000.0,301000.0,67000.0,347000.0,
Net Interest Income,15044000.0,14320000.0,13907000.0,13946000.0,14256000.0,
Interest Expense,13654000.0,13495000.0,11467000.0,11259000.0,10036000.0,
Interest Income,28698000.0,27815000.0,25374000.0,25205000.0,24292000.0,
Normalized Income,2944516.0,2946000.0,2334000.0,10174000.0,3618000.0,
Net Income From Continuing And Discontinued Operation,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Diluted Average Shares,5542694.0,5530120.0,5519244.0,5499772.0,5490600.0,
Basic Average Shares,5527343.0,5525695.0,5507760.0,5499772.0,5481566.0,
Diluted EPS,0.53,0.53,0.42,1.849895,0.66,
Basic EPS,0.53,0.53,0.42,1.849895,0.66,
Diluted NI Availto Com Stockholders,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Net Income Common Stockholders,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Net Income,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Net Income Including Noncontrolling Interests,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Net Income Continuous Operations,2943000.0,2946000.0,2334000.0,10174000.0,3618000.0,
Tax Provision,938000.0,919000.0,647000.0,5741000.0,1281000.0,
Pretax Income,3881000.0,3865000.0,2981000.0,15915000.0,4899000.0,
Special Income Charges,-600000.0,,,,0.0,
Restructuring And Mergern Acquisition,600000.0,,,,0.0,
Depreciation Amortization Depletion Income Statement,4000.0,4000.0,4000.0,67000.0,100000.0,
Depreciation And Amortization In Income Statement,4000.0,4000.0,4000.0,67000.0,100000.0,
Amortization,4000.0,4000.0,4000.0,67000.0,100000.0,
Amortization Of Intangibles Income Statement,4000.0,4000.0,4000.0,67000.0,100000.0,
Selling General And Administration,8206000.0,7884000.0,8333000.0,10897000.0,9433000.0,
Selling And Marketing Expense,327000.0,254000.0,171000.0,296000.0,348000.0,
General And Administrative Expense,7879000.0,7630000.0,8162000.0,10601000.0,9085000.0,
Other Gand A,,,,,,1542000.0
Insurance And Claims,340000.0,300000.0,325000.0,350000.0,350000.0,
Salaries And Wages,7539000.0,7330000.0,7837000.0,10251000.0,8735000.0,
Total Revenue,18038000.0,16720000.0,16174000.0,32497000.0,19812000.0,
Operating Revenue,18038000.0,16720000.0,16174000.0,32497000.0,19812000.0,
Occupancy And Equipment,1088000.0,1089000.0,1157000.0,1078000.0,1109000.0,
Professional Expense And Contract Services Expense,992000.0,870000.0,895000.0,1003000.0,869000.0,
Other Non Interest Expense,2697000.0,2711000.0,2538000.0,3255000.0,2896000.0,
