,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,1011570.0,324240.0,-1426530.0,345660.0,-560280.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,123856000.0,140312000.0,143084000.0,124569000.0,119740000.0
Total Unusual Items,4817000.0,1544000.0,-6793000.0,1646000.0,-2668000.0
Total Unusual Items Excluding Goodwill,4817000.0,1544000.0,-6793000.0,1646000.0,-2668000.0
Net Income From Continuing Operation Net Minority Interest,28046000.0,40362000.0,40821000.0,22082000.0,22243000.0
Reconciled Depreciation,70031000.0,69777000.0,70050000.0,66661000.0,63801000.0
Reconciled Cost Of Revenue,177123000.0,156835000.0,157180000.0,152922000.0,151577000.0
EBITDA,128673000.0,141856000.0,136291000.0,126215000.0,117072000.0
EBIT,58642000.0,72079000.0,66241000.0,59554000.0,53271000.0
Net Interest Income,-34753000.0,-33160000.0,-33136000.0,-32771000.0,-31112000.0
Interest Expense,36682000.0,34473000.0,34525000.0,34822000.0,33716000.0
Interest Income,1929000.0,1313000.0,1389000.0,2051000.0,2604000.0
Normalized Income,24240570.0,39142240.0,46187470.0,20781660.0,24350720.0
Net Income From Continuing And Discontinued Operation,28046000.0,40362000.0,40821000.0,22082000.0,22243000.0
Total Expenses,198449000.0,178333000.0,179182000.0,175709000.0,175500000.0
Total Operating Income As Reported,35318000.0,50913000.0,49085000.0,35675000.0,35127000.0
Diluted Average Shares,61019000.0,60840000.0,60770000.0,60770000.0,60755000.0
Basic Average Shares,60689000.0,60559000.0,60480000.0,60480000.0,60451000.0
Diluted EPS,0.46,0.66,0.67,0.36,0.37
Basic EPS,0.46,0.67,0.67,0.37,0.37
Diluted NI Availto Com Stockholders,28046000.0,40362000.0,40821000.0,22082000.0,22243000.0
Net Income Common Stockholders,28046000.0,40362000.0,40821000.0,22082000.0,22243000.0
Net Income,28046000.0,40362000.0,40821000.0,22082000.0,22243000.0
Minority Interests,-153000.0,-672000.0,-1804000.0,-2219000.0,-1722000.0
Net Income Including Noncontrolling Interests,28199000.0,41034000.0,42625000.0,24301000.0,23965000.0
Net Income Continuous Operations,28199000.0,41034000.0,42625000.0,24301000.0,23965000.0
Earnings From Equity Interest Net Of Tax,773000.0,-367000.0,-862000.0,-1624000.0,1232000.0
Tax Provision,-5466000.0,-3795000.0,-11771000.0,-1193000.0,-3178000.0
Pretax Income,21960000.0,37606000.0,31716000.0,24732000.0,19555000.0
Other Income Expense,21144000.0,19337000.0,13293000.0,21428000.0,13204000.0
Other Non Operating Income Expenses,16327000.0,17793000.0,20086000.0,19782000.0,15872000.0
Special Income Charges,-251000.0,-516000.0,-2474000.0,-400000.0,-2336000.0
Impairment Of Capital Assets,251000.0,516000.0,2474000.0,400000.0,2336000.0
Gain On Sale Of Security,5068000.0,2060000.0,-4319000.0,2046000.0,-332000.0
Net Non Operating Interest Income Expense,-34753000.0,-33160000.0,-33136000.0,-32771000.0,-31112000.0
Interest Expense Non Operating,36682000.0,34473000.0,34525000.0,34822000.0,33716000.0
Interest Income Non Operating,1929000.0,1313000.0,1389000.0,2051000.0,2604000.0
Operating Income,35569000.0,51429000.0,51559000.0,36075000.0,37463000.0
Operating Expense,21326000.0,21498000.0,22002000.0,22787000.0,23923000.0
Other Operating Expenses,-4269000.0,-3125000.0,-3125000.0,-6250000.0,
Research And Development,1439000.0,2542000.0,1391000.0,1816000.0,1730000.0
Selling General And Administration,24156000.0,22081000.0,23736000.0,27221000.0,22193000.0
Selling And Marketing Expense,4370000.0,4172000.0,4153000.0,4248000.0,4167000.0
General And Administrative Expense,19786000.0,17909000.0,19583000.0,22973000.0,18026000.0
Other Gand A,19786000.0,17909000.0,19583000.0,22973000.0,18026000.0
Gross Profit,56895000.0,72927000.0,73561000.0,58862000.0,61386000.0
Cost Of Revenue,177123000.0,156835000.0,157180000.0,152922000.0,151577000.0
Total Revenue,234018000.0,229762000.0,230741000.0,211784000.0,212963000.0
Operating Revenue,234018000.0,229762000.0,230741000.0,211784000.0,212963000.0
