,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,458010.0,-231000.0,-415800.0,-4947.960282,-28529.441815,,
Tax Rate For Calcs,0.21,0.21,0.21,0.005623,0.006471,,
Normalized EBITDA,15390000.0,1336000.0,16344000.0,-971000.0,-18842000.0,,
Total Unusual Items,2181000.0,-1100000.0,-1980000.0,-880000.0,-4409000.0,,
Total Unusual Items Excluding Goodwill,2181000.0,-1100000.0,-1980000.0,-880000.0,-4409000.0,,
Net Income From Continuing Operation Net Minority Interest,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Reconciled Depreciation,6191000.0,5678000.0,5558000.0,5929000.0,5218000.0,,
Reconciled Cost Of Revenue,26287000.0,28639000.0,29435000.0,29045000.0,23037000.0,,
EBITDA,17571000.0,236000.0,14364000.0,-1851000.0,-23251000.0,,
EBIT,11380000.0,-5442000.0,8806000.0,-7780000.0,-28469000.0,,
Net Interest Income,-817000.0,-640000.0,-698000.0,-843000.0,-894000.0,,
Interest Expense,817000.0,640000.0,,,894000.0,597000.0,
Normalized Income,9086010.0,-5660000.0,7002200.0,-7436947.960282,-24792529.441815,,
Net Income From Continuing And Discontinued Operation,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Total Expenses,93732000.0,91666000.0,86834000.0,84654000.0,81093000.0,,
Total Operating Income As Reported,8960000.0,-4551000.0,8806000.0,-7780000.0,-10579000.0,,
Diluted Average Shares,29753933.0,28147948.0,,27095986.0,26617955.0,26062170.0,
Basic Average Shares,28579704.0,28147948.0,,27095986.0,26617955.0,26062170.0,
Diluted EPS,0.36,-0.23,,-0.31,-1.1,-0.78,
Basic EPS,0.38,-0.23,,-0.31,-1.1,-0.78,
Diluted NI Availto Com Stockholders,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Net Income Common Stockholders,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Net Income,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Net Income Including Noncontrolling Interests,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Net Income Continuous Operations,10809000.0,-6529000.0,5438000.0,-8312000.0,-29173000.0,,
Tax Provision,-246000.0,447000.0,-24000.0,-47000.0,-190000.0,,
Pretax Income,10563000.0,-6082000.0,5414000.0,-8359000.0,-29363000.0,,
Other Income Expense,2420000.0,-891000.0,-2694000.0,264000.0,-17890000.0,,
Other Non Operating Income Expenses,239000.0,209000.0,-714000.0,1144000.0,-13481000.0,,
Special Income Charges,,,0.0,0.0,0.0,0.0,0.0
Write Off,,,0.0,0.0,0.0,0.0,0.0
Gain On Sale Of Security,2181000.0,-1100000.0,-1980000.0,-880000.0,-4409000.0,,
Net Non Operating Interest Income Expense,-817000.0,-640000.0,-698000.0,-843000.0,-894000.0,,
Total Other Finance Cost,,,698000.0,843000.0,,,978000.0
Interest Expense Non Operating,817000.0,640000.0,,,894000.0,597000.0,
Operating Income,8960000.0,-4551000.0,8806000.0,-7780000.0,-10579000.0,,
Operating Expense,61942000.0,63027000.0,57399000.0,55609000.0,53531000.0,,
Other Operating Expenses,,,785000.0,774000.0,874000.0,974000.0,1964000.0
Depreciation Amortization Depletion Income Statement,688000.0,,,,693000.0,,
Depreciation And Amortization In Income Statement,688000.0,,,,693000.0,,
Research And Development,14870000.0,12577000.0,11588000.0,11665000.0,10691000.0,,
Selling General And Administration,46384000.0,50450000.0,45026000.0,43170000.0,42147000.0,,
Selling And Marketing Expense,19448000.0,18316000.0,17676000.0,17025000.0,16585000.0,,
General And Administrative Expense,26936000.0,32134000.0,27350000.0,26145000.0,25562000.0,,
Other Gand A,26936000.0,32134000.0,27350000.0,26145000.0,25562000.0,,
Gross Profit,70902000.0,58476000.0,66205000.0,47829000.0,42952000.0,,
Cost Of Revenue,31790000.0,28639000.0,29435000.0,29045000.0,27562000.0,,
Total Revenue,102692000.0,87115000.0,95640000.0,76874000.0,70514000.0,,
Operating Revenue,99823000.0,85759000.0,94196000.0,77418000.0,69439000.0,,
