,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.218992,0.227,0.245054,0.229,0.222,
Normalized EBITDA,63180000.0,61878000.0,58199000.0,58867000.0,57972000.0,
Net Income From Continuing Operation Net Minority Interest,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Reconciled Depreciation,11403000.0,11014000.0,10896000.0,10903000.0,12506000.0,
Reconciled Cost Of Revenue,162354000.0,162351000.0,153667000.0,154579000.0,151087000.0,
EBITDA,63180000.0,61878000.0,58199000.0,58867000.0,57972000.0,
EBIT,51777000.0,50864000.0,47303000.0,47964000.0,45466000.0,
Net Interest Income,-2766000.0,-2924000.0,-2819000.0,-4071000.0,-4240000.0,
Interest Expense,2766000.0,2924000.0,2819000.0,4071000.0,4240000.0,
Normalized Income,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Net Income From Continuing And Discontinued Operation,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Total Expenses,204025000.0,199504000.0,192560000.0,191948000.0,188284000.0,
Total Operating Income As Reported,51442000.0,51015000.0,47444000.0,47992000.0,45797000.0,
Diluted Average Shares,,32807000.0,32548000.0,32783000.0,32649000.0,32627000.0
Basic Average Shares,,32611544.0,32527244.0,32507716.0,32434858.0,32423400.0
Diluted EPS,,1.13,1.03,1.03,0.98,0.89
Basic EPS,,1.136193,1.032458,1.040891,0.98872,0.893984
Diluted NI Availto Com Stockholders,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Net Income Common Stockholders,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Net Income,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Net Income Including Noncontrolling Interests,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Net Income Continuous Operations,38278000.0,37053000.0,33583000.0,33837000.0,32069000.0,
Tax Provision,10733000.0,10887000.0,10901000.0,10056000.0,9157000.0,
Pretax Income,49011000.0,47940000.0,44484000.0,43893000.0,41226000.0,
Other Income Expense,335000.0,-151000.0,-141000.0,-28000.0,-331000.0,
Other Non Operating Income Expenses,335000.0,-151000.0,-141000.0,-28000.0,-331000.0,
Net Non Operating Interest Income Expense,-2766000.0,-2924000.0,-2819000.0,-4071000.0,-4240000.0,
Interest Expense Non Operating,2766000.0,2924000.0,2819000.0,4071000.0,4240000.0,
Operating Income,51442000.0,51015000.0,47444000.0,47992000.0,45797000.0,
Operating Expense,41671000.0,37153000.0,38893000.0,37369000.0,37197000.0,
Research And Development,4300000.0,4662000.0,4510000.0,4329000.0,3854000.0,
Selling General And Administration,37371000.0,32491000.0,34383000.0,33040000.0,33343000.0,
Selling And Marketing Expense,19300000.0,16926000.0,17118000.0,15557000.0,18014000.0,
General And Administrative Expense,18071000.0,15565000.0,17265000.0,17483000.0,15329000.0,
Other Gand A,18071000.0,15565000.0,17265000.0,17483000.0,15329000.0,
Gross Profit,93113000.0,88168000.0,86337000.0,85361000.0,82994000.0,
Cost Of Revenue,162354000.0,162351000.0,153667000.0,154579000.0,151087000.0,
Total Revenue,255467000.0,250519000.0,240004000.0,239940000.0,234081000.0,
Operating Revenue,255467000.0,250519000.0,240004000.0,239940000.0,234081000.0,
