,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31,2023-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.229281,0.175487,0.192982,0.087315,
Normalized EBITDA,3192000.0,5040000.0,4718000.0,-117000.0,1095000.0,
Net Income From Continuing Operation Net Minority Interest,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Reconciled Depreciation,48000.0,48000.0,42000.0,31000.0,44000.0,
Reconciled Cost Of Revenue,6937000.0,12468000.0,13010000.0,10936000.0,6257000.0,
EBITDA,3192000.0,5040000.0,4718000.0,-117000.0,1095000.0,
EBIT,3144000.0,4992000.0,4676000.0,-148000.0,1051000.0,
Net Interest Income,576000.0,281000.0,350000.0,262000.0,163000.0,
Interest Income,576000.0,281000.0,350000.0,262000.0,163000.0,
Normalized Income,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Net Income From Continuing And Discontinued Operation,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Total Expenses,8762000.0,14099000.0,14860000.0,12837000.0,7803000.0,
Total Operating Income As Reported,3144000.0,4992000.0,4676000.0,-148000.0,1051000.0,
Diluted Average Shares,5374000.0,5353000.0,,5346000.0,5339000.0,5325000.0
Basic Average Shares,5320000.0,5309000.0,,5303000.0,5301000.0,5292000.0
Diluted EPS,0.75,0.76,,0.02,0.21,0.25
Basic EPS,0.76,0.77,,0.02,0.21,0.25
Diluted NI Availto Com Stockholders,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Net Income Common Stockholders,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Net Income,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Net Income Including Noncontrolling Interests,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Net Income Continuous Operations,4042000.0,4064000.0,4144000.0,92000.0,1108000.0,
Tax Provision,-322000.0,1209000.0,882000.0,22000.0,106000.0,
Pretax Income,3720000.0,5273000.0,5026000.0,114000.0,1214000.0,
Net Non Operating Interest Income Expense,576000.0,281000.0,350000.0,262000.0,163000.0,
Interest Income Non Operating,576000.0,281000.0,350000.0,262000.0,163000.0,
Operating Income,3144000.0,4992000.0,4676000.0,-148000.0,1051000.0,
Operating Expense,1825000.0,1631000.0,1850000.0,1901000.0,1546000.0,
Selling General And Administration,1825000.0,1631000.0,1850000.0,1901000.0,1546000.0,
General And Administrative Expense,1825000.0,1631000.0,1850000.0,1901000.0,1546000.0,
Other Gand A,1825000.0,1631000.0,1850000.0,1901000.0,1546000.0,
Salaries And Wages,,,0.0,0.0,,
Gross Profit,4969000.0,6623000.0,6526000.0,1753000.0,2597000.0,
Cost Of Revenue,6937000.0,12468000.0,13010000.0,10936000.0,6257000.0,
Total Revenue,11906000.0,19091000.0,19536000.0,12689000.0,8854000.0,
Operating Revenue,11673000.0,18962000.0,19456000.0,12551000.0,8719000.0,
