,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,-50876.971609,-2940.0,-177870.0,
Tax Rate For Calcs,0.361999,0.21,0.198738,0.21,0.21,
Normalized EBITDA,10964000.0,15359000.0,15447000.0,15160000.0,2649000.0,
Total Unusual Items,0.0,0.0,-256000.0,-14000.0,-847000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,-256000.0,-14000.0,-847000.0,
Net Income From Continuing Operation Net Minority Interest,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Reconciled Depreciation,14006000.0,13756000.0,14671000.0,15115000.0,18600000.0,
Reconciled Cost Of Revenue,236880000.0,223179000.0,216044000.0,212291000.0,214525000.0,
EBITDA,10964000.0,15359000.0,15191000.0,15146000.0,1802000.0,
EBIT,-3042000.0,1603000.0,520000.0,31000.0,-16798000.0,
Net Interest Income,-2900000.0,-3073000.0,-9396000.0,-5413000.0,-5823000.0,
Interest Expense,2900000.0,3073000.0,9396000.0,5413000.0,5823000.0,
Normalized Income,-3791000.0,709000.0,-6906876.971609,-5945940.0,-22607870.0,
Net Income From Continuing And Discontinued Operation,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Total Expenses,348261000.0,331366000.0,324421000.0,312675000.0,328278000.0,
Total Operating Income As Reported,-2950000.0,1604000.0,1059000.0,47000.0,-15947000.0,
Diluted Average Shares,386733000.0,383272000.0,,380359000.0,379427000.0,376331000.0
Basic Average Shares,386733000.0,383272000.0,,380359000.0,379427000.0,376331000.0
Diluted EPS,-0.01,0.0,,-0.02,-0.06,-0.06
Basic EPS,-0.01,0.0,,-0.02,-0.06,-0.06
Diluted NI Availto Com Stockholders,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Net Income Common Stockholders,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Net Income,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Net Income Including Noncontrolling Interests,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Net Income Continuous Operations,-3791000.0,709000.0,-7112000.0,-5957000.0,-23277000.0,
Tax Provision,-2151000.0,-2179000.0,-1764000.0,575000.0,656000.0,
Pretax Income,-5942000.0,-1470000.0,-8876000.0,-5382000.0,-22621000.0,
Other Income Expense,-92000.0,-1000.0,-539000.0,-16000.0,-851000.0,
Other Non Operating Income Expenses,-92000.0,-1000.0,-283000.0,-2000.0,-4000.0,
Special Income Charges,0.0,0.0,-256000.0,-14000.0,-847000.0,
Restructuring And Mergern Acquisition,0.0,0.0,256000.0,14000.0,847000.0,
Net Non Operating Interest Income Expense,-2900000.0,-3073000.0,-9396000.0,-5413000.0,-5823000.0,
Interest Expense Non Operating,2900000.0,3073000.0,9396000.0,5413000.0,5823000.0,
Operating Income,-2950000.0,1604000.0,1059000.0,47000.0,-15947000.0,
Operating Expense,111381000.0,108187000.0,108377000.0,100384000.0,113753000.0,
Depreciation Amortization Depletion Income Statement,14006000.0,13756000.0,14671000.0,15115000.0,18600000.0,
Depreciation And Amortization In Income Statement,14006000.0,13756000.0,14671000.0,15115000.0,18600000.0,
Selling General And Administration,97375000.0,94431000.0,93706000.0,85269000.0,95153000.0,
General And Administrative Expense,97375000.0,94431000.0,93706000.0,85269000.0,95153000.0,
Other Gand A,97375000.0,94431000.0,93706000.0,85269000.0,95153000.0,
Gross Profit,108431000.0,109791000.0,109436000.0,100431000.0,97806000.0,
Cost Of Revenue,236880000.0,223179000.0,216044000.0,212291000.0,214525000.0,
Total Revenue,345311000.0,332970000.0,325480000.0,312722000.0,312331000.0,
Operating Revenue,345311000.0,332970000.0,325480000.0,312722000.0,312331000.0,
