,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,-18099.69,102566.73,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,-479267.0,-259995.0,-265478.0,-103169.0,-742357.0,
Total Unusual Items,,,,-86189.0,488413.0,
Total Unusual Items Excluding Goodwill,,,,-86189.0,488413.0,
Net Income From Continuing Operation Net Minority Interest,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
EBITDA,-479267.0,-259995.0,-265478.0,-189358.0,-253944.0,
EBIT,-479267.0,-259995.0,-265478.0,-189358.0,-253944.0,
Net Interest Income,4450892.0,3832014.0,4062370.0,4345792.0,3272323.0,
Interest Income,4450892.0,3832014.0,4062370.0,4345792.0,3272323.0,
Normalized Income,3971625.0,3572019.0,3796892.0,4138334.31,3121235.73,
Net Income From Continuing And Discontinued Operation,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Total Expenses,479267.0,259995.0,265478.0,189358.0,253944.0,
Total Operating Income As Reported,-479267.0,-259995.0,-265478.0,-189358.0,-253944.0,
Diluted NI Availto Com Stockholders,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Net Income Common Stockholders,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Net Income,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Net Income Including Noncontrolling Interests,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Net Income Continuous Operations,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Pretax Income,3971625.0,3572019.0,3796892.0,4070245.0,3507082.0,
Other Income Expense,,,,-86189.0,488703.0,
Other Non Operating Income Expenses,,,,0.0,290.0,
Gain On Sale Of Security,,,,-86189.0,488413.0,
Net Non Operating Interest Income Expense,4450892.0,3832014.0,4062370.0,4345792.0,3272323.0,
Interest Income Non Operating,4450892.0,3832014.0,4062370.0,4345792.0,3272323.0,
Operating Income,-479267.0,-259995.0,-265478.0,-189358.0,-253944.0,
Operating Expense,479267.0,259995.0,265478.0,189358.0,253944.0,
Other Operating Expenses,,,,,,7427.0
Selling General And Administration,479267.0,259995.0,265478.0,189358.0,253944.0,
General And Administrative Expense,479267.0,259995.0,265478.0,189358.0,253944.0,
Other Gand A,479267.0,259995.0,265478.0,189358.0,253944.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
