,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1787214.231152,327647.595,136280.938672,2980272.753,-1870182.894612,
Tax Rate For Calcs,0.171643,0.165,0.103415,0.157,0.150897,
Normalized EBITDA,163088012.0,139399544.0,121142355.0,129690685.0,151266157.0,
Total Unusual Items,-10412367.0,1985743.0,1317804.0,18982629.0,-12393771.0,
Total Unusual Items Excluding Goodwill,-10412367.0,1985743.0,1317804.0,18982629.0,-12393771.0,
Net Income From Continuing Operation Net Minority Interest,96039584.0,94874045.0,87667549.0,122549041.0,86040438.0,
Reconciled Depreciation,27371374.0,25509069.0,23827368.0,22945162.0,23988364.0,
Reconciled Cost Of Revenue,432567307.0,385039503.0,365411928.0,404462142.0,384362469.0,
EBITDA,152675645.0,141385287.0,122460159.0,148673314.0,138872386.0,
EBIT,125304271.0,115876218.0,98632791.0,125728152.0,114884022.0,
Normalized Income,104664736.768848,93215949.595,86486025.938672,106546684.753,96564026.105388,
Net Income From Continuing And Discontinued Operation,96039584.0,94874045.0,87667549.0,122549041.0,86040438.0,
Total Expenses,532553939.0,460896872.0,443004776.0,482797625.0,458041756.0,
Total Operating Income As Reported,118520135.0,112987106.0,89768087.0,125728152.0,114884022.0,
Diluted Average Shares,219631876.0,223561721.0,224788590.0,226241684.0,227808929.0,
Basic Average Shares,219631876.0,223522686.0,224788590.0,226002347.0,227377169.0,
Diluted EPS,0.43,0.42,0.39,0.53,0.37,
Basic EPS,0.43,0.42,0.39,0.54,0.37,
Diluted NI Availto Com Stockholders,94627353.0,93533448.0,86472136.0,120946234.0,84839279.0,
Average Dilution Earnings,0.0,163.0,411.0,1288.0,1578.0,
Net Income Common Stockholders,94627353.0,93533285.0,86471725.0,120944946.0,84837701.0,
Otherunder Preferred Stock Dividend,1412231.0,1340760.0,1195824.0,1604095.0,1202737.0,
Net Income,96039584.0,94874045.0,87667549.0,122549041.0,86040438.0,
Minority Interests,389134.0,,,,0.0,
Net Income Including Noncontrolling Interests,95650450.0,94874045.0,87667549.0,122549041.0,86040438.0,
Net Income Continuous Operations,95650450.0,94874045.0,87667549.0,122549041.0,86040438.0,
Tax Provision,19819689.0,18753537.0,10111877.0,22906309.0,15290541.0,
Pretax Income,115470139.0,113627582.0,97779426.0,145455350.0,101330979.0,
Other Income Expense,-9834132.0,-2248636.0,-853365.0,19727198.0,-13553043.0,
Other Non Operating Income Expenses,578235.0,-4234379.0,-2171169.0,744569.0,-1159272.0,
Special Income Charges,-6784136.0,-2889112.0,,,0.0,0.0
Restructuring And Mergern Acquisition,6784136.0,2889112.0,,,0.0,0.0
Gain On Sale Of Security,-3628231.0,4874855.0,10182508.0,18982629.0,-12393771.0,
Operating Income,125304271.0,115876218.0,98632791.0,125728152.0,114884022.0,
Operating Expense,99986632.0,75857369.0,77592848.0,78335483.0,73679287.0,
Research And Development,51471277.0,45924364.0,47063273.0,48225968.0,44003994.0,
Selling General And Administration,48515355.0,29933005.0,30529575.0,30109515.0,29675293.0,
Gross Profit,225290903.0,191733587.0,176225639.0,204063635.0,188563309.0,
Cost Of Revenue,432567307.0,385039503.0,365411928.0,404462142.0,384362469.0,
Total Revenue,657858210.0,576773090.0,541637567.0,608525777.0,572925778.0,
Operating Revenue,657858210.0,576773090.0,541637567.0,608525777.0,572925778.0,
