,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-1697.310618,-2451750.0,61740.0,,-31487.549854,37590.0
Tax Rate For Calcs,0.003322,0.21,0.21,,0.034602,0.21
Normalized EBITDA,-6185000.0,-4619000.0,-6785000.0,,-5752000.0,-4733000.0
Total Unusual Items,-511000.0,-11675000.0,294000.0,,-910000.0,179000.0
Total Unusual Items Excluding Goodwill,-511000.0,-11675000.0,294000.0,,-910000.0,179000.0
Net Income From Continuing Operation Net Minority Interest,-9286000.0,-19951000.0,-9794000.0,,-9068000.0,-7409000.0
Reconciled Depreciation,972000.0,977000.0,975000.0,,1010000.0,1025000.0
Reconciled Cost Of Revenue,5086000.0,4733000.0,5832000.0,,5431000.0,5855000.0
EBITDA,-6696000.0,-16294000.0,-6491000.0,,-6662000.0,-4554000.0
EBIT,-7668000.0,-17271000.0,-7466000.0,,-7672000.0,-5579000.0
Net Interest Income,-1665000.0,-2452000.0,-2286000.0,,-1605000.0,-1553000.0
Interest Expense,1665000.0,2452000.0,2286000.0,,1605000.0,1553000.0
Normalized Income,-8776697.310618,-10727750.0,-10026260.0,,-8189487.549854,-7550410.0
Net Income From Continuing And Discontinued Operation,-9286000.0,-19951000.0,-9794000.0,,-9068000.0,-7409000.0
Total Expenses,22164000.0,22178000.0,25239000.0,,24378000.0,25833000.0
Rent Expense Supplemental,651000.0,410000.0,1477000.0,679000.0,1183000.0,
Total Operating Income As Reported,-7157000.0,-5596000.0,-7760000.0,,-6762000.0,-5758000.0
Diluted Average Shares,7255000.0,6550000.0,5829000.0,,5527000.0,5471000.0
Basic Average Shares,7255000.0,6550000.0,5829000.0,,5527000.0,5471000.0
Diluted EPS,-1.28,-3.05,-1.68,,-1.64,-1.35
Basic EPS,-1.28,-3.05,-1.68,,-1.64,-1.35
Diluted NI Availto Com Stockholders,-9286000.0,-19951000.0,-9794000.0,,-9068000.0,-7409000.0
Net Income Common Stockholders,-9286000.0,-19951000.0,-9794000.0,,-9068000.0,-7409000.0
Net Income,-9286000.0,-19951000.0,-9794000.0,,-9068000.0,-7409000.0
Minority Interests,16000.0,-87000.0,-5000.0,,-112000.0,-88000.0
Net Income Including Noncontrolling Interests,-9302000.0,-19864000.0,-9789000.0,,-8956000.0,-7321000.0
Net Income Continuous Operations,-9302000.0,-19864000.0,-9789000.0,,-8956000.0,-7321000.0
Tax Provision,-31000.0,141000.0,37000.0,,-321000.0,189000.0
Pretax Income,-9333000.0,-19723000.0,-9752000.0,,-9277000.0,-7132000.0
Other Income Expense,-511000.0,-11675000.0,294000.0,,-910000.0,179000.0
Special Income Charges,-454000.0,-10901000.0,0.0,,-1000.0,1000.0
Gain On Sale Of Business,0.0,0.0,0.0,,-1000.0,1000.0
Other Special Charges,454000.0,10901000.0,,,,
Gain On Sale Of Security,-57000.0,-774000.0,294000.0,,-909000.0,178000.0
Net Non Operating Interest Income Expense,-1665000.0,-2452000.0,-2286000.0,,-1605000.0,-1553000.0
Interest Expense Non Operating,1665000.0,2452000.0,2286000.0,,1605000.0,1553000.0
Operating Income,-7157000.0,-5596000.0,-7760000.0,,-6762000.0,-5758000.0
Operating Expense,17078000.0,17445000.0,19407000.0,,18947000.0,19978000.0
Research And Development,1692000.0,1737000.0,1785000.0,,1925000.0,1965000.0
Selling General And Administration,15386000.0,15708000.0,17622000.0,,17022000.0,18013000.0
Selling And Marketing Expense,6654000.0,7048000.0,7374000.0,,6907000.0,8380000.0
General And Administrative Expense,8732000.0,8660000.0,10248000.0,,10115000.0,9633000.0
Other Gand A,8732000.0,8660000.0,10248000.0,,10115000.0,9633000.0
Gross Profit,9921000.0,11849000.0,11647000.0,,12185000.0,14220000.0
Cost Of Revenue,5086000.0,4733000.0,5832000.0,,5431000.0,5855000.0
Total Revenue,15007000.0,16582000.0,17479000.0,,17616000.0,20075000.0
Operating Revenue,15007000.0,16582000.0,17479000.0,,17616000.0,20075000.0
