,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,-145534072.152794,623364000.0,-221062000.0,71717364.069156,-575550000.0,,
Tax Rate For Calcs,0.213393,0.082,0.214,0.133801,0.15,,
Total Unusual Items,-682000000.0,7602000000.0,-1033000000.0,536000000.0,-3837000000.0,,
Total Unusual Items Excluding Goodwill,-682000000.0,7602000000.0,-1033000000.0,536000000.0,-3837000000.0,,
Net Income From Continuing Operation Net Minority Interest,3336000000.0,11129000000.0,2793000000.0,3635000000.0,-181000000.0,,
Reconciled Depreciation,528000000.0,534000000.0,532000000.0,544000000.0,492000000.0,,
Net Interest Income,8526000000.0,8125000000.0,7866000000.0,7940000000.0,7579000000.0,,
Interest Expense,13218000000.0,13457000000.0,15006000000.0,15834000000.0,16227000000.0,,
Interest Income,21744000000.0,21582000000.0,22872000000.0,23774000000.0,23806000000.0,,
Normalized Income,3872465927.847206,4150364000.0,3604938000.0,3170717364.069156,3080450000.0,,
Net Income From Continuing And Discontinued Operation,3336000000.0,11129000000.0,2793000000.0,3635000000.0,-181000000.0,,
Diluted Average Shares,1718900000.0,1741700000.0,1750700000.0,,1747800000.0,1764100000.0,
Basic Average Shares,1716700000.0,1740500000.0,1749900000.0,,1747800000.0,1762800000.0,
Diluted EPS,1.89,6.27,1.55,,-0.14,1.35,
Basic EPS,1.89,6.28,1.55,,-0.14,1.35,
Diluted NI Availto Com Stockholders,3248000000.0,10929000000.0,2707000000.0,3442000000.0,-250000000.0,,
Net Income Common Stockholders,3248000000.0,10929000000.0,2707000000.0,3442000000.0,-250000000.0,,
Preferred Stock Dividends,88000000.0,200000000.0,86000000.0,193000000.0,69000000.0,,
Net Income,3336000000.0,11129000000.0,2793000000.0,3635000000.0,-181000000.0,,
Net Income Including Noncontrolling Interests,3336000000.0,11129000000.0,2793000000.0,3635000000.0,-181000000.0,,
Net Income Continuous Operations,3336000000.0,11129000000.0,2793000000.0,3635000000.0,-181000000.0,,
Earnings From Equity Interest Net Of Tax,0.0,74000000.0,231000000.0,178000000.0,190000000.0,,
Tax Provision,905000000.0,985000000.0,698000000.0,534000000.0,794000000.0,,
Pretax Income,4241000000.0,12040000000.0,3260000000.0,3991000000.0,423000000.0,,
Special Income Charges,-682000000.0,7602000000.0,-1033000000.0,536000000.0,-3837000000.0,,
Gain On Sale Of Business,0.0,8975000000.0,,,0.0,0.0,
Other Special Charges,,,,-20000000.0,3566000000.0,992000000.0,411000000.0
Restructuring And Mergern Acquisition,682000000.0,1373000000.0,1033000000.0,487000000.0,271000000.0,,
Gain On Sale Of Security,1000000.0,-1000000.0,0.0,0.0,-1000000.0,,
Depreciation Amortization Depletion Income Statement,201000000.0,194000000.0,187000000.0,176000000.0,173000000.0,,
Depreciation And Amortization In Income Statement,201000000.0,194000000.0,187000000.0,176000000.0,173000000.0,,
Amortization,201000000.0,194000000.0,187000000.0,176000000.0,173000000.0,,
Amortization Of Intangibles Income Statement,201000000.0,194000000.0,187000000.0,176000000.0,173000000.0,,
Selling General And Administration,6450000000.0,6329000000.0,6498000000.0,6875000000.0,6124000000.0,,
Selling And Marketing Expense,391000000.0,427000000.0,341000000.0,431000000.0,366000000.0,,
General And Administrative Expense,6059000000.0,5902000000.0,6157000000.0,6444000000.0,5758000000.0,,
Insurance And Claims,1563000000.0,1417000000.0,1507000000.0,2364000000.0,1669000000.0,,
Salaries And Wages,4496000000.0,4485000000.0,4650000000.0,4080000000.0,4089000000.0,,
Total Revenue,15482000000.0,15004000000.0,14901000000.0,14743000000.0,14113000000.0,,
Operating Revenue,15482000000.0,15004000000.0,14901000000.0,14743000000.0,14113000000.0,,
Occupancy And Equipment,1193000000.0,1198000000.0,1201000000.0,1283000000.0,1135000000.0,,
Professional Expense And Contract Services Expense,1109000000.0,957000000.0,893000000.0,1079000000.0,765000000.0,,
Other Non Interest Expense,634000000.0,548000000.0,617000000.0,766000000.0,585000000.0,,
