,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,179231000.0,175222000.0,178052000.0,175896000.0,169003000.0,
Net Income From Continuing Operation Net Minority Interest,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Reconciled Depreciation,67709000.0,60377000.0,53777000.0,52196000.0,52050000.0,
Reconciled Cost Of Revenue,87807000.0,81713000.0,74712000.0,80882000.0,82082000.0,
EBITDA,179231000.0,175222000.0,178052000.0,175896000.0,169003000.0,
EBIT,111522000.0,114845000.0,124275000.0,123700000.0,116953000.0,
Net Interest Income,-30311000.0,-27321000.0,-23420000.0,-23736000.0,-23782000.0,
Interest Expense,29090000.0,26100000.0,22384000.0,22750000.0,22767000.0,
Normalized Income,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Net Income From Continuing And Discontinued Operation,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Total Expenses,170413000.0,158158000.0,143640000.0,147343000.0,148754000.0,
Diluted Average Shares,,229169000.0,,227149000.0,226618000.0,226575000.0
Basic Average Shares,,228663000.0,,226166000.0,225886000.0,225767000.0
Diluted EPS,,0.39,,0.44,0.41,0.42
Basic EPS,,0.39,,0.45,0.42,0.42
Diluted NI Availto Com Stockholders,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Net Income Common Stockholders,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Net Income,82960000.0,89197000.0,101892000.0,100797000.0,93964000.0,
Minority Interests,528000.0,452000.0,1000.0,-153000.0,-222000.0,
Net Income Including Noncontrolling Interests,82432000.0,88745000.0,101891000.0,100950000.0,94186000.0,
Net Income Continuous Operations,82432000.0,88745000.0,101891000.0,100950000.0,94186000.0,
Pretax Income,82432000.0,88745000.0,101891000.0,100950000.0,94186000.0,
Other Income Expense,853000.0,1188000.0,1225000.0,1139000.0,513000.0,
Other Non Operating Income Expenses,306000.0,809000.0,414000.0,721000.0,88000.0,
Earnings From Equity Interest,547000.0,379000.0,811000.0,418000.0,425000.0,
Net Non Operating Interest Income Expense,-30311000.0,-27321000.0,-23420000.0,-23736000.0,-23782000.0,
Total Other Finance Cost,1221000.0,1221000.0,1036000.0,986000.0,1015000.0,
Interest Expense Non Operating,29090000.0,26100000.0,22384000.0,22750000.0,22767000.0,
Operating Income,111890000.0,114878000.0,124086000.0,123547000.0,117455000.0,
Operating Expense,81385000.0,75224000.0,67892000.0,65475000.0,65657000.0,
Depreciation Amortization Depletion Income Statement,66488000.0,59156000.0,52741000.0,51210000.0,51035000.0,
Depreciation And Amortization In Income Statement,66488000.0,59156000.0,52741000.0,51210000.0,51035000.0,
Selling General And Administration,14897000.0,16068000.0,15151000.0,14265000.0,14622000.0,
General And Administrative Expense,14897000.0,16068000.0,15151000.0,14265000.0,14622000.0,
Other Gand A,14897000.0,16068000.0,15151000.0,14265000.0,14622000.0,
Gross Profit,193275000.0,190102000.0,191978000.0,189022000.0,183112000.0,
Cost Of Revenue,89028000.0,82934000.0,75748000.0,81868000.0,83097000.0,
Total Revenue,282303000.0,273036000.0,267726000.0,270890000.0,266209000.0,
Operating Revenue,282303000.0,273036000.0,267726000.0,270890000.0,266209000.0,
