,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.21,0.17,0.21,0.21,0.21,,
Normalized EBITDA,6374000.0,-22121000.0,5271000.0,-744000.0,-361000.0,,
Net Income From Continuing Operation Net Minority Interest,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Reconciled Depreciation,2658000.0,2144000.0,2573000.0,1997000.0,1916000.0,,
Reconciled Cost Of Revenue,13899000.0,18349000.0,14264000.0,14842000.0,15419000.0,,
EBITDA,6374000.0,-22121000.0,5271000.0,-744000.0,-361000.0,,
EBIT,3716000.0,-24265000.0,2698000.0,-2741000.0,-2277000.0,,
Net Interest Income,708000.0,-1155000.0,-1123000.0,-1085000.0,-1769000.0,,
Interest Expense,,1155000.0,1123000.0,1085000.0,,2943000.0,2874000.0
Normalized Income,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Net Income From Continuing And Discontinued Operation,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Total Expenses,64744000.0,72236000.0,59942000.0,56753000.0,57098000.0,,
Total Operating Income As Reported,3716000.0,-7724000.0,9870000.0,374000.0,-2277000.0,,
Diluted Average Shares,40120402.0,62447959.0,,62447959.0,62447959.0,62447959.0,
Basic Average Shares,40120402.0,62447959.0,,62447959.0,62447959.0,62447959.0,
Diluted EPS,-0.65,-0.05,,-0.062196,-0.148508,-0.251393,
Basic EPS,-0.65,-0.05,,-0.062196,-0.148508,-0.251393,
Diluted NI Availto Com Stockholders,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Net Income Common Stockholders,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Net Income,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Net Income Including Noncontrolling Interests,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Net Income Continuous Operations,-26228000.0,-21111000.0,-4020000.0,-3884000.0,-9274000.0,,
Tax Provision,1986000.0,-4309000.0,5595000.0,58000.0,122000.0,,
Pretax Income,-24242000.0,-25420000.0,1575000.0,-3826000.0,-9152000.0,,
Other Income Expense,-28666000.0,-16541000.0,-7172000.0,-3115000.0,-5106000.0,,
Other Non Operating Income Expenses,-28666000.0,-16541000.0,-7172000.0,-3115000.0,-5106000.0,,
Net Non Operating Interest Income Expense,708000.0,-1155000.0,-1123000.0,-1085000.0,-1769000.0,,
Total Other Finance Cost,-708000.0,,,,1769000.0,,
Interest Expense Non Operating,,1155000.0,1123000.0,1085000.0,,2943000.0,2874000.0
Operating Income,3716000.0,-7724000.0,9870000.0,374000.0,-2277000.0,,
Operating Expense,48845000.0,52401000.0,43762000.0,40572000.0,40420000.0,,
Depreciation Amortization Depletion Income Statement,658000.0,658000.0,657000.0,658000.0,657000.0,,
Depreciation And Amortization In Income Statement,658000.0,658000.0,657000.0,658000.0,657000.0,,
Amortization,658000.0,658000.0,657000.0,658000.0,657000.0,,
Amortization Of Intangibles Income Statement,658000.0,658000.0,657000.0,658000.0,657000.0,,
Research And Development,10732000.0,9608000.0,8901000.0,8158000.0,7797000.0,,
Selling General And Administration,37455000.0,42135000.0,34204000.0,31756000.0,31966000.0,,
Selling And Marketing Expense,24318000.0,21664000.0,20687000.0,19034000.0,19095000.0,,
General And Administrative Expense,13137000.0,20471000.0,13517000.0,12722000.0,12871000.0,,
Other Gand A,13137000.0,20471000.0,13517000.0,12722000.0,12871000.0,,
Gross Profit,52561000.0,44677000.0,53632000.0,40946000.0,38143000.0,,
Cost Of Revenue,15899000.0,19835000.0,16180000.0,16181000.0,16678000.0,,
Total Revenue,68460000.0,64512000.0,69812000.0,57127000.0,54821000.0,,
Operating Revenue,68460000.0,64512000.0,69812000.0,57127000.0,54821000.0,,
