,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31
Tax Effect Of Unusual Items,-298424.149651,-263537.6491,100449.793953,-336815.090898,2678.149606
Tax Rate For Calcs,0.263161,0.219432,0.262271,0.267739,0.267815
Total Unusual Items,-1134000.0,-1201000.0,383000.0,-1258000.0,10000.0
Total Unusual Items Excluding Goodwill,-1134000.0,-1201000.0,383000.0,-1258000.0,10000.0
Net Income From Continuing Operation Net Minority Interest,28498000.0,-93004000.0,54249000.0,36936000.0,-37190000.0
Reconciled Depreciation,9164000.0,8725000.0,8995000.0,9078000.0,9209000.0
Net Interest Income,7885000.0,9699000.0,10614000.0,8144000.0,5422000.0
Interest Expense,16843000.0,18528000.0,20734000.0,18440000.0,12823000.0
Interest Income,24728000.0,28227000.0,31348000.0,26584000.0,18245000.0
Normalized Income,29333575.850349,-92066537.6491,53966449.793953,37857184.909102,-37197321.850394
Net Income From Continuing And Discontinued Operation,28498000.0,-93004000.0,54249000.0,36936000.0,-37190000.0
Diluted Average Shares,62157000.0,61049000.0,61913000.0,61801000.0,60900000.0
Basic Average Shares,61109000.0,61049000.0,60956000.0,60962000.0,60900000.0
Diluted EPS,0.46,-1.52,0.88,0.6,-0.61
Basic EPS,0.47,-1.52,0.89,0.61,-0.61
Diluted NI Availto Com Stockholders,28498000.0,-93004000.0,54249000.0,36936000.0,-37190000.0
Net Income Common Stockholders,28498000.0,-93004000.0,54249000.0,36936000.0,-37190000.0
Net Income,28498000.0,-93004000.0,54249000.0,36936000.0,-37190000.0
Minority Interests,98000.0,117000.0,6000.0,0.0,5000.0
Net Income Including Noncontrolling Interests,28400000.0,-93121000.0,54243000.0,36936000.0,-37195000.0
Net Income Continuous Operations,28400000.0,-93121000.0,54243000.0,36936000.0,-37195000.0
Tax Provision,10143000.0,-26178000.0,19284000.0,13505000.0,-13605000.0
Pretax Income,38543000.0,-119299000.0,73527000.0,50441000.0,-50800000.0
Special Income Charges,-1134000.0,-1201000.0,383000.0,-1258000.0,10000.0
Restructuring And Mergern Acquisition,1134000.0,1201000.0,-383000.0,1258000.0,-10000.0
Gain On Sale Of Security,11776000.0,-27734000.0,4093000.0,16295000.0,-4635000.0
Depreciation Amortization Depletion Income Statement,3754000.0,3517000.0,3664000.0,3661000.0,3738000.0
Depreciation And Amortization In Income Statement,3754000.0,3517000.0,3664000.0,3661000.0,3738000.0
Selling General And Administration,153089000.0,141440000.0,150283000.0,153422000.0,120652000.0
Selling And Marketing Expense,7661000.0,4955000.0,3116000.0,4221000.0,5841000.0
General And Administrative Expense,145428000.0,136485000.0,147167000.0,149201000.0,114811000.0
Other Gand A,5361000.0,5284000.0,4530000.0,4298000.0,3691000.0
Salaries And Wages,140067000.0,131201000.0,142637000.0,144903000.0,111120000.0
Total Revenue,232302000.0,57862000.0,260286000.0,239927000.0,105787000.0
Operating Revenue,232302000.0,57862000.0,260286000.0,239927000.0,105787000.0
