,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-1124944.756554,-3078000.0,0.0,,
Tax Rate For Calcs,0.21,0.21,0.228184,0.171,0.21,,
Normalized EBITDA,-104000.0,-7815000.0,1384000.0,30045000.0,21501000.0,,
Total Unusual Items,0.0,0.0,-4930000.0,-18000000.0,0.0,,
Total Unusual Items Excluding Goodwill,0.0,0.0,-4930000.0,-18000000.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-2291000.0,-11024000.0,-8243000.0,-6481000.0,11766000.0,,
Reconciled Depreciation,2272000.0,2561000.0,2547000.0,2379000.0,2964000.0,,
Reconciled Cost Of Revenue,1216223000.0,878771000.0,1019328000.0,1143535000.0,1197668000.0,,
EBITDA,-104000.0,-7815000.0,-3546000.0,12045000.0,21501000.0,,
EBIT,-2376000.0,-10376000.0,-6093000.0,9666000.0,18537000.0,,
Normalized Income,-2291000.0,-11024000.0,-4437944.756554,8441000.0,11766000.0,,
Net Income From Continuing And Discontinued Operation,-2291000.0,-11024000.0,-9505000.0,-8506000.0,12383000.0,,
Total Expenses,1311253000.0,965282000.0,1104280000.0,1221521000.0,1276707000.0,,
Total Operating Income As Reported,-2376000.0,-10376000.0,-11023000.0,-8334000.0,18537000.0,,
Diluted Average Shares,,154738167.0,153259842.0,153259842.0,155984147.0,154740334.0,
Basic Average Shares,,154738167.0,153259842.0,153259842.0,153580879.0,154740334.0,
Diluted EPS,,-0.07,-0.06,-0.06,0.08,-0.1,
Basic EPS,,-0.07,-0.06,-0.06,0.08,-0.1,
Diluted NI Availto Com Stockholders,-2291000.0,-11024000.0,-9505000.0,-8506000.0,12383000.0,,
Net Income Common Stockholders,-2291000.0,-11024000.0,-9505000.0,-8506000.0,12383000.0,,
Net Income,-2291000.0,-11024000.0,-9505000.0,-8506000.0,12383000.0,,
Minority Interests,,,,,,,0.0
Net Income Including Noncontrolling Interests,-2291000.0,-11024000.0,-9505000.0,-8506000.0,12383000.0,,
Net Income Discontinuous Operations,0.0,0.0,-1262000.0,-2025000.0,617000.0,,
Net Income Continuous Operations,-2291000.0,-11024000.0,-8243000.0,-6481000.0,11766000.0,,
Tax Provision,468000.0,1671000.0,-2437000.0,-1333000.0,8146000.0,,
Pretax Income,-1823000.0,-9353000.0,-10680000.0,-7814000.0,19912000.0,,
Other Income Expense,553000.0,1023000.0,-4587000.0,-17480000.0,1375000.0,,
Other Non Operating Income Expenses,760000.0,943000.0,707000.0,801000.0,1749000.0,,
Special Income Charges,0.0,0.0,-4930000.0,-18000000.0,0.0,,
Other Special Charges,,,0.0,18000000.0,,16000000.0,
Earnings From Equity Interest,-207000.0,80000.0,-364000.0,-281000.0,-374000.0,,
Operating Income,-2376000.0,-10376000.0,-6093000.0,9666000.0,18537000.0,,
Operating Expense,95030000.0,86511000.0,84952000.0,77986000.0,79039000.0,,
Research And Development,18093000.0,16805000.0,14769000.0,13804000.0,14848000.0,,
Selling General And Administration,76937000.0,69706000.0,70183000.0,64182000.0,64191000.0,,
Selling And Marketing Expense,2861000.0,2835000.0,2946000.0,2792000.0,3031000.0,,
General And Administrative Expense,74076000.0,66871000.0,67237000.0,61390000.0,61160000.0,,
Other Gand A,74076000.0,66871000.0,67237000.0,61390000.0,61160000.0,,
Gross Profit,92654000.0,76135000.0,78859000.0,87652000.0,97576000.0,,
Cost Of Revenue,1216223000.0,878771000.0,1019328000.0,1143535000.0,1197668000.0,,
Total Revenue,1308877000.0,954906000.0,1098187000.0,1231187000.0,1295244000.0,,
Operating Revenue,1308877000.0,954906000.0,1098187000.0,1231187000.0,1295244000.0,,
