,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,292.211242,-142.812731,-1267.148014,
Tax Rate For Calcs,0.0,0.0,0.005844,3.9e-05,0.008123,
Normalized EBITDA,-6213000.0,-8041000.0,-8689000.0,-18343000.0,-9111000.0,
Total Unusual Items,-1672000.0,-156000.0,50000.0,-3675000.0,-156000.0,
Total Unusual Items Excluding Goodwill,-1672000.0,-156000.0,50000.0,-3675000.0,-156000.0,
Net Income From Continuing Operation Net Minority Interest,-9615000.0,-11273000.0,-9356000.0,-25732000.0,-9891000.0,
Reconciled Depreciation,42000.0,400000.0,718000.0,116000.0,503000.0,
Reconciled Cost Of Revenue,295000.0,155000.0,302000.0,12442000.0,421000.0,
EBITDA,-7885000.0,-8197000.0,-8639000.0,-22018000.0,-9267000.0,
EBIT,-7927000.0,-8597000.0,-9357000.0,-22134000.0,-9770000.0,
Net Interest Income,-14000.0,-54000.0,-232000.0,-44000.0,-72000.0,
Normalized Income,-7943000.0,-11117000.0,-9405707.788758,-22057142.812731,-9736267.148014,
Net Income From Continuing And Discontinued Operation,-18522000.0,-11273000.0,-9356000.0,-25732000.0,-11846000.0,
Total Expenses,8055000.0,9402000.0,12808000.0,23640000.0,9882000.0,
Total Operating Income As Reported,-7927000.0,-8633000.0,-4305000.0,-25700000.0,-9631000.0,
Diluted Average Shares,2636508.0,2634179.0,2579758.0,,2012382.0,1780574.0
Basic Average Shares,2636508.0,2634179.0,2579758.0,,2012382.0,1780574.0
Diluted EPS,-7.03,-4.28,-3.62724,,-5.89,-12.26
Basic EPS,-7.03,-4.28,-3.62724,,-5.89,-12.26
Diluted NI Availto Com Stockholders,-18522000.0,-11273000.0,-9356000.0,-25732000.0,-11846000.0,
Net Income Common Stockholders,-18522000.0,-11273000.0,-9356000.0,-25732000.0,-11846000.0,
Net Income,-18522000.0,-11273000.0,-9356000.0,-25732000.0,-11846000.0,
Net Income Including Noncontrolling Interests,-18522000.0,-11273000.0,-9356000.0,-25732000.0,-11846000.0,
Net Income Discontinuous Operations,-8907000.0,,,,-1955000.0,
Net Income Continuous Operations,-9615000.0,-11273000.0,-9356000.0,-25732000.0,-9891000.0,
Tax Provision,0.0,0.0,-55000.0,-1000.0,-81000.0,
Pretax Income,-9615000.0,-11273000.0,-9411000.0,-25733000.0,-9972000.0,
Other Income Expense,-1674000.0,-2622000.0,178000.0,-3555000.0,-130000.0,
Other Non Operating Income Expenses,-2000.0,-2466000.0,128000.0,120000.0,26000.0,
Special Income Charges,0.0,0.0,,-3705000.0,0.0,-9890000.0
Gain On Sale Of Ppe,0.0,,,,0.0,
Write Off,,0.0,,,0.0,127000.0
Impairment Of Capital Assets,0.0,0.0,,3705000.0,0.0,9763000.0
Gain On Sale Of Security,-1672000.0,-156000.0,50000.0,30000.0,-156000.0,
Net Non Operating Interest Income Expense,-14000.0,-54000.0,-232000.0,-44000.0,-72000.0,
Total Other Finance Cost,14000.0,54000.0,232000.0,44000.0,72000.0,
Operating Income,-7927000.0,-8597000.0,-9357000.0,-22134000.0,-9770000.0,
Operating Expense,7719000.0,9247000.0,11789000.0,11198000.0,9075000.0,
Other Operating Expenses,-137000.0,-713000.0,3470000.0,-814000.0,-242000.0,
Provision For Doubtful Accounts,4309000.0,,,1207000.0,3000.0,
Depreciation Amortization Depletion Income Statement,1000.0,1000.0,1000.0,116000.0,117000.0,
Depreciation And Amortization In Income Statement,1000.0,1000.0,1000.0,116000.0,117000.0,
Amortization,1000.0,1000.0,1000.0,116000.0,117000.0,
Amortization Of Intangibles Income Statement,1000.0,1000.0,1000.0,116000.0,117000.0,
Research And Development,411000.0,3587000.0,1415000.0,3957000.0,1197000.0,
Selling General And Administration,3135000.0,6372000.0,6903000.0,6732000.0,8000000.0,
Gross Profit,-208000.0,650000.0,2432000.0,-10936000.0,-695000.0,
Cost Of Revenue,336000.0,155000.0,1019000.0,12442000.0,807000.0,
Total Revenue,128000.0,805000.0,3451000.0,1506000.0,112000.0,
Operating Revenue,128000.0,805000.0,3451000.0,1506000.0,112000.0,
