,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-7953488.372093,-7514100.0,63000.0,-1071000.0,-567000.0,
Tax Rate For Calcs,0.27907,0.297,0.21,0.21,0.21,
Normalized EBITDA,98700000.0,73300000.0,79100000.0,83800000.0,116800000.0,
Total Unusual Items,-28500000.0,-25300000.0,300000.0,-5100000.0,-2700000.0,
Total Unusual Items Excluding Goodwill,-28500000.0,-25300000.0,300000.0,-5100000.0,-2700000.0,
Net Income From Continuing Operation Net Minority Interest,12200000.0,-8300000.0,5600000.0,-22400000.0,14900000.0,
Reconciled Depreciation,31200000.0,33900000.0,38200000.0,30600000.0,30200000.0,
Reconciled Cost Of Revenue,681200000.0,638700000.0,757300000.0,690500000.0,696500000.0,
EBITDA,70200000.0,48000000.0,79400000.0,78700000.0,114100000.0,
EBIT,39000000.0,14100000.0,41200000.0,48100000.0,83900000.0,
Net Interest Income,-19300000.0,-20000000.0,-32500000.0,-35500000.0,-35600000.0,
Interest Expense,21800000.0,21500000.0,34700000.0,38400000.0,38600000.0,
Interest Income,2500000.0,1500000.0,2200000.0,2900000.0,3000000.0,
Normalized Income,32746511.627907,9485900.0,5363000.0,-18371000.0,17033000.0,
Net Income From Continuing And Discontinued Operation,12200000.0,-8300000.0,5600000.0,-22400000.0,14900000.0,
Total Expenses,852700000.0,804700000.0,946400000.0,878500000.0,858700000.0,
Total Operating Income As Reported,56200000.0,29600000.0,41200000.0,46400000.0,70700000.0,
Diluted Average Shares,37500000.0,37600000.0,37600000.0,37600000.0,37700000.0,
Basic Average Shares,37200000.0,37600000.0,37600000.0,37600000.0,37600000.0,
Diluted EPS,0.33,-0.22,0.15,-0.6,0.4,
Basic EPS,0.33,-0.22,0.15,-0.6,0.4,
Diluted NI Availto Com Stockholders,12200000.0,-8300000.0,5600000.0,-22400000.0,14900000.0,
Net Income Common Stockholders,12200000.0,-8300000.0,5600000.0,-22400000.0,14900000.0,
Net Income,12200000.0,-8300000.0,5600000.0,-22400000.0,14900000.0,
Minority Interests,-500000.0,-800000.0,-800000.0,-700000.0,100000.0,
Net Income Including Noncontrolling Interests,12700000.0,-7500000.0,6400000.0,-21700000.0,14800000.0,
Net Income Continuous Operations,12700000.0,-7500000.0,6400000.0,-21700000.0,14800000.0,
Earnings From Equity Interest Net Of Tax,300000.0,-2300000.0,5400000.0,-1500000.0,1500000.0,
Tax Provision,4800000.0,-2200000.0,5500000.0,29900000.0,32000000.0,
Pretax Income,17200000.0,-7400000.0,6500000.0,9700000.0,45300000.0,
Other Income Expense,-26000000.0,-23800000.0,-3500000.0,-3400000.0,-100000.0,
Other Non Operating Income Expenses,2500000.0,1500000.0,-3800000.0,1700000.0,2600000.0,
Special Income Charges,-6300000.0,-6800000.0,-8400000.0,-2200000.0,-10300000.0,
Gain On Sale Of Ppe,,,,-600000.0,1800000.0,1000000.0
Write Off,,,-900000.0,1600000.0,,
Impairment Of Capital Assets,,,,,0.0,0.0
Restructuring And Mergern Acquisition,6300000.0,6800000.0,0.0,0.0,10300000.0,
Gain On Sale Of Security,-22200000.0,-18500000.0,8700000.0,-2900000.0,7600000.0,
Net Non Operating Interest Income Expense,-19300000.0,-20000000.0,-32500000.0,-35500000.0,-35600000.0,
Interest Expense Non Operating,21800000.0,21500000.0,34700000.0,38400000.0,38600000.0,
Interest Income Non Operating,2500000.0,1500000.0,2200000.0,2900000.0,3000000.0,
Operating Income,62500000.0,36400000.0,42500000.0,48600000.0,81000000.0,
Operating Expense,171500000.0,166000000.0,189100000.0,188000000.0,162200000.0,
Other Operating Expenses,1200000.0,-1700000.0,,,-1800000.0,-1000000.0
Research And Development,22400000.0,22700000.0,23900000.0,23400000.0,22100000.0,
Selling General And Administration,147900000.0,145000000.0,165200000.0,164600000.0,141900000.0,
Gross Profit,234000000.0,202400000.0,231600000.0,236600000.0,243200000.0,
Cost Of Revenue,681200000.0,638700000.0,757300000.0,690500000.0,696500000.0,
Total Revenue,915200000.0,841100000.0,988900000.0,927100000.0,939700000.0,
Operating Revenue,915200000.0,841100000.0,988900000.0,927100000.0,939700000.0,
