,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.040569,0.248,0.030766,0.169579,0.0,
Normalized EBITDA,127813000.0,46722000.0,-463589000.0,28382000.0,-59761000.0,
Net Income From Continuing Operation Net Minority Interest,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Reconciled Cost Of Revenue,21960000.0,12104000.0,-62795000.0,27389000.0,0.0,
EBITDA,127813000.0,46722000.0,-463589000.0,28382000.0,-59761000.0,
EBIT,127813000.0,46722000.0,-463589000.0,28382000.0,-59761000.0,
Net Interest Income,-8467000.0,-1448000.0,,,0.0,0.0
Interest Expense,10285000.0,2536000.0,,,0.0,0.0
Interest Income,1818000.0,1088000.0,,,0.0,0.0
Normalized Income,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Net Income From Continuing And Discontinued Operation,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Total Expenses,22141000.0,37064000.0,115526000.0,95289000.0,59761000.0,
Total Operating Income As Reported,126861000.0,45634000.0,,,-59761000.0,-56987000.0
Diluted Average Shares,,166003497.0,,,,135000000.0
Basic Average Shares,,166003497.0,,,,135000000.0
Diluted EPS,,0.39,,,,-0.422126
Basic EPS,,0.39,,,,-0.422126
Diluted NI Availto Com Stockholders,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Net Income Common Stockholders,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Otherunder Preferred Stock Dividend,0.0,,,,0.0,
Net Income,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Net Income Including Noncontrolling Interests,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Net Income Continuous Operations,112760000.0,39806000.0,-449326000.0,23569000.0,-59761000.0,
Tax Provision,4768000.0,4380000.0,-14263000.0,4813000.0,0.0,
Pretax Income,117528000.0,44186000.0,-463589000.0,28382000.0,-59761000.0,
Other Income Expense,-866000.0,,,,,
Other Non Operating Income Expenses,-866000.0,,,,,
Net Non Operating Interest Income Expense,-8467000.0,-1448000.0,,,0.0,0.0
Interest Expense Non Operating,10285000.0,2536000.0,,,0.0,0.0
Interest Income Non Operating,1818000.0,1088000.0,,,0.0,0.0
Operating Income,126861000.0,45634000.0,-463589000.0,28382000.0,-59761000.0,
Operating Expense,181000.0,24960000.0,178321000.0,67900000.0,59761000.0,
Selling General And Administration,181000.0,24960000.0,246221000.0,0.0,59761000.0,
General And Administrative Expense,181000.0,24960000.0,,,59761000.0,56987000.0
Other Gand A,,24960000.0,,,59761000.0,56987000.0
Salaries And Wages,181000.0,24960000.0,246221000.0,0.0,0.0,
Gross Profit,127042000.0,70594000.0,-285268000.0,96282000.0,0.0,
Cost Of Revenue,21960000.0,12104000.0,-62795000.0,27389000.0,0.0,
Total Revenue,149002000.0,82698000.0,-348063000.0,123671000.0,0.0,
Operating Revenue,149002000.0,82698000.0,-348063000.0,123671000.0,0.0,
