,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,1235.354223,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.010559,0.0,,
Normalized EBITDA,-14296000.0,-12428000.0,-13243000.0,-11861000.0,-14144000.0,,
Total Unusual Items,-11000.0,11000.0,-337000.0,117000.0,67000.0,,
Total Unusual Items Excluding Goodwill,-11000.0,11000.0,-337000.0,117000.0,67000.0,,
Net Income From Continuing Operation Net Minority Interest,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
EBITDA,-14307000.0,-12417000.0,-13580000.0,-11744000.0,-14077000.0,,
EBIT,-14307000.0,-12417000.0,-13580000.0,-11744000.0,-14077000.0,,
Net Interest Income,1075000.0,1210000.0,1394000.0,1759000.0,1796000.0,,
Interest Expense,,,,0.0,0.0,0.0,
Interest Income,1075000.0,1210000.0,1394000.0,1759000.0,1796000.0,,
Normalized Income,-13232000.0,-11207000.0,-11774000.0,-11735764.645777,-12281000.0,,
Net Income From Continuing And Discontinued Operation,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Total Expenses,14307000.0,12417000.0,13580000.0,15852000.0,14077000.0,,
Total Operating Income As Reported,-14459000.0,-12513000.0,-13592000.0,-14336000.0,-14603000.0,,
Diluted Average Shares,85380587.0,85073769.0,84805974.0,,84535328.0,82464226.0,
Basic Average Shares,85380587.0,85073769.0,84805974.0,,84535328.0,82464226.0,
Diluted EPS,-0.16,-0.13,-0.14,,-0.14,-0.13,
Basic EPS,-0.16,-0.13,-0.14,,-0.14,-0.13,
Diluted NI Availto Com Stockholders,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Net Income Common Stockholders,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Net Income,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Net Income Including Noncontrolling Interests,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Net Income Continuous Operations,-13243000.0,-11196000.0,-12111000.0,-11620000.0,-12214000.0,,
Tax Provision,,,,-124000.0,-67000.0,105000.0,85000.0
Pretax Income,-13243000.0,-11196000.0,-12111000.0,-11744000.0,-12214000.0,,
Other Income Expense,-11000.0,11000.0,75000.0,2349000.0,67000.0,,
Other Non Operating Income Expenses,,,412000.0,2232000.0,585000.0,,592000.0
Gain On Sale Of Security,-11000.0,11000.0,-337000.0,117000.0,67000.0,,
Net Non Operating Interest Income Expense,1075000.0,1210000.0,1394000.0,1759000.0,1796000.0,,
Interest Expense Non Operating,,,,0.0,0.0,0.0,
Interest Income Non Operating,1075000.0,1210000.0,1394000.0,1759000.0,1796000.0,,
Operating Income,-14307000.0,-12417000.0,-13580000.0,-15852000.0,-14077000.0,,
Operating Expense,14307000.0,12417000.0,13580000.0,15852000.0,14077000.0,,
Other Operating Expenses,-152000.0,-96000.0,-12000.0,1516000.0,-526000.0,,
Research And Development,9959000.0,9892000.0,10446000.0,11555000.0,11811000.0,,
Selling General And Administration,4500000.0,2621000.0,3146000.0,2781000.0,2792000.0,,
General And Administrative Expense,4500000.0,2621000.0,3146000.0,2781000.0,2792000.0,,
Other Gand A,4500000.0,2621000.0,3146000.0,2781000.0,2792000.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
