,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.0,
Normalized EBITDA,-28327000.0,-28744000.0,-27516000.0,-22919000.0,-22449000.0,
Net Income From Continuing Operation Net Minority Interest,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Reconciled Depreciation,286000.0,291000.0,291000.0,313000.0,313000.0,
EBITDA,-28327000.0,-28744000.0,-27516000.0,-22919000.0,-22449000.0,
EBIT,-28613000.0,-29035000.0,-27807000.0,-23232000.0,-22762000.0,
Net Interest Income,1678000.0,1594000.0,2034000.0,2258000.0,2451000.0,
Interest Income,1678000.0,1594000.0,2034000.0,2258000.0,2451000.0,
Normalized Income,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Net Income From Continuing And Discontinued Operation,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Total Expenses,28613000.0,29035000.0,27807000.0,23232000.0,22762000.0,
Total Operating Income As Reported,-28613000.0,-29035000.0,-27807000.0,-23232000.0,-22762000.0,
Diluted Average Shares,58015718.0,50126148.0,,49663532.0,49548120.0,49451943.0
Basic Average Shares,58015718.0,50126148.0,,49663532.0,49548120.0,49451943.0
Diluted EPS,-0.47,-0.55,,-0.42,-0.41,-0.4
Basic EPS,-0.47,-0.55,,-0.42,-0.41,-0.4
Diluted NI Availto Com Stockholders,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Net Income Common Stockholders,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Net Income,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Net Income Including Noncontrolling Interests,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Net Income Continuous Operations,-27019000.0,-27483000.0,-25834000.0,-21042000.0,-20337000.0,
Tax Provision,48000.0,18000.0,24000.0,43000.0,0.0,
Pretax Income,-26971000.0,-27465000.0,-25810000.0,-20999000.0,-20337000.0,
Other Income Expense,-36000.0,-24000.0,-37000.0,-25000.0,-26000.0,
Other Non Operating Income Expenses,-36000.0,-24000.0,-37000.0,-25000.0,-26000.0,
Net Non Operating Interest Income Expense,1678000.0,1594000.0,2034000.0,2258000.0,2451000.0,
Interest Income Non Operating,1678000.0,1594000.0,2034000.0,2258000.0,2451000.0,
Operating Income,-28613000.0,-29035000.0,-27807000.0,-23232000.0,-22762000.0,
Operating Expense,28613000.0,29035000.0,27807000.0,23232000.0,22762000.0,
Research And Development,22882000.0,23343000.0,22334000.0,17036000.0,16879000.0,
Selling General And Administration,5731000.0,5692000.0,5473000.0,6196000.0,5883000.0,
General And Administrative Expense,5731000.0,5692000.0,5473000.0,6196000.0,5883000.0,
Other Gand A,5731000.0,5692000.0,5473000.0,6196000.0,5883000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
