,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-411000.0,-10602.343503,-489900.0,-596850.0,-182550.0,,
Tax Rate For Calcs,0.15,0.001478,0.15,0.15,0.15,,
Normalized EBITDA,-4364000.0,-5789000.0,-4273000.0,-1649000.0,7602000.0,,
Total Unusual Items,-2740000.0,-7174000.0,-3266000.0,-3979000.0,-1217000.0,,
Total Unusual Items Excluding Goodwill,-2740000.0,-7174000.0,-3266000.0,-3979000.0,-1217000.0,,
Net Income From Continuing Operation Net Minority Interest,-15103000.0,-18918000.0,-11572000.0,-14056000.0,-4863000.0,,
Reconciled Depreciation,6497000.0,5509000.0,5473000.0,5914000.0,7180000.0,,
Reconciled Cost Of Revenue,29976000.0,26648000.0,29606000.0,24871000.0,28742000.0,,
EBITDA,-7104000.0,-12963000.0,-7539000.0,-5628000.0,6385000.0,,
EBIT,-13601000.0,-18472000.0,-13012000.0,-11542000.0,-795000.0,,
Net Interest Income,-1381000.0,-474000.0,655000.0,-4419000.0,-2922000.0,,
Interest Expense,1381000.0,474000.0,-655000.0,4419000.0,2922000.0,,
Normalized Income,-12774000.0,-11754602.343503,-8795900.0,-10673850.0,-3828550.0,,
Net Income From Continuing And Discontinued Operation,-15103000.0,-18918000.0,-11572000.0,-14056000.0,-4863000.0,,
Total Expenses,37632000.0,34720000.0,37655000.0,28365000.0,32534000.0,,
Diluted Average Shares,658159864.0,619978185.0,,262633669.0,252620572.0,221915654.0,
Basic Average Shares,658159864.0,619978185.0,,262633669.0,252620572.0,221915654.0,
Diluted EPS,-0.02,-0.03,,-0.05,-0.02,-0.07,
Basic EPS,-0.02,-0.03,,-0.05,-0.02,-0.07,
Diluted NI Availto Com Stockholders,-15103000.0,-18918000.0,-11572000.0,-14056000.0,-4863000.0,,
Net Income Common Stockholders,-15103000.0,-18918000.0,-11572000.0,-14056000.0,-4863000.0,,
Net Income,-15103000.0,-18918000.0,-11572000.0,-14056000.0,-4863000.0,,
Minority Interests,0.0,0.0,995000.0,2103000.0,-860000.0,,
Net Income Including Noncontrolling Interests,-15103000.0,-18918000.0,-12567000.0,-16159000.0,-4003000.0,,
Net Income Continuous Operations,-15103000.0,-18918000.0,-12567000.0,-16159000.0,-4003000.0,,
Tax Provision,121000.0,-28000.0,210000.0,198000.0,286000.0,,
Pretax Income,-14982000.0,-18946000.0,-12357000.0,-15961000.0,-3717000.0,,
Other Income Expense,-2896000.0,-7299000.0,-3412000.0,-4195000.0,-1474000.0,,
Other Non Operating Income Expenses,-156000.0,-125000.0,-146000.0,-216000.0,-257000.0,,
Special Income Charges,0.0,966000.0,18000.0,0.0,0.0,,
Gain On Sale Of Ppe,0.0,966000.0,18000.0,0.0,0.0,,
Impairment Of Capital Assets,,,,,,,6000000.0
Gain On Sale Of Security,-2740000.0,-8140000.0,-3284000.0,-3979000.0,-1217000.0,,
Net Non Operating Interest Income Expense,-1381000.0,-474000.0,655000.0,-4419000.0,-2922000.0,,
Interest Expense Non Operating,1381000.0,474000.0,-655000.0,4419000.0,2922000.0,,
Operating Income,-10705000.0,-11173000.0,-9600000.0,-7347000.0,679000.0,,
Operating Expense,7656000.0,8072000.0,8049000.0,3494000.0,3792000.0,,
Other Operating Expenses,1072000.0,1440000.0,3270000.0,1089000.0,1059000.0,,
Selling General And Administration,6091000.0,6497000.0,3859000.0,1671000.0,1708000.0,,
General And Administrative Expense,6091000.0,6497000.0,3859000.0,1671000.0,1708000.0,,
Other Gand A,2100000.0,1792000.0,995000.0,860000.0,848000.0,,
Salaries And Wages,3991000.0,4705000.0,2864000.0,811000.0,860000.0,,
Gross Profit,-3049000.0,-3101000.0,-1551000.0,-3853000.0,4471000.0,,
Cost Of Revenue,29976000.0,26648000.0,29606000.0,24871000.0,28742000.0,,
Total Revenue,26927000.0,23547000.0,28055000.0,21018000.0,33213000.0,,
Operating Revenue,28674000.0,29172000.0,28948000.0,27502000.0,40476000.0,,
