,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,0.0,-365848.0,-164160.0,0.0,0.0,
Tax Rate For Calcs,0.267512,0.278,0.285,0.258,0.236306,
Normalized EBITDA,114789000.0,109401000.0,113131000.0,110133000.0,110491000.0,
Total Unusual Items,0.0,-1316000.0,-576000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,-1316000.0,-576000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,64244000.0,58414000.0,60800000.0,62604000.0,65189000.0,
Reconciled Depreciation,20531000.0,20490000.0,19688000.0,19578000.0,19891000.0,
Reconciled Cost Of Revenue,82606000.0,85856000.0,72252000.0,75359000.0,77622000.0,
EBITDA,114789000.0,108085000.0,112555000.0,110133000.0,110491000.0,
EBIT,94258000.0,87595000.0,92867000.0,90555000.0,90600000.0,
Net Interest Income,-5331000.0,-5461000.0,-5626000.0,-3945000.0,-4686000.0,
Interest Expense,5331000.0,5461000.0,5626000.0,3945000.0,4686000.0,
Normalized Income,64244000.0,59364152.0,61211840.0,62604000.0,65189000.0,
Net Income From Continuing And Discontinued Operation,64244000.0,58414000.0,60800000.0,62604000.0,65189000.0,
Total Expenses,615263000.0,596990000.0,593908000.0,606711000.0,616445000.0,
Total Operating Income As Reported,104564000.0,78232000.0,87476000.0,76050000.0,83478000.0,
Diluted Average Shares,,52364000.0,52750000.0,52745000.0,51487000.0,51343000.0
Basic Average Shares,,51606000.0,51957000.0,51950000.0,50764000.0,51126000.0
Diluted EPS,,1.1,1.14,1.17,1.24,1.13
Basic EPS,,1.12,1.16,1.19,1.26,1.14
Diluted NI Availto Com Stockholders,63518000.0,57700000.0,60042000.0,61608000.0,64062000.0,
Average Dilution Earnings,12000.0,7000.0,8000.0,10000.0,11000.0,
Net Income Common Stockholders,63506000.0,57693000.0,60034000.0,61598000.0,64051000.0,
Otherunder Preferred Stock Dividend,738000.0,721000.0,766000.0,1006000.0,1138000.0,
Net Income,64244000.0,58414000.0,60800000.0,62604000.0,65189000.0,
Minority Interests,-894000.0,-925000.0,-1543000.0,-1652000.0,-423000.0,
Net Income Including Noncontrolling Interests,65138000.0,59339000.0,62343000.0,64256000.0,65612000.0,
Net Income Continuous Operations,65138000.0,59339000.0,62343000.0,64256000.0,65612000.0,
Tax Provision,23789000.0,22795000.0,24898000.0,22354000.0,20302000.0,
Pretax Income,88927000.0,82134000.0,87241000.0,86610000.0,85914000.0,
Other Income Expense,-10306000.0,8047000.0,4815000.0,14505000.0,7122000.0,
Other Non Operating Income Expenses,-10306000.0,9363000.0,5391000.0,14505000.0,7122000.0,
Special Income Charges,0.0,-1316000.0,-576000.0,0.0,0.0,
Restructuring And Mergern Acquisition,0.0,1316000.0,576000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-5331000.0,-5461000.0,-5626000.0,-3945000.0,-4686000.0,
Interest Expense Non Operating,5331000.0,5461000.0,5626000.0,3945000.0,4686000.0,
Operating Income,104564000.0,79548000.0,88052000.0,76050000.0,83478000.0,
Operating Expense,532657000.0,511134000.0,521656000.0,531352000.0,538823000.0,
Depreciation Amortization Depletion Income Statement,20531000.0,20490000.0,19688000.0,19578000.0,19891000.0,
Depreciation And Amortization In Income Statement,20531000.0,20490000.0,19688000.0,19578000.0,19891000.0,
Selling General And Administration,512126000.0,490644000.0,501968000.0,511774000.0,518932000.0,
General And Administrative Expense,512126000.0,490644000.0,501968000.0,511774000.0,518932000.0,
Other Gand A,68623000.0,65325000.0,64541000.0,59999000.0,64724000.0,
Salaries And Wages,443503000.0,425319000.0,437427000.0,451775000.0,454208000.0,
Gross Profit,637221000.0,590682000.0,609708000.0,607402000.0,622301000.0,
Cost Of Revenue,82606000.0,85856000.0,72252000.0,75359000.0,77622000.0,
Total Revenue,719827000.0,676538000.0,681960000.0,682761000.0,699923000.0,
Operating Revenue,712048000.0,668729000.0,674365000.0,674946000.0,690800000.0,
