,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.383379,0.000656,0.21,0.034831,0.13993
Normalized EBITDA,-8176000.0,13046000.0,68296000.0,-24197000.0,4714000.0
Net Income From Continuing Operation Net Minority Interest,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Reconciled Depreciation,3375000.0,3250000.0,3200000.0,3205000.0,2920000.0
Reconciled Cost Of Revenue,31173000.0,28805000.0,30502000.0,25972000.0,23763000.0
EBITDA,-8176000.0,13046000.0,68296000.0,-24197000.0,4714000.0
EBIT,-11551000.0,9796000.0,65096000.0,-27402000.0,1794000.0
Net Interest Income,14102000.0,17647000.0,17665000.0,14942000.0,14850000.0
Interest Income,14102000.0,17647000.0,18160000.0,14942000.0,14850000.0
Normalized Income,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Net Income From Continuing And Discontinued Operation,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Total Expenses,310565000.0,272454000.0,258380000.0,278402000.0,234312000.0
Total Operating Income As Reported,-11551000.0,9796000.0,9596000.0,-27402000.0,1794000.0
Diluted Average Shares,53271524.0,53042479.0,52942616.0,50134930.0,52209431.0
Basic Average Shares,51385862.0,51005188.0,50604151.0,50134930.0,49680114.0
Diluted EPS,0.03,0.52,0.43,-0.24,0.27
Basic EPS,0.03,0.54,0.45,-0.24,0.29
Diluted NI Availto Com Stockholders,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Net Income Common Stockholders,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Net Income,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Net Income Including Noncontrolling Interests,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Net Income Continuous Operations,1573000.0,27425000.0,23005000.0,-12026000.0,14315000.0
Tax Provision,978000.0,18000.0,-540000.0,-434000.0,2329000.0
Pretax Income,2551000.0,27443000.0,22465000.0,-12460000.0,16644000.0
Net Non Operating Interest Income Expense,14102000.0,17647000.0,17665000.0,14942000.0,14850000.0
Total Other Finance Cost,,,,,-14850000.0
Interest Income Non Operating,14102000.0,17647000.0,18160000.0,14942000.0,14850000.0
Operating Income,-11551000.0,9796000.0,9596000.0,-27402000.0,1794000.0
Operating Expense,279392000.0,243649000.0,227878000.0,252430000.0,210549000.0
Research And Development,87039000.0,69385000.0,62332000.0,56509000.0,50445000.0
Selling General And Administration,192353000.0,174264000.0,165546000.0,195921000.0,160104000.0
Selling And Marketing Expense,152590000.0,141720000.0,133643000.0,140284000.0,131471000.0
General And Administrative Expense,39763000.0,32544000.0,31903000.0,55637000.0,28633000.0
Other Gand A,39763000.0,32544000.0,31903000.0,55637000.0,28633000.0
Gross Profit,267841000.0,253445000.0,237474000.0,225028000.0,212343000.0
Cost Of Revenue,31173000.0,28805000.0,30502000.0,25972000.0,23763000.0
Total Revenue,299014000.0,282250000.0,267976000.0,251000000.0,236106000.0
Operating Revenue,299014000.0,282250000.0,267976000.0,251000000.0,236106000.0
