,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-4974000.0,-12409000.0,-10561000.0,-13057000.0,-20369000.0,,
Net Income From Continuing Operation Net Minority Interest,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Reconciled Depreciation,99000.0,141000.0,160000.0,169000.0,148000.0,,
EBITDA,-4974000.0,-12409000.0,-10561000.0,-13057000.0,-20369000.0,,
EBIT,-5073000.0,-12550000.0,-10721000.0,-13226000.0,-20517000.0,,
Normalized Income,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Net Income From Continuing And Discontinued Operation,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Total Expenses,11345000.0,12680000.0,10797000.0,13399000.0,20686000.0,,
Total Operating Income As Reported,-5073000.0,-12550000.0,-10722000.0,-13226000.0,-20517000.0,,
Diluted Average Shares,71109514.0,71045265.0,71009866.0,70975778.0,71200798.0,,
Basic Average Shares,71109514.0,71045265.0,71009866.0,70975778.0,70916471.0,,
Diluted EPS,-0.06,-0.14,-0.13,-0.2,0.12,,
Basic EPS,-0.06,-0.14,-0.13,-0.2,0.12,,
Diluted NI Availto Com Stockholders,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Net Income Common Stockholders,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Otherunder Preferred Stock Dividend,,,,0.0,150000.0,0.0,0.0
Net Income,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Net Income Including Noncontrolling Interests,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Net Income Continuous Operations,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Tax Provision,0.0,0.0,0.0,0.0,0.0,,
Pretax Income,-4684000.0,-10235000.0,-9253000.0,-14006000.0,8521000.0,,
Other Income Expense,389000.0,2315000.0,-2483000.0,-780000.0,29038000.0,,
Other Non Operating Income Expenses,389000.0,2315000.0,-5783000.0,-780000.0,29038000.0,,
Operating Income,-5073000.0,-12550000.0,-10721000.0,-13226000.0,-20517000.0,,
Operating Expense,11345000.0,12680000.0,10797000.0,13399000.0,20686000.0,,
Research And Development,6465000.0,6659000.0,5923000.0,7855000.0,12582000.0,,
Selling General And Administration,4880000.0,6021000.0,4874000.0,5544000.0,8104000.0,,
General And Administrative Expense,4880000.0,6021000.0,4874000.0,5544000.0,8104000.0,,
Other Gand A,2632000.0,2891000.0,2473000.0,2837000.0,3268000.0,,
Salaries And Wages,2248000.0,3130000.0,2401000.0,2707000.0,4836000.0,,
Total Revenue,6272000.0,130000.0,76000.0,173000.0,169000.0,,
Operating Revenue,6272000.0,130000.0,76000.0,173000.0,169000.0,,
