,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-2728148.0,-2660501.0,-2536298.0,-2835130.0,-2502022.0,
Net Income From Continuing Operation Net Minority Interest,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Reconciled Depreciation,903.0,903.0,903.0,903.0,903.0,
EBITDA,-2728148.0,-2660501.0,-2536298.0,-2835130.0,-2502022.0,
EBIT,-2729051.0,-2661404.0,-2537201.0,-2836033.0,-2502925.0,
Net Interest Income,60338.0,54722.0,64006.0,89294.0,111136.0,
Interest Income,60338.0,54722.0,64006.0,89294.0,111136.0,
Normalized Income,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Income From Continuing And Discontinued Operation,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Total Expenses,2729051.0,2661404.0,2537201.0,2836033.0,2502925.0,
Total Operating Income As Reported,-2729051.0,-2661404.0,-2537201.0,-2836033.0,-2502925.0,
Diluted Average Shares,13142457.0,12906867.0,12859685.0,,12848165.0,12848165.0
Basic Average Shares,13142457.0,12906867.0,12859685.0,,12848165.0,12848165.0
Diluted EPS,-0.2,-0.2,-0.19,,-0.19,-0.13
Basic EPS,-0.2,-0.2,-0.19,,-0.19,-0.13
Diluted NI Availto Com Stockholders,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Income Common Stockholders,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Income,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Income Including Noncontrolling Interests,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Income Continuous Operations,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Pretax Income,-2668713.0,-2606682.0,-2473195.0,-2746739.0,-2391789.0,
Net Non Operating Interest Income Expense,60338.0,54722.0,64006.0,89294.0,111136.0,
Interest Income Non Operating,60338.0,54722.0,64006.0,89294.0,111136.0,
Operating Income,-2729051.0,-2661404.0,-2537201.0,-2836033.0,-2502925.0,
Operating Expense,2729051.0,2661404.0,2537201.0,2836033.0,2502925.0,
Research And Development,2292040.0,2307873.0,2194513.0,2332981.0,2158167.0,
Selling General And Administration,437011.0,353531.0,342688.0,503052.0,344758.0,
General And Administrative Expense,437011.0,353531.0,342688.0,503052.0,344758.0,
Other Gand A,437011.0,353531.0,342688.0,503052.0,344758.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
