,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-3818181.818182,-2692307.692308,-3150000.0,-10564000.0,0.0
Tax Rate For Calcs,0.272727,0.192308,0.21,0.278,0.26
Normalized EBITDA,53000000.0,65000000.0,54000000.0,50000000.0,78000000.0
Total Unusual Items,-14000000.0,-14000000.0,-15000000.0,-38000000.0,0.0
Total Unusual Items Excluding Goodwill,-14000000.0,-14000000.0,-15000000.0,-38000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Reconciled Depreciation,22000000.0,22000000.0,19000000.0,20000000.0,20000000.0
Reconciled Cost Of Revenue,446000000.0,470000000.0,440000000.0,495000000.0,469000000.0
EBITDA,39000000.0,51000000.0,39000000.0,12000000.0,78000000.0
EBIT,17000000.0,29000000.0,20000000.0,-8000000.0,58000000.0
Net Interest Income,-6000000.0,-3000000.0,-7000000.0,-7000000.0,-8000000.0
Interest Expense,6000000.0,3000000.0,7000000.0,7000000.0,8000000.0
Normalized Income,18181818.181818,32307692.307692,30850000.0,16436000.0,37000000.0
Net Income From Continuing And Discontinued Operation,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Total Expenses,589000000.0,625000000.0,603000000.0,657000000.0,618000000.0
Total Operating Income As Reported,10000000.0,24000000.0,22000000.0,-6000000.0,54000000.0
Diluted Average Shares,88000000.0,88000000.0,88000000.0,86000000.0,88000000.0
Basic Average Shares,86000000.0,86000000.0,86000000.0,86000000.0,86000000.0
Diluted EPS,0.09,0.24,0.21,-0.13,0.42
Basic EPS,0.09,0.25,0.22,-0.13,0.43
Diluted NI Availto Com Stockholders,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Net Income Common Stockholders,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Net Income,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Net Income Including Noncontrolling Interests,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Net Income Continuous Operations,8000000.0,21000000.0,19000000.0,-11000000.0,37000000.0
Tax Provision,3000000.0,5000000.0,-6000000.0,-4000000.0,13000000.0
Pretax Income,11000000.0,26000000.0,13000000.0,-15000000.0,50000000.0
Other Income Expense,-7000000.0,-9000000.0,-17000000.0,-40000000.0,4000000.0
Other Non Operating Income Expenses,7000000.0,5000000.0,-2000000.0,-2000000.0,4000000.0
Special Income Charges,-14000000.0,-14000000.0,-15000000.0,-38000000.0,0.0
Restructuring And Mergern Acquisition,14000000.0,14000000.0,15000000.0,38000000.0,0.0
Net Non Operating Interest Income Expense,-6000000.0,-3000000.0,-7000000.0,-7000000.0,-8000000.0
Interest Expense Non Operating,6000000.0,3000000.0,7000000.0,7000000.0,8000000.0
Operating Income,24000000.0,38000000.0,37000000.0,32000000.0,54000000.0
Operating Expense,143000000.0,155000000.0,163000000.0,162000000.0,149000000.0
Selling General And Administration,143000000.0,155000000.0,163000000.0,162000000.0,149000000.0
Gross Profit,167000000.0,193000000.0,200000000.0,194000000.0,203000000.0
Cost Of Revenue,446000000.0,470000000.0,440000000.0,495000000.0,469000000.0
Total Revenue,613000000.0,663000000.0,640000000.0,689000000.0,672000000.0
Operating Revenue,613000000.0,663000000.0,640000000.0,689000000.0,672000000.0
