,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,2054444.674918,2369365.0,4049959.727051,2105600.0,2731358.537287,,
Tax Rate For Calcs,0.187621,0.265,0.304531,0.128,0.184414,,
Normalized EBITDA,167338000.0,218476000.0,-134800000.0,163396000.0,295853000.0,,
Total Unusual Items,10950000.0,8941000.0,13299000.0,16450000.0,14811000.0,,
Total Unusual Items Excluding Goodwill,10950000.0,8941000.0,13299000.0,16450000.0,14811000.0,,
Net Income From Continuing Operation Net Minority Interest,107569000.0,133104000.0,-116892000.0,119040000.0,218269000.0,,
Reconciled Depreciation,40425000.0,41704000.0,41105000.0,39192000.0,38872000.0,,
Reconciled Cost Of Revenue,844367000.0,859719000.0,534491000.0,713043000.0,1017753000.0,,
EBITDA,178288000.0,227417000.0,-121501000.0,179846000.0,310664000.0,,
EBIT,137863000.0,185713000.0,-162606000.0,140654000.0,271792000.0,,
Net Interest Income,-7696000.0,-7686000.0,-7682000.0,-7707000.0,-7680000.0,,
Interest Expense,7696000.0,7686000.0,7682000.0,7707000.0,7680000.0,,
Normalized Income,98673444.674918,126532365.0,-126141040.272949,104695600.0,206189358.537287,,
Net Income From Continuing And Discontinued Operation,107569000.0,133104000.0,-116892000.0,119040000.0,218269000.0,,
Total Expenses,1194662000.0,1168710000.0,880958000.0,1044899000.0,1377791000.0,,
Total Operating Income As Reported,112436000.0,160499000.0,-193349000.0,105796000.0,241102000.0,,
Diluted Average Shares,122203000.0,124724000.0,126264000.0,130962000.0,134109000.0,,
Basic Average Shares,121521000.0,123947000.0,126264000.0,130078000.0,133412000.0,,
Diluted EPS,0.88,1.07,-0.93,0.91,1.63,,
Basic EPS,0.89,1.07,-0.93,0.92,1.64,,
Diluted NI Availto Com Stockholders,107569000.0,133104000.0,-116892000.0,119040000.0,218269000.0,,
Net Income Common Stockholders,107569000.0,133104000.0,-116892000.0,119040000.0,218269000.0,,
Net Income,107569000.0,133104000.0,-116892000.0,119040000.0,218269000.0,,
Minority Interests,1824000.0,2307000.0,1538000.0,3073000.0,2863000.0,,
Net Income Including Noncontrolling Interests,105745000.0,130797000.0,-118430000.0,115967000.0,215406000.0,,
Net Income Continuous Operations,105745000.0,130797000.0,-118430000.0,115967000.0,215406000.0,,
Tax Provision,24422000.0,47230000.0,-51858000.0,16980000.0,48706000.0,,
Pretax Income,130167000.0,178027000.0,-170288000.0,132947000.0,264112000.0,,
Other Income Expense,25427000.0,25214000.0,30743000.0,34858000.0,30690000.0,,
Other Non Operating Income Expenses,14477000.0,16273000.0,17444000.0,18408000.0,15879000.0,,
Gain On Sale Of Security,10950000.0,8941000.0,13299000.0,16450000.0,14811000.0,,
Net Non Operating Interest Income Expense,-7696000.0,-7686000.0,-7682000.0,-7707000.0,-7680000.0,,
Interest Expense Non Operating,7696000.0,7686000.0,7682000.0,7707000.0,7680000.0,,
Operating Income,112436000.0,160499000.0,-193349000.0,105796000.0,241102000.0,,
Operating Expense,350295000.0,308991000.0,346467000.0,331856000.0,360038000.0,,
Other Operating Expenses,,53334000.0,72208000.0,57977000.0,,61010000.0,56662000.0
Provision For Doubtful Accounts,49738000.0,,,,56030000.0,,
Selling General And Administration,300557000.0,255657000.0,274259000.0,273879000.0,304008000.0,,
Gross Profit,462731000.0,469490000.0,153118000.0,437652000.0,601140000.0,,
Cost Of Revenue,844367000.0,859719000.0,534491000.0,713043000.0,1017753000.0,,
Total Revenue,1307098000.0,1329209000.0,687609000.0,1150695000.0,1618893000.0,,
Operating Revenue,1307098000.0,1329209000.0,687609000.0,1150695000.0,1618893000.0,,
