,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-8000.265534,-622965.183306,0.0,0.0,0.0,
Tax Rate For Calcs,0.024097,0.078856,0.033611,0.058584,0.059636,
Normalized EBITDA,15750000.0,25018000.0,13582000.0,13284000.0,7528000.0,
Total Unusual Items,-332000.0,-7900000.0,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-332000.0,-7900000.0,0.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Reconciled Depreciation,918000.0,1221000.0,1555000.0,1618000.0,1236000.0,
Reconciled Cost Of Revenue,4842000.0,5380000.0,5420000.0,5450000.0,5011000.0,
EBITDA,15418000.0,17118000.0,13582000.0,13284000.0,7528000.0,
EBIT,14500000.0,15897000.0,12027000.0,11666000.0,6292000.0,
Net Interest Income,918000.0,708000.0,683000.0,554000.0,456000.0,
Interest Income,918000.0,708000.0,683000.0,554000.0,456000.0,
Normalized Income,15024999.734466,15267034.816694,12306000.0,11554000.0,6402000.0,
Net Income From Continuing And Discontinued Operation,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Total Expenses,142129000.0,150735000.0,135428000.0,132864000.0,110848000.0,
Total Operating Income As Reported,14168000.0,7997000.0,12027000.0,11666000.0,6292000.0,
Diluted Average Shares,38014000.0,37667000.0,37051000.0,37214000.0,36698000.0,
Basic Average Shares,36327000.0,35879000.0,35490000.0,35234000.0,34910000.0,
Diluted EPS,0.39,0.21,0.33,0.31,0.17,
Basic EPS,0.4,0.22,0.35,0.33,0.18,
Diluted NI Availto Com Stockholders,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Net Income Common Stockholders,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Net Income,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Net Income Including Noncontrolling Interests,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Net Income Continuous Operations,14701000.0,7990000.0,12306000.0,11554000.0,6402000.0,
Tax Provision,363000.0,684000.0,428000.0,719000.0,406000.0,
Pretax Income,15064000.0,8674000.0,12734000.0,12273000.0,6808000.0,
Other Income Expense,-354000.0,-7931000.0,24000.0,53000.0,60000.0,
Other Non Operating Income Expenses,-22000.0,-31000.0,24000.0,53000.0,60000.0,
Special Income Charges,-332000.0,-7900000.0,0.0,0.0,0.0,
Other Special Charges,,7900000.0,,,,
Restructuring And Mergern Acquisition,332000.0,,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,918000.0,708000.0,683000.0,554000.0,456000.0,
Interest Income Non Operating,918000.0,708000.0,683000.0,554000.0,456000.0,
Operating Income,14500000.0,15897000.0,12027000.0,11666000.0,6292000.0,
Operating Expense,137287000.0,145355000.0,130008000.0,127414000.0,105837000.0,
Research And Development,7772000.0,7485000.0,7640000.0,8026000.0,7043000.0,
Selling General And Administration,129515000.0,137870000.0,122368000.0,119388000.0,98794000.0,
Selling And Marketing Expense,121055000.0,129430000.0,114209000.0,111794000.0,90913000.0,
General And Administrative Expense,8460000.0,8440000.0,8159000.0,7594000.0,7881000.0,
Other Gand A,8460000.0,8440000.0,8159000.0,7594000.0,7881000.0,
Gross Profit,151787000.0,161252000.0,142035000.0,139080000.0,112129000.0,
Cost Of Revenue,4842000.0,5380000.0,5420000.0,5450000.0,5011000.0,
Total Revenue,156629000.0,166632000.0,147455000.0,144530000.0,117140000.0,
Operating Revenue,156618000.0,166619000.0,147228000.0,144147000.0,116506000.0,
