,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.371429,0.21,0.022227,0.0,0.046249,,
Normalized EBITDA,10247000.0,-7573000.0,-4497000.0,44806000.0,-2613000.0,,
Net Income From Continuing Operation Net Minority Interest,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Reconciled Depreciation,4020000.0,1979000.0,2692000.0,11471000.0,1998000.0,,
Reconciled Cost Of Revenue,18700000.0,17207000.0,15401000.0,23001000.0,9867000.0,,
EBITDA,10247000.0,-7573000.0,-4497000.0,44806000.0,-2613000.0,,
EBIT,6227000.0,-9552000.0,-7189000.0,33335000.0,-4611000.0,,
Net Interest Income,-5737000.0,-5735000.0,-5948000.0,-5989000.0,-5854000.0,,
Interest Expense,5737000.0,5735000.0,5948000.0,5989000.0,5854000.0,,
Normalized Income,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Net Income From Continuing And Discontinued Operation,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Total Expenses,25224000.0,25797000.0,23068000.0,31642000.0,17769000.0,,
Total Operating Income As Reported,5527000.0,-10151000.0,-7483000.0,32865000.0,-4755000.0,,
Diluted Average Shares,53878966.0,53814596.0,53180000.0,87956000.0,48327000.0,,
Basic Average Shares,53878966.0,53814596.0,53180000.0,52935000.0,48327000.0,,
Diluted EPS,-0.12,-0.41,-0.36,0.31,-0.33,,
Basic EPS,-0.12,-0.41,-0.36,0.39,-0.33,,
Diluted NI Availto Com Stockholders,-3028000.0,-22099000.0,-19323000.0,27346000.0,-16177000.0,,
Average Dilution Earnings,3300000.0,,0.0,6476000.0,0.0,0.0,
Net Income Common Stockholders,-6328000.0,-22099000.0,-19323000.0,20870000.0,-16177000.0,,
Otherunder Preferred Stock Dividend,6636000.0,6561000.0,6478000.0,6476000.0,6196000.0,,
Preferred Stock Dividends,,,,,,,0.0
Net Income,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Net Income Including Noncontrolling Interests,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Net Income Continuous Operations,308000.0,-15538000.0,-12845000.0,27346000.0,-9981000.0,,
Tax Provision,182000.0,251000.0,-292000.0,0.0,-484000.0,,
Pretax Income,490000.0,-15287000.0,-13137000.0,27346000.0,-10465000.0,,
Other Income Expense,700000.0,599000.0,294000.0,470000.0,144000.0,,
Other Non Operating Income Expenses,700000.0,599000.0,294000.0,470000.0,144000.0,,
Net Non Operating Interest Income Expense,-5737000.0,-5735000.0,-5948000.0,-5989000.0,-5854000.0,,
Interest Expense Non Operating,5737000.0,5735000.0,5948000.0,5989000.0,5854000.0,,
Operating Income,5527000.0,-10151000.0,-7483000.0,32865000.0,-4755000.0,,
Operating Expense,6524000.0,8590000.0,7667000.0,8641000.0,7902000.0,,
Selling General And Administration,6524000.0,8590000.0,7667000.0,8641000.0,7902000.0,,
Gross Profit,12051000.0,-1561000.0,184000.0,41506000.0,3147000.0,,
Cost Of Revenue,18700000.0,17207000.0,15401000.0,23001000.0,9867000.0,,
Total Revenue,30751000.0,15646000.0,15585000.0,64507000.0,13014000.0,,
Operating Revenue,27454000.0,15384000.0,18666000.0,59704000.0,12797000.0,,
