,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,133.880111,-347550.0,-140.073202,9159.866778,981330.0,,
Tax Rate For Calcs,0.000362,0.21,9.9e-05,0.001249,0.21,,
Normalized EBITDA,-7073000.0,-7334000.0,-7432000.0,-8412000.0,-7927000.0,,
Total Unusual Items,370000.0,-1655000.0,-1416000.0,7334000.0,4673000.0,,
Total Unusual Items Excluding Goodwill,370000.0,-1655000.0,-1416000.0,7334000.0,4673000.0,,
Net Income From Continuing Operation Net Minority Interest,-8288000.0,-10375000.0,-10108000.0,-2399000.0,-4332000.0,,
Reconciled Depreciation,165000.0,172000.0,193000.0,182000.0,194000.0,,
Reconciled Cost Of Revenue,1802000.0,1495000.0,1216000.0,1004000.0,912000.0,,
EBITDA,-6703000.0,-8989000.0,-8848000.0,-1078000.0,-3254000.0,,
EBIT,-6868000.0,-9161000.0,-9041000.0,-1260000.0,-3448000.0,,
Net Interest Income,-1289000.0,-1135000.0,-1011000.0,-984000.0,-780000.0,,
Interest Expense,1423000.0,1209000.0,1068000.0,1142000.0,877000.0,,
Interest Income,134000.0,74000.0,57000.0,158000.0,97000.0,,
Normalized Income,-8657866.119889,-9067550.0,-8692140.073202,-9723840.133222,-8023670.0,,
Net Income From Continuing And Discontinued Operation,-8288000.0,-10375000.0,-10108000.0,-2399000.0,-4332000.0,,
Total Expenses,18545000.0,16496000.0,15841000.0,16088000.0,15538000.0,,
Total Operating Income As Reported,-7332000.0,-7329000.0,-7580000.0,-8739000.0,-8174000.0,,
Diluted Average Shares,32899297.0,28527453.0,27551189.0,26501597.0,23903659.0,,
Basic Average Shares,32899297.0,28527453.0,27551189.0,26501597.0,23903659.0,,
Diluted EPS,-0.27,-0.39,-0.4,-0.12,-0.21,,
Basic EPS,-0.27,-0.39,-0.4,-0.12,-0.21,,
Diluted NI Availto Com Stockholders,-9002000.0,-11087000.0,-10891000.0,-3202000.0,-5133000.0,,
Net Income Common Stockholders,-9002000.0,-11087000.0,-10891000.0,-3202000.0,-5133000.0,,
Otherunder Preferred Stock Dividend,,712000.0,0.0,0.0,801000.0,801000.0,
Preferred Stock Dividends,714000.0,712000.0,783000.0,803000.0,801000.0,,
Net Income,-8288000.0,-10375000.0,-10108000.0,-2399000.0,-4332000.0,,
Net Income Including Noncontrolling Interests,-8288000.0,-10375000.0,-10108000.0,-2399000.0,-4332000.0,,
Net Income Continuous Operations,-8288000.0,-10375000.0,-10108000.0,-2399000.0,-4332000.0,,
Tax Provision,-3000.0,5000.0,-1000.0,-3000.0,7000.0,,
Pretax Income,-8291000.0,-10370000.0,-10109000.0,-2402000.0,-4325000.0,,
Other Income Expense,330000.0,-1906000.0,-1518000.0,7321000.0,4629000.0,,
Other Non Operating Income Expenses,-40000.0,-251000.0,-102000.0,-13000.0,-44000.0,,
Special Income Charges,700000.0,-820000.0,-830000.0,2360000.0,13689000.0,,
Other Special Charges,,,,,,,182000.0
Restructuring And Mergern Acquisition,-700000.0,820000.0,830000.0,-2360000.0,-13689000.0,,
Gain On Sale Of Security,-330000.0,-835000.0,-586000.0,4974000.0,-9016000.0,,
Net Non Operating Interest Income Expense,-1289000.0,-1135000.0,-1011000.0,-984000.0,-780000.0,,
Interest Expense Non Operating,1423000.0,1209000.0,1068000.0,1142000.0,877000.0,,
Interest Income Non Operating,134000.0,74000.0,57000.0,158000.0,97000.0,,
Operating Income,-7332000.0,-7329000.0,-7580000.0,-8739000.0,-8174000.0,,
Operating Expense,16743000.0,15001000.0,14625000.0,15084000.0,14626000.0,,
Research And Development,3923000.0,3296000.0,2959000.0,4219000.0,4666000.0,,
Selling General And Administration,12820000.0,11705000.0,11666000.0,10865000.0,9960000.0,,
Selling And Marketing Expense,7163000.0,6734000.0,7010000.0,6138000.0,6004000.0,,
General And Administrative Expense,5657000.0,4971000.0,4656000.0,4727000.0,3956000.0,,
Other Gand A,5657000.0,4971000.0,4656000.0,4727000.0,3956000.0,,
Gross Profit,9411000.0,7672000.0,7045000.0,6345000.0,6452000.0,,
Cost Of Revenue,1802000.0,1495000.0,1216000.0,1004000.0,912000.0,,
Total Revenue,11213000.0,9167000.0,8261000.0,7349000.0,7364000.0,,
Operating Revenue,11213000.0,9167000.0,8261000.0,7349000.0,7364000.0,,
