,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,344000.0,213106149.692337,11035000.0,-1348971.661061,2957250.0,
Tax Rate For Calcs,0.25,0.201412,0.25,0.041507,0.25,
Normalized EBITDA,1280447000.0,1247064000.0,1128414000.0,1237665000.0,1195677000.0,
Total Unusual Items,1376000.0,1058063000.0,44140000.0,-32500000.0,11829000.0,
Total Unusual Items Excluding Goodwill,1376000.0,1058063000.0,44140000.0,-32500000.0,11829000.0,
Net Income From Continuing Operation Net Minority Interest,-72300000.0,763021000.0,-13213000.0,-192340000.0,-225741000.0,
Reconciled Depreciation,856615000.0,856519000.0,710949000.0,911274000.0,874168000.0,
Reconciled Cost Of Revenue,2211362000.0,1237316000.0,1548410000.0,2308792000.0,2188544000.0,
EBITDA,1281823000.0,2305127000.0,1172554000.0,1205165000.0,1207506000.0,
EBIT,425208000.0,1448608000.0,461605000.0,293891000.0,333338000.0,
Net Interest Income,-404989000.0,-441477000.0,-291136000.0,-535008000.0,-505231000.0,
Interest Expense,404989000.0,457101000.0,380916000.0,535008000.0,505231000.0,
Interest Income,,15624000.0,,,,14690000.0
Normalized Income,-73332000.0,-81935850.307663,-46318000.0,-161188971.661061,-234612750.0,
Net Income From Continuing And Discontinued Operation,-72300000.0,763021000.0,4189294000.0,-192340000.0,-225741000.0,
Total Expenses,2485701000.0,2354866000.0,1578488000.0,2645462000.0,2510736000.0,
Total Operating Income As Reported,414587000.0,365236000.0,296878000.0,320251000.0,315633000.0,
Diluted Average Shares,,224709471.0,185510398.0,184516266.0,183751650.0,183747752.0
Basic Average Shares,,185532131.0,185510398.0,184516266.0,183751650.0,183747752.0
Diluted EPS,,3.44,22.48,-1.12,-1.28,-1.92
Basic EPS,,3.92,22.48,-1.12,-1.28,-1.92
Diluted NI Availto Com Stockholders,-85921000.0,778747000.0,4175615000.0,-205958000.0,-239218000.0,
Average Dilution Earnings,,53720000.0,,,,0.0
Net Income Common Stockholders,-85921000.0,725027000.0,4175615000.0,-205958000.0,-239218000.0,
Otherunder Preferred Stock Dividend,,24539000.0,,,,0.0
Preferred Stock Dividends,13621000.0,13455000.0,13679000.0,13618000.0,13477000.0,
Net Income,-72300000.0,763021000.0,4189294000.0,-192340000.0,-225741000.0,
Minority Interests,-1716000.0,-1053000.0,-50109000.0,38769000.0,6027000.0,
Net Income Including Noncontrolling Interests,-70584000.0,764074000.0,4239403000.0,-231109000.0,-231768000.0,
Net Income Discontinuous Operations,0.0,0.0,,,,-72137000.0
Net Income Continuous Operations,-70584000.0,764074000.0,36896000.0,-231109000.0,-231768000.0,
Earnings From Equity Interest Net Of Tax,-25945000.0,-27732000.0,,,,0.0
Tax Provision,64858000.0,199701000.0,43793000.0,-10008000.0,59875000.0,
Pretax Income,20219000.0,991507000.0,80689000.0,-241117000.0,-171893000.0,
Other Income Expense,10621000.0,1064692000.0,47694000.0,-26360000.0,17705000.0,
Other Non Operating Income Expenses,9245000.0,6629000.0,3554000.0,6140000.0,5876000.0,
Special Income Charges,0.0,1057045000.0,,,,0.0
Gain On Sale Of Business,0.0,1057045000.0,,,,0.0
Impairment Of Capital Assets,,,,,,0.0
Gain On Sale Of Security,1376000.0,1018000.0,44140000.0,-32500000.0,11829000.0,
Net Non Operating Interest Income Expense,-404989000.0,-441477000.0,-291136000.0,-535008000.0,-505231000.0,
Interest Expense Non Operating,404989000.0,457101000.0,380916000.0,535008000.0,505231000.0,
Interest Income Non Operating,,15624000.0,,,,14690000.0
Operating Income,414587000.0,368292000.0,324131000.0,320251000.0,315633000.0,
Operating Expense,274339000.0,276533000.0,30078000.0,336670000.0,322192000.0,
Other Operating Expenses,,-3056000.0,,,,-5475000.0
Depreciation Amortization Depletion Income Statement,,15502000.0,,,,19391000.0
Depreciation And Amortization In Income Statement,,15502000.0,,,,19391000.0
Depreciation Income Statement,,15502000.0,,,,19391000.0
Research And Development,8826000.0,7889000.0,6822000.0,8628000.0,10889000.0,
Selling General And Administration,265513000.0,256198000.0,50509000.0,328042000.0,311303000.0,
Selling And Marketing Expense,33977000.0,32764000.0,21276000.0,35020000.0,26516000.0,
General And Administrative Expense,231536000.0,223434000.0,29233000.0,293022000.0,284787000.0,
Other Gand A,231536000.0,223434000.0,29233000.0,293022000.0,284787000.0,
Gross Profit,688926000.0,644825000.0,354209000.0,656921000.0,637825000.0,
Cost Of Revenue,2211362000.0,2078333000.0,1548410000.0,2308792000.0,2188544000.0,
Total Revenue,2900288000.0,2723158000.0,1902619000.0,2965713000.0,2826369000.0,
Operating Revenue,2900288000.0,2723158000.0,1902619000.0,2965713000.0,2826369000.0,
