,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-3916290.0,21003360.0,-1383745.797005,6004530.0,-6141240.0
Tax Rate For Calcs,0.21,0.21,0.055007,0.21,0.21
Total Unusual Items,-18649000.0,100016000.0,-25156000.0,28593000.0,-29244000.0
Total Unusual Items Excluding Goodwill,-18649000.0,100016000.0,-25156000.0,28593000.0,-29244000.0
Net Income From Continuing Operation Net Minority Interest,-50565000.0,79950000.0,-298906000.0,-9504000.0,-33247000.0
Net Interest Income,16898000.0,14501000.0,50054000.0,50965000.0,50952000.0
Interest Expense,135837000.0,140466000.0,153911000.0,175572000.0,183167000.0
Interest Income,152735000.0,154967000.0,203965000.0,226537000.0,234119000.0
Normalized Income,-35832290.0,937360.0,-275133745.797005,-32092470.0,-10144240.0
Net Income From Continuing And Discontinued Operation,-55491000.0,79505000.0,-316140000.0,-9310000.0,-36021000.0
Rent Expense Supplemental,2337000.0,,,,1372000.0
Diluted Average Shares,170673088.0,167723519.0,168845426.0,169509208.0,169863975.0
Basic Average Shares,167749917.0,165166276.0,167434683.0,168335483.0,168653741.0
Diluted EPS,-0.34,0.46,-1.9,-0.07,-0.23
Basic EPS,-0.34,0.47,-1.9,-0.07,-0.23
Diluted NI Availto Com Stockholders,-57490000.0,77506000.0,-318139000.0,-11309000.0,-38020000.0
Net Income Common Stockholders,-57490000.0,77506000.0,-318139000.0,-11309000.0,-38020000.0
Preferred Stock Dividends,1999000.0,1999000.0,1999000.0,1999000.0,1999000.0
Net Income,-55491000.0,79505000.0,-316140000.0,-9310000.0,-36021000.0
Minority Interests,-1814000.0,-2460000.0,-1389000.0,-2031000.0,-1820000.0
Net Income Including Noncontrolling Interests,-53677000.0,81965000.0,-314751000.0,-7279000.0,-34201000.0
Net Income Discontinuous Operations,-4926000.0,-445000.0,-17234000.0,194000.0,-2774000.0
Net Income Continuous Operations,-48751000.0,82410000.0,-297517000.0,-7473000.0,-31427000.0
Tax Provision,-39939000.0,-5207000.0,-17318000.0,-8404000.0,-48579000.0
Pretax Income,-88690000.0,77203000.0,-314835000.0,-15877000.0,-80006000.0
Special Income Charges,-18649000.0,100016000.0,-25156000.0,28593000.0,-29244000.0
Write Off,0.0,109000.0,520000.0,49000.0,1808000.0
Impairment Of Capital Assets,4268000.0,2346000.0,29876000.0,525000.0,9130000.0
Restructuring And Mergern Acquisition,14381000.0,-102471000.0,-5240000.0,-29167000.0,18306000.0
Gain On Sale Of Security,16600000.0,8919000.0,-27959000.0,-70425000.0,5893000.0
Selling General And Administration,30101000.0,25673000.0,27931000.0,27115000.0,23046000.0
Selling And Marketing Expense,340000.0,363000.0,506000.0,750000.0,350000.0
General And Administrative Expense,29761000.0,25310000.0,27425000.0,26365000.0,22696000.0
Rent And Landing Fees,2337000.0,,,,1372000.0
Salaries And Wages,27424000.0,25310000.0,27425000.0,26365000.0,21324000.0
Total Revenue,-6286000.0,-74096000.0,58244000.0,61737000.0,-25286000.0
Operating Revenue,-6286000.0,-74096000.0,58244000.0,61737000.0,-25286000.0
Professional Expense And Contract Services Expense,6368000.0,5488000.0,7557000.0,6232000.0,6033000.0
Other Non Interest Expense,18502000.0,23142000.0,33492000.0,22908000.0,16407000.0
