,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-20754000.0,-13194000.0,-15185000.0,-14366000.0,-19052000.0
Total Unusual Items,-514000.0,-1138000.0,-3601000.0,-1169000.0,-1497000.0
Total Unusual Items Excluding Goodwill,-514000.0,-1138000.0,-3601000.0,-1169000.0,-1497000.0
Net Income From Continuing Operation Net Minority Interest,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Reconciled Depreciation,1134000.0,1136000.0,1176000.0,1180000.0,1263000.0
EBITDA,-21268000.0,-14332000.0,-18786000.0,-15535000.0,-20549000.0
EBIT,-22402000.0,-15468000.0,-19962000.0,-16715000.0,-21812000.0
Net Interest Income,1993000.0,1804000.0,2181000.0,2571000.0,2877000.0
Interest Income,1993000.0,1804000.0,2181000.0,2571000.0,2877000.0
Normalized Income,-20409000.0,-13664000.0,-17781000.0,-14144000.0,-18935000.0
Net Income From Continuing And Discontinued Operation,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Total Expenses,23167000.0,24191000.0,24150000.0,24269000.0,25903000.0
Total Operating Income As Reported,-22916000.0,-16606000.0,-23563000.0,-17884000.0,-23309000.0
Diluted Average Shares,6703586.0,6700251.0,6679080.0,6673846.0,6653100.0
Basic Average Shares,6703586.0,6700251.0,6679080.0,6673846.0,6653100.0
Diluted EPS,-3.12,-2.2,-3.2,-2.3,-3.07
Basic EPS,-3.12,-2.2,-3.2,-2.3,-3.07
Diluted NI Availto Com Stockholders,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Net Income Common Stockholders,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Net Income,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Net Income Including Noncontrolling Interests,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Net Income Continuous Operations,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Pretax Income,-20923000.0,-14802000.0,-21382000.0,-15313000.0,-20432000.0
Other Income Expense,-514000.0,-1138000.0,-3601000.0,-1169000.0,-1497000.0
Special Income Charges,-514000.0,-1138000.0,-3601000.0,-1169000.0,-1497000.0
Other Special Charges,514000.0,1138000.0,3601000.0,1169000.0,1497000.0
Net Non Operating Interest Income Expense,1993000.0,1804000.0,2181000.0,2571000.0,2877000.0
Interest Income Non Operating,1993000.0,1804000.0,2181000.0,2571000.0,2877000.0
Operating Income,-22402000.0,-15468000.0,-19962000.0,-16715000.0,-21812000.0
Operating Expense,23167000.0,24191000.0,24150000.0,24269000.0,25903000.0
Research And Development,15499000.0,15357000.0,15494000.0,15088000.0,16388000.0
Selling General And Administration,7668000.0,8834000.0,8656000.0,9181000.0,9515000.0
General And Administrative Expense,7668000.0,8834000.0,8656000.0,9181000.0,9515000.0
Other Gand A,4110000.0,4227000.0,3683000.0,3983000.0,4132000.0
Salaries And Wages,3558000.0,4607000.0,4973000.0,5198000.0,5383000.0
Total Revenue,765000.0,8723000.0,4188000.0,7554000.0,4091000.0
Operating Revenue,765000.0,8723000.0,4188000.0,7554000.0,4091000.0
