,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,657894.736842,8819700.0,4200000.0,2285714.285714,
Tax Rate For Calcs,0.275862,0.328947,0.3,0.3,0.285714,
Normalized EBITDA,-10000000.0,2000000.0,94185000.0,139000000.0,78000000.0,
Total Unusual Items,,2000000.0,29399000.0,14000000.0,8000000.0,-7000000.0
Total Unusual Items Excluding Goodwill,,2000000.0,29399000.0,14000000.0,8000000.0,-7000000.0
Net Income From Continuing Operation Net Minority Interest,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Reconciled Cost Of Revenue,701000000.0,684000000.0,692378000.0,651000000.0,646000000.0,
EBITDA,-10000000.0,4000000.0,123584000.0,153000000.0,86000000.0,
EBIT,-10000000.0,4000000.0,123584000.0,153000000.0,86000000.0,
Net Interest Income,-65000000.0,-68000000.0,-73299000.0,-60000000.0,-60000000.0,
Interest Expense,77000000.0,80000000.0,83895000.0,73000000.0,72000000.0,
Interest Income,12000000.0,12000000.0,12444000.0,13000000.0,12000000.0,
Normalized Income,-63000000.0,-52342105.263158,24795700.0,27200000.0,4285714.285714,
Net Income From Continuing And Discontinued Operation,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Total Expenses,715000000.0,688000000.0,751287000.0,687000000.0,660000000.0,
Rent Expense Supplemental,189000000.0,176000000.0,179662000.0,162000000.0,162000000.0,
Total Operating Income As Reported,-22000000.0,-10000000.0,117222000.0,126000000.0,66000000.0,
Diluted Average Shares,116282700.0,116458316.0,116550700.0,116597668.0,116597700.0,
Basic Average Shares,114934000.0,114980237.0,115012300.0,115064006.0,115076600.0,
Diluted EPS,-0.55,-4.5,0.39,0.32,0.09,
Basic EPS,-0.55,-4.5,0.4,0.32,0.09,
Diluted NI Availto Com Stockholders,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Net Income Common Stockholders,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Net Income,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Net Income Including Noncontrolling Interests,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Net Income Continuous Operations,-63000000.0,-51000000.0,45375000.0,37000000.0,10000000.0,
Tax Provision,-24000000.0,-25000000.0,-5686000.0,43000000.0,4000000.0,
Pretax Income,-87000000.0,-76000000.0,39689000.0,80000000.0,14000000.0,
Other Income Expense,,2000000.0,29399000.0,14000000.0,8000000.0,-7000000.0
Gain On Sale Of Security,,2000000.0,-4234000.0,14000000.0,8000000.0,-7000000.0
Net Non Operating Interest Income Expense,-65000000.0,-68000000.0,-73299000.0,-60000000.0,-60000000.0,
Interest Expense Non Operating,77000000.0,80000000.0,83895000.0,73000000.0,72000000.0,
Interest Income Non Operating,12000000.0,12000000.0,12444000.0,13000000.0,12000000.0,
Operating Income,-22000000.0,-10000000.0,83589000.0,126000000.0,66000000.0,
Operating Expense,14000000.0,4000000.0,58909000.0,36000000.0,14000000.0,
Other Operating Expenses,-23000000.0,-30000000.0,-90568000.0,-19000000.0,-18000000.0,
Selling General And Administration,37000000.0,34000000.0,149477000.0,55000000.0,32000000.0,
Selling And Marketing Expense,37000000.0,34000000.0,36472000.0,55000000.0,32000000.0,
Gross Profit,-8000000.0,-6000000.0,142498000.0,162000000.0,80000000.0,
Cost Of Revenue,701000000.0,684000000.0,692378000.0,651000000.0,646000000.0,
Total Revenue,693000000.0,678000000.0,834876000.0,813000000.0,726000000.0,
Operating Revenue,693000000.0,678000000.0,834876000.0,813000000.0,726000000.0,
