,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.0,0.0,0.21
Normalized EBITDA,151991000.0,202497000.0,150424000.0,153744000.0,159678000.0
Net Income From Continuing Operation Net Minority Interest,-5835000.0,39800000.0,-888000.0,4618000.0,10878000.0
Reconciled Depreciation,100560000.0,96377000.0,93846000.0,95244000.0,93509000.0
Reconciled Cost Of Revenue,93948000.0,91071000.0,91075000.0,96702000.0,85091000.0
EBITDA,151991000.0,202497000.0,150424000.0,153744000.0,159678000.0
EBIT,50272000.0,104657000.0,54817000.0,56564000.0,64186000.0
Net Interest Income,-65335000.0,-60078000.0,-62331000.0,-56824000.0,-54955000.0
Interest Expense,65335000.0,60078000.0,62331000.0,56824000.0,54955000.0
Normalized Income,-5835000.0,39800000.0,-888000.0,4618000.0,10878000.0
Net Income From Continuing And Discontinued Operation,-5835000.0,39800000.0,-888000.0,4618000.0,10878000.0
Total Expenses,206789000.0,198908000.0,197109000.0,202055000.0,190088000.0
Diluted Average Shares,167446000.0,167442000.0,167434000.0,167411000.0,167385000.0
Basic Average Shares,167446000.0,167442000.0,167434000.0,167411000.0,167385000.0
Diluted EPS,-0.04,0.24,-0.01,0.03,0.06
Basic EPS,-0.04,0.24,-0.01,0.03,0.06
Diluted NI Availto Com Stockholders,-6174000.0,39367000.0,-1239000.0,4284000.0,10537000.0
Net Income Common Stockholders,-6174000.0,39367000.0,-1239000.0,4284000.0,10537000.0
Otherunder Preferred Stock Dividend,339000.0,433000.0,351000.0,334000.0,341000.0
Net Income,-5835000.0,39800000.0,-888000.0,4618000.0,10878000.0
Minority Interests,9228000.0,-4779000.0,6626000.0,4878000.0,1647000.0
Net Income Including Noncontrolling Interests,-15063000.0,44579000.0,-7514000.0,-260000.0,9231000.0
Net Income Continuous Operations,-15063000.0,44579000.0,-7514000.0,-260000.0,9231000.0
Pretax Income,-15063000.0,44579000.0,-7514000.0,-260000.0,9231000.0
Other Income Expense,4627000.0,52030000.0,6947000.0,7866000.0,8497000.0
Other Non Operating Income Expenses,4627000.0,4818000.0,6139000.0,7202000.0,7350000.0
Earnings From Equity Interest,0.0,47212000.0,808000.0,664000.0,1147000.0
Net Non Operating Interest Income Expense,-65335000.0,-60078000.0,-62331000.0,-56824000.0,-54955000.0
Interest Expense Non Operating,65335000.0,60078000.0,62331000.0,56824000.0,54955000.0
Operating Income,45645000.0,52627000.0,47870000.0,48698000.0,55689000.0
Operating Expense,114000000.0,109300000.0,107795000.0,107289000.0,106980000.0
Depreciation Amortization Depletion Income Statement,101719000.0,97840000.0,95607000.0,97180000.0,95492000.0
Depreciation And Amortization In Income Statement,101719000.0,97840000.0,95607000.0,97180000.0,95492000.0
Selling General And Administration,12281000.0,11460000.0,12188000.0,10109000.0,11488000.0
General And Administrative Expense,12281000.0,11460000.0,12188000.0,10109000.0,11488000.0
Other Gand A,12281000.0,11460000.0,12188000.0,10109000.0,11488000.0
Gross Profit,159645000.0,161927000.0,155665000.0,155987000.0,162669000.0
Cost Of Revenue,92789000.0,89608000.0,89314000.0,94766000.0,83108000.0
Total Revenue,252434000.0,251535000.0,244979000.0,250753000.0,245777000.0
Operating Revenue,252434000.0,251535000.0,244979000.0,250753000.0,245777000.0
