,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,31543.364089,38304.0,26363.088282,135661.639497,-12005.825187
Tax Rate For Calcs,0.248373,0.228,0.221539,0.230717,0.250121
Normalized EBITDA,172738000.0,152752000.0,174145000.0,181458000.0,182057000.0
Total Unusual Items,127000.0,168000.0,119000.0,588000.0,-48000.0
Total Unusual Items Excluding Goodwill,127000.0,168000.0,119000.0,588000.0,-48000.0
Net Income From Continuing Operation Net Minority Interest,72438000.0,60322000.0,74752000.0,79132000.0,78661000.0
Reconciled Depreciation,63031000.0,61491000.0,60640000.0,61143000.0,57484000.0
Reconciled Cost Of Revenue,1505616000.0,1448835000.0,1596008000.0,1475083000.0,1593647000.0
EBITDA,172865000.0,152920000.0,174264000.0,182046000.0,182009000.0
EBIT,109834000.0,91429000.0,113624000.0,120903000.0,124525000.0
Net Interest Income,-12726000.0,-12863000.0,-15757000.0,-17664000.0,-19464000.0
Interest Expense,12726000.0,12863000.0,16923000.0,17664000.0,19464000.0
Normalized Income,72342543.364089,60192304.0,74659363.088282,78679661.639497,78696994.174813
Net Income From Continuing And Discontinued Operation,72438000.0,60322000.0,74752000.0,79132000.0,78661000.0
Total Expenses,1820628000.0,1759129000.0,1897460000.0,1775967000.0,1902499000.0
Rent Expense Supplemental,66381000.0,64794000.0,65464000.0,63607000.0,62687000.0
Total Operating Income As Reported,110206000.0,91869000.0,112245000.0,120754000.0,124481000.0
Diluted Average Shares,80487000.0,82381000.0,82439000.0,81884000.0,80778000.0
Basic Average Shares,78300000.0,79661000.0,79589000.0,79216000.0,78270000.0
Diluted EPS,0.9,0.73,0.91,0.97,0.97
Basic EPS,0.93,0.76,0.94,1.0,1.01
Diluted NI Availto Com Stockholders,72438000.0,60322000.0,74752000.0,79132000.0,78661000.0
Net Income Common Stockholders,72438000.0,60322000.0,74752000.0,79132000.0,78661000.0
Net Income,72438000.0,60322000.0,74752000.0,79132000.0,78661000.0
Minority Interests,-551000.0,-295000.0,-526000.0,-288000.0,-122000.0
Net Income Including Noncontrolling Interests,72989000.0,60617000.0,75278000.0,79420000.0,78783000.0
Net Income Continuous Operations,72989000.0,60617000.0,75278000.0,79420000.0,78783000.0
Tax Provision,24119000.0,17949000.0,21423000.0,23819000.0,26278000.0
Pretax Income,97108000.0,78566000.0,96701000.0,103239000.0,105061000.0
Other Income Expense,-245000.0,-272000.0,332000.0,737000.0,-4000.0
Other Non Operating Income Expenses,-372000.0,-440000.0,213000.0,149000.0,44000.0
Special Income Charges,127000.0,168000.0,119000.0,588000.0,-48000.0
Gain On Sale Of Ppe,127000.0,168000.0,119000.0,588000.0,-48000.0
Net Non Operating Interest Income Expense,-12726000.0,-12863000.0,-15757000.0,-17664000.0,-19464000.0
Interest Expense Non Operating,12726000.0,12863000.0,16923000.0,17664000.0,19464000.0
Operating Income,110079000.0,91701000.0,112126000.0,120166000.0,124529000.0
Operating Expense,269592000.0,266059000.0,257985000.0,258875000.0,267860000.0
Depreciation Amortization Depletion Income Statement,17611000.0,17256000.0,17173000.0,19134000.0,16492000.0
Depreciation And Amortization In Income Statement,17611000.0,17256000.0,17173000.0,19134000.0,16492000.0
Selling General And Administration,251981000.0,248803000.0,240812000.0,239741000.0,251368000.0
Gross Profit,379671000.0,357760000.0,370111000.0,379041000.0,392389000.0
Cost Of Revenue,1551036000.0,1493070000.0,1639475000.0,1517092000.0,1634639000.0
Total Revenue,1930707000.0,1850830000.0,2009586000.0,1896133000.0,2027028000.0
Operating Revenue,1926438000.0,1845303000.0,2003412000.0,1891209000.0,2021322000.0
