,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,-13975.0,3978.0,0.0,0.0,-21000.0
Tax Rate For Calcs,0.215,0.221,0.213,0.209377,0.21
Total Unusual Items,-65000.0,18000.0,0.0,0.0,-100000.0
Total Unusual Items Excluding Goodwill,-65000.0,18000.0,0.0,0.0,-100000.0
Net Income From Continuing Operation Net Minority Interest,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Reconciled Depreciation,872000.0,847000.0,888000.0,922000.0,913000.0
Net Interest Income,11285000.0,11576000.0,11905000.0,11747000.0,12121000.0
Interest Expense,11227000.0,10887000.0,10774000.0,10279000.0,9651000.0
Interest Income,22512000.0,22463000.0,22679000.0,22026000.0,21772000.0
Normalized Income,3337025.0,3660978.0,4088000.0,3693000.0,2577000.0
Net Income From Continuing And Discontinued Operation,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Diluted Average Shares,10204000.0,10373000.0,10443000.0,10551429.0,10470000.0
Basic Average Shares,10198000.0,10370000.0,10439000.0,10551429.0,10470000.0
Diluted EPS,0.32,0.35,0.39,0.35,0.24
Basic EPS,0.32,0.35,0.39,0.35,0.24
Diluted NI Availto Com Stockholders,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Net Income Common Stockholders,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Net Income,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Net Income Including Noncontrolling Interests,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Net Income Continuous Operations,3286000.0,3675000.0,4088000.0,3693000.0,2498000.0
Tax Provision,899000.0,1040000.0,1104000.0,978000.0,2544000.0
Pretax Income,4185000.0,4715000.0,5192000.0,4671000.0,5042000.0
Gain On Sale Of Security,-78000.0,-658000.0,167000.0,277000.0,116000.0
Depreciation Amortization Depletion Income Statement,178000.0,179000.0,179000.0,179000.0,179000.0
Depreciation And Amortization In Income Statement,178000.0,179000.0,179000.0,179000.0,179000.0
Amortization,178000.0,179000.0,179000.0,179000.0,179000.0
Amortization Of Intangibles Income Statement,178000.0,179000.0,179000.0,179000.0,179000.0
Selling General And Administration,6169000.0,6061000.0,5852000.0,5605000.0,5682000.0
Selling And Marketing Expense,225000.0,186000.0,164000.0,262000.0,185000.0
General And Administrative Expense,5944000.0,5875000.0,5688000.0,5343000.0,5497000.0
Insurance And Claims,201000.0,200000.0,205000.0,204000.0,204000.0
Salaries And Wages,5743000.0,5675000.0,5483000.0,5139000.0,5293000.0
Total Revenue,14141000.0,13507000.0,15169000.0,14227000.0,14586000.0
Operating Revenue,14141000.0,13507000.0,15169000.0,14227000.0,14586000.0
Occupancy And Equipment,1242000.0,1333000.0,1367000.0,1314000.0,1335000.0
Professional Expense And Contract Services Expense,336000.0,347000.0,566000.0,371000.0,342000.0
Other Non Interest Expense,2431000.0,2397000.0,2813000.0,2737000.0,2331000.0
