,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-15637.163814,0.0,0.0,0.0,217376.214715,,
Tax Rate For Calcs,0.265037,0.147,0.307104,0.15,0.115687,,
Normalized EBITDA,32683000.0,26258000.0,16671000.0,-4985000.0,36058000.0,,
Total Unusual Items,-59000.0,0.0,0.0,0.0,1879000.0,,
Total Unusual Items Excluding Goodwill,-59000.0,0.0,0.0,0.0,1879000.0,,
Net Income From Continuing Operation Net Minority Interest,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Reconciled Depreciation,20648000.0,20117000.0,21652000.0,16764000.0,18747000.0,,
Reconciled Cost Of Revenue,128123000.0,129048000.0,128857000.0,117162000.0,112658000.0,,
EBITDA,32624000.0,26258000.0,16671000.0,-4985000.0,37937000.0,,
EBIT,11976000.0,6141000.0,-4981000.0,-21749000.0,19190000.0,,
Net Interest Income,-7886000.0,-8064000.0,-8223000.0,-8115000.0,-8385000.0,,
Interest Expense,7886000.0,8064000.0,8223000.0,8115000.0,8385000.0,,
Normalized Income,3049362.836186,-1640000.0,-9149000.0,-25382000.0,7893376.214715,,
Net Income From Continuing And Discontinued Operation,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Total Expenses,140803000.0,138964000.0,141651000.0,133640000.0,125670000.0,,
Total Operating Income As Reported,10493000.0,4468000.0,-6745000.0,-24423000.0,14403000.0,,
Diluted Average Shares,72146000.0,71837000.0,70376923.0,71672000.0,72030000.0,,
Basic Average Shares,71910000.0,71837000.0,70376923.0,71672000.0,71700000.0,,
Diluted EPS,0.04,-0.02,-0.13,-0.35,0.13,,
Basic EPS,0.04,-0.02,-0.13,-0.35,0.13,,
Diluted NI Availto Com Stockholders,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Net Income Common Stockholders,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Net Income,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Net Income Including Noncontrolling Interests,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Net Income Continuous Operations,3006000.0,-1640000.0,-9149000.0,-25382000.0,9555000.0,,
Tax Provision,1084000.0,-283000.0,-4055000.0,-4482000.0,1250000.0,,
Pretax Income,4090000.0,-1923000.0,-13204000.0,-29864000.0,10805000.0,,
Other Income Expense,1483000.0,1673000.0,1764000.0,2674000.0,4787000.0,,
Other Non Operating Income Expenses,1542000.0,1673000.0,1764000.0,2674000.0,2908000.0,,
Special Income Charges,-59000.0,0.0,0.0,0.0,1879000.0,,
Other Special Charges,59000.0,,0.0,,-1879000.0,-1134000.0,0.0
Net Non Operating Interest Income Expense,-7886000.0,-8064000.0,-8223000.0,-8115000.0,-8385000.0,,
Interest Expense Non Operating,7886000.0,8064000.0,8223000.0,8115000.0,8385000.0,,
Operating Income,10493000.0,4468000.0,-6745000.0,-24423000.0,14403000.0,,
Operating Expense,12680000.0,9916000.0,12794000.0,16478000.0,13012000.0,,
Other Operating Expenses,2836000.0,-237000.0,2910000.0,6436000.0,1465000.0,,
Selling General And Administration,9844000.0,10153000.0,9884000.0,10042000.0,11547000.0,,
Gross Profit,23173000.0,14384000.0,6049000.0,-7945000.0,27415000.0,,
Cost Of Revenue,128123000.0,129048000.0,128857000.0,117162000.0,112658000.0,,
Total Revenue,151296000.0,143432000.0,134906000.0,109217000.0,140073000.0,,
Operating Revenue,140799000.0,134755000.0,161771000.0,101774000.0,129698000.0,,
