,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,49273.570325,-7997.109725,-2398620.0,-1424.031517,-635460.0
Tax Rate For Calcs,0.006182,0.000388,0.21,0.000525,0.21
Normalized EBITDA,-4685000.0,-5616000.0,-4387000.0,-10114000.0,-3080000.0
Total Unusual Items,7970000.0,-20626000.0,-11422000.0,-2711000.0,-3026000.0
Total Unusual Items Excluding Goodwill,7970000.0,-20626000.0,-11422000.0,-2711000.0,-3026000.0
Net Income From Continuing Operation Net Minority Interest,1286000.0,-28360000.0,-17994000.0,-15222000.0,-8519000.0
Reconciled Depreciation,862000.0,862000.0,864000.0,894000.0,953000.0
Reconciled Cost Of Revenue,3181000.0,3492000.0,3851000.0,3749000.0,3286000.0
EBITDA,3285000.0,-26242000.0,-15809000.0,-12825000.0,-6106000.0
EBIT,2423000.0,-27104000.0,-16673000.0,-13719000.0,-7059000.0
Net Interest Income,-1129000.0,-1267000.0,-1313000.0,-1511000.0,-1448000.0
Interest Expense,1129000.0,1267000.0,1313000.0,1511000.0,1448000.0
Normalized Income,-6634726.429675,-7741997.109725,-8970620.0,-12512424.031517,-6128460.0
Net Income From Continuing And Discontinued Operation,1286000.0,-28180000.0,-17994000.0,-9314000.0,-9747000.0
Total Expenses,11469000.0,12512000.0,13388000.0,11672000.0,9402000.0
Total Operating Income As Reported,-10230000.0,-8510000.0,-8479000.0,-8508000.0,-7371000.0
Diluted Average Shares,35520938.0,24900167.0,23912326.0,23195190.0,17017610.0
Basic Average Shares,32520134.0,24900167.0,23912326.0,23195190.0,17017610.0
Diluted EPS,-0.33,-1.13,-0.75,-0.41,-0.57
Basic EPS,0.03,-1.13,-0.75,-0.41,-0.57
Diluted NI Availto Com Stockholders,-11755000.0,-28180000.0,-17994000.0,-9314000.0,-9747000.0
Average Dilution Earnings,-12822000.0,,,,0.0
Net Income Common Stockholders,1067000.0,-28180000.0,-17994000.0,-9314000.0,-9747000.0
Otherunder Preferred Stock Dividend,219000.0,,,,0.0
Net Income,1286000.0,-28180000.0,-17994000.0,-9314000.0,-9747000.0
Net Income Including Noncontrolling Interests,1286000.0,-28180000.0,-17994000.0,-9314000.0,-9747000.0
Net Income Discontinuous Operations,0.0,180000.0,0.0,5908000.0,-1228000.0
Net Income Continuous Operations,1286000.0,-28360000.0,-17994000.0,-15222000.0,-8519000.0
Tax Provision,8000.0,-11000.0,8000.0,-8000.0,12000.0
Pretax Income,1294000.0,-28371000.0,-17986000.0,-15230000.0,-8507000.0
Other Income Expense,7970000.0,-20883000.0,-9979000.0,-7922000.0,-3784000.0
Other Non Operating Income Expenses,,-257000.0,1443000.0,-5211000.0,-758000.0
Special Income Charges,-4683000.0,-2289000.0,-1785000.0,-2711000.0,-4096000.0
Other Special Charges,4683000.0,2289000.0,1785000.0,2711000.0,4096000.0
Gain On Sale Of Security,12653000.0,-18337000.0,-9637000.0,,1070000.0
Net Non Operating Interest Income Expense,-1129000.0,-1267000.0,-1313000.0,-1511000.0,-1448000.0
Interest Expense Non Operating,1129000.0,1267000.0,1313000.0,1511000.0,1448000.0
Operating Income,-5547000.0,-6221000.0,-6694000.0,-5797000.0,-3275000.0
Operating Expense,8288000.0,9020000.0,9537000.0,7923000.0,6116000.0
Research And Development,778000.0,1001000.0,1172000.0,1383000.0,557000.0
Selling General And Administration,7510000.0,8019000.0,8365000.0,6540000.0,5559000.0
Selling And Marketing Expense,2989000.0,3330000.0,3309000.0,2573000.0,2802000.0
General And Administrative Expense,4521000.0,4689000.0,5056000.0,3967000.0,2757000.0
Other Gand A,4521000.0,4689000.0,5056000.0,3967000.0,2757000.0
Gross Profit,2741000.0,2799000.0,2843000.0,2126000.0,2841000.0
Cost Of Revenue,3181000.0,3492000.0,3851000.0,3749000.0,3286000.0
Total Revenue,5922000.0,6291000.0,6694000.0,5875000.0,6127000.0
Operating Revenue,5922000.0,6291000.0,6694000.0,5875000.0,6127000.0
