,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-2066233.62591,-1426800.0,3697350.0,91.948378,-394800.0,,
Tax Rate For Calcs,0.230478,0.15,0.15,5.5e-05,0.15,,
Normalized EBITDA,10640000.0,9601000.0,5966000.0,-9069000.0,26663000.0,,
Total Unusual Items,-8965000.0,-9512000.0,24649000.0,1685000.0,-2632000.0,,
Total Unusual Items Excluding Goodwill,-8965000.0,-9512000.0,24649000.0,1685000.0,-2632000.0,,
Net Income From Continuing Operation Net Minority Interest,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Reconciled Depreciation,37008000.0,29693000.0,24584000.0,28829000.0,48577000.0,,
Reconciled Cost Of Revenue,83280000.0,67390000.0,54776000.0,56642000.0,52823000.0,,
EBITDA,1675000.0,89000.0,30615000.0,-7384000.0,24031000.0,,
EBIT,-35333000.0,-29604000.0,6031000.0,-36213000.0,-24546000.0,,
Net Interest Income,-1615000.0,-22000.0,-2536000.0,1053000.0,2803000.0,,
Interest Expense,2150000.0,645000.0,573000.0,438000.0,349000.0,,
Interest Income,460000.0,950000.0,863000.0,2452000.0,2042000.0,,
Normalized Income,-21945233.62591,-27789800.0,-5786650.0,-38333908.051622,-24361800.0,,
Net Income From Continuing And Discontinued Operation,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Total Expenses,104703000.0,87563000.0,72818000.0,84242000.0,66614000.0,,
Total Operating Income As Reported,-39626000.0,-32359000.0,-16385000.0,-43892000.0,-23578000.0,,
Diluted Average Shares,555843347.0,500163441.0,,448711912.0,401238798.0,338745134.0,
Basic Average Shares,555843347.0,500163441.0,,448711912.0,401238798.0,338745134.0,
Diluted EPS,-0.05,-0.07,,-0.08,-0.07,-0.02,
Basic EPS,-0.05,-0.07,,-0.08,-0.07,-0.02,
Diluted NI Availto Com Stockholders,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Net Income Common Stockholders,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Net Income,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Net Income Including Noncontrolling Interests,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Net Income Continuous Operations,-28844000.0,-35875000.0,15165000.0,-36649000.0,-26599000.0,,
Tax Provision,-8639000.0,5626000.0,-9707000.0,-2000.0,1704000.0,,
Pretax Income,-37483000.0,-30249000.0,5458000.0,-36651000.0,-24895000.0,,
Other Income Expense,-8965000.0,-9512000.0,24649000.0,1685000.0,-2632000.0,,
Special Income Charges,-12723000.0,-11644000.0,270000.0,-4503000.0,1488000.0,,
Gain On Sale Of Ppe,1897000.0,5586000.0,270000.0,-875000.0,99000.0,,
Other Special Charges,,,,,-1389000.0,,0.0
Write Off,,,0.0,3628000.0,,0.0,
Impairment Of Capital Assets,14620000.0,17230000.0,,,0.0,0.0,2270000.0
Gain On Sale Of Security,3758000.0,2132000.0,24379000.0,6188000.0,-4120000.0,,
Net Non Operating Interest Income Expense,-1615000.0,-22000.0,-2536000.0,1053000.0,2803000.0,,
Total Other Finance Cost,-75000.0,327000.0,2826000.0,961000.0,-1110000.0,,
Interest Expense Non Operating,2150000.0,645000.0,573000.0,438000.0,349000.0,,
Interest Income Non Operating,460000.0,950000.0,863000.0,2452000.0,2042000.0,,
Operating Income,-26903000.0,-20715000.0,-16655000.0,-39389000.0,-25066000.0,,
Operating Expense,21423000.0,20173000.0,18042000.0,27600000.0,13791000.0,,
Other Operating Expenses,,,,,-65000.0,65000.0,4720000.0
Other Taxes,4291000.0,,0.0,0.0,4942000.0,,
Selling General And Administration,17132000.0,20173000.0,18042000.0,27600000.0,8849000.0,,
Selling And Marketing Expense,1092000.0,118000.0,108000.0,332000.0,165000.0,,
General And Administrative Expense,16040000.0,20055000.0,17934000.0,27268000.0,8684000.0,,
Other Gand A,877000.0,6344000.0,5792000.0,12339000.0,541000.0,,
Insurance And Claims,3441000.0,3104000.0,2617000.0,2329000.0,2436000.0,,
Salaries And Wages,11722000.0,10607000.0,9525000.0,12600000.0,5707000.0,,
Gross Profit,-5480000.0,-542000.0,1387000.0,-11789000.0,-11275000.0,,
Cost Of Revenue,83280000.0,67390000.0,54776000.0,56642000.0,52823000.0,,
Total Revenue,77800000.0,66848000.0,56163000.0,44853000.0,41548000.0,,
Operating Revenue,77800000.0,66848000.0,56163000.0,44853000.0,41548000.0,,
