,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-442000.0,-226800.0,-240030.0,-227010.0,-226170.0
Tax Rate For Calcs,0.4,0.21,0.21,0.23,0.21
Normalized EBITDA,29069000.0,20685000.0,43465000.0,37580000.0,21500000.0
Total Unusual Items,-1105000.0,-1080000.0,-1143000.0,-987000.0,-1077000.0
Total Unusual Items Excluding Goodwill,-1105000.0,-1080000.0,-1143000.0,-987000.0,-1077000.0
Net Income From Continuing Operation Net Minority Interest,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Reconciled Depreciation,33194000.0,28830000.0,28381000.0,25009000.0,22204000.0
Reconciled Cost Of Revenue,122161000.0,115107000.0,103337000.0,99324000.0,95517000.0
EBITDA,27964000.0,19605000.0,42322000.0,36593000.0,20423000.0
EBIT,-5230000.0,-9225000.0,13941000.0,11584000.0,-1781000.0
Net Interest Income,18063000.0,19920000.0,20880000.0,20844000.0,19469000.0
Interest Expense,227000.0,644000.0,949000.0,936000.0,901000.0
Interest Income,18290000.0,20564000.0,21829000.0,21780000.0,20370000.0
Normalized Income,-2595000.0,-20939800.0,5885970.0,8905990.0,-13584170.0
Net Income From Continuing And Discontinued Operation,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Total Expenses,784375000.0,740537000.0,712836000.0,678365000.0,660088000.0
Total Operating Income As Reported,-24614000.0,-27480000.0,-10801000.0,-9631000.0,-23935000.0
Diluted Average Shares,52696000.0,52154000.0,52242000.0,51778000.0,51005000.0
Basic Average Shares,52696000.0,52154000.0,51657000.0,51354000.0,51005000.0
Diluted EPS,-0.06,-0.42,0.09,0.16,-0.28
Basic EPS,-0.06,-0.42,0.1,0.16,-0.28
Diluted NI Availto Com Stockholders,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Net Income Common Stockholders,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Net Income,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Net Income Including Noncontrolling Interests,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Net Income Continuous Operations,-3258000.0,-21793000.0,4983000.0,8146000.0,-14435000.0
Tax Provision,-2199000.0,11924000.0,8009000.0,2502000.0,11753000.0
Pretax Income,-5457000.0,-9869000.0,12992000.0,10648000.0,-2682000.0
Other Income Expense,-11000.0,-3389000.0,1770000.0,-1552000.0,707000.0
Other Non Operating Income Expenses,1094000.0,-2309000.0,2913000.0,-565000.0,1784000.0
Special Income Charges,-1105000.0,-1080000.0,-1143000.0,-987000.0,-1077000.0
Restructuring And Mergern Acquisition,1105000.0,1080000.0,1143000.0,987000.0,1077000.0
Net Non Operating Interest Income Expense,18063000.0,19920000.0,20880000.0,20844000.0,19469000.0
Interest Expense Non Operating,227000.0,644000.0,949000.0,936000.0,901000.0
Interest Income Non Operating,18290000.0,20564000.0,21829000.0,21780000.0,20370000.0
Operating Income,-23509000.0,-26400000.0,-9658000.0,-8644000.0,-22858000.0
Operating Expense,662214000.0,625430000.0,609499000.0,579041000.0,564571000.0
Research And Development,237340000.0,220100000.0,213713000.0,191185000.0,198180000.0
Selling General And Administration,424874000.0,405330000.0,395786000.0,387856000.0,366391000.0
Selling And Marketing Expense,339879000.0,326697000.0,314834000.0,309928000.0,293794000.0
General And Administrative Expense,84995000.0,78633000.0,80952000.0,77928000.0,72597000.0
Other Gand A,84995000.0,78633000.0,80952000.0,77928000.0,72597000.0
Gross Profit,638705000.0,599030000.0,599841000.0,570397000.0,541713000.0
Cost Of Revenue,122161000.0,115107000.0,103337000.0,99324000.0,95517000.0
Total Revenue,760866000.0,714137000.0,703178000.0,669721000.0,637230000.0
Operating Revenue,760866000.0,714137000.0,703178000.0,669721000.0,637230000.0
