,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,1363707.12744,-311850.0,46200.0,665874.0,241692.022443
Tax Rate For Calcs,0.244392,0.231,0.21,0.171,0.19091
Normalized EBITDA,172298000.0,181558000.0,173130000.0,169579000.0,123961000.0
Total Unusual Items,5580000.0,-1350000.0,220000.0,3894000.0,1266000.0
Total Unusual Items Excluding Goodwill,5580000.0,-1350000.0,220000.0,3894000.0,1266000.0
Net Income From Continuing Operation Net Minority Interest,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Reconciled Depreciation,13120000.0,11449000.0,10043000.0,9445000.0,8691000.0
Reconciled Cost Of Revenue,298558000.0,284324000.0,277257000.0,276676000.0,226853000.0
EBITDA,177878000.0,180208000.0,173350000.0,173473000.0,125227000.0
EBIT,164758000.0,168759000.0,163307000.0,164028000.0,116536000.0
Net Interest Income,6043000.0,5697000.0,6744000.0,6805000.0,6630000.0
Interest Income,6043000.0,5697000.0,6744000.0,6805000.0,6630000.0
Normalized Income,129509707.12744,134829150.0,1449189200.0,141201874.0,99341692.022443
Net Income From Continuing And Discontinued Operation,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Total Expenses,499816000.0,468795000.0,458358000.0,456091000.0,390895000.0
Total Operating Income As Reported,164758000.0,168759000.0,163307000.0,164028000.0,116536000.0
Diluted Average Shares,48019000.0,48006000.0,48506000.0,48964000.0,48945000.0
Basic Average Shares,47887000.0,47851000.0,48317000.0,48757000.0,48687000.0
Diluted EPS,2.78,2.79,29.88,2.95,2.05
Basic EPS,2.79,2.8,30.0,2.96,2.06
Diluted NI Availto Com Stockholders,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Net Income Common Stockholders,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Net Income,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Net Income Including Noncontrolling Interests,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Net Income Continuous Operations,133726000.0,133791000.0,1449363000.0,144430000.0,100366000.0
Tax Provision,43252000.0,40099000.0,-1279832000.0,29876000.0,23682000.0
Pretax Income,176978000.0,173890000.0,169531000.0,174306000.0,124048000.0
Other Income Expense,6177000.0,-566000.0,-520000.0,3473000.0,882000.0
Other Non Operating Income Expenses,-1520000.0,16000.0,-4201000.0,-7065000.0,-6301000.0
Securities Amortization,-2117000.0,-768000.0,-3461000.0,-6644000.0,-5917000.0
Gain On Sale Of Security,5580000.0,-1350000.0,220000.0,3894000.0,1266000.0
Net Non Operating Interest Income Expense,6043000.0,5697000.0,6744000.0,6805000.0,6630000.0
Interest Income Non Operating,6043000.0,5697000.0,6744000.0,6805000.0,6630000.0
Operating Income,164758000.0,168759000.0,163307000.0,164028000.0,116536000.0
Operating Expense,201258000.0,184471000.0,181101000.0,179415000.0,164042000.0
Research And Development,96266000.0,92227000.0,85762000.0,85051000.0,77945000.0
Selling General And Administration,104992000.0,92244000.0,95339000.0,94364000.0,86097000.0
Gross Profit,366016000.0,353230000.0,344408000.0,343443000.0,280578000.0
Cost Of Revenue,298558000.0,284324000.0,277257000.0,276676000.0,226853000.0
Total Revenue,664574000.0,637554000.0,621665000.0,620119000.0,507431000.0
Operating Revenue,664574000.0,637554000.0,621665000.0,620119000.0,507431000.0
