,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,412.478498,0.0,10239.750282,0.0,,
Tax Rate For Calcs,0.003478,0.0033,0.00252,0.002702,0.001918,,
Normalized EBITDA,320149000.0,337347000.0,390223000.0,350577000.0,370032000.0,,
Total Unusual Items,,125000.0,0.0,3790000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,,125000.0,0.0,3790000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,151439000.0,165184000.0,217212000.0,184694000.0,208250000.0,,
Reconciled Depreciation,73505000.0,69282000.0,68201000.0,68047000.0,68538000.0,,
Reconciled Cost Of Revenue,9672000.0,9285000.0,8786000.0,8482000.0,8594000.0,,
EBITDA,320149000.0,337472000.0,390223000.0,354367000.0,370032000.0,,
EBIT,246644000.0,268190000.0,322022000.0,286320000.0,301494000.0,,
Net Interest Income,-85354000.0,-87916000.0,-84031000.0,-80829000.0,-78605000.0,,
Interest Expense,89934000.0,97272000.0,97847000.0,95705000.0,86670000.0,,
Interest Income,4580000.0,9356000.0,13816000.0,14876000.0,8065000.0,,
Normalized Income,151439000.0,165059412.478498,217212000.0,180914239.750282,208250000.0,,
Net Income From Continuing And Discontinued Operation,151439000.0,165184000.0,217212000.0,184694000.0,208250000.0,,
Total Expenses,152812000.0,136526000.0,81409000.0,117687000.0,87197000.0,,
Rent Expense Supplemental,13942000.0,13555000.0,12228000.0,11758000.0,11870000.0,,
Total Operating Income As Reported,242064000.0,258834000.0,308206000.0,271444000.0,293429000.0,,
Diluted Average Shares,277677000.0,275403000.0,283745862.0,274798000.0,272065000.0,,
Basic Average Shares,277438000.0,274827000.0,275634352.0,273788000.0,271501000.0,,
Diluted EPS,0.54,0.6,0.79,0.67,0.77,,
Basic EPS,0.55,0.6,0.79,0.67,0.77,,
Diluted NI Availto Com Stockholders,151439000.0,165184000.0,216753000.0,184694000.0,208250000.0,,
Average Dilution Earnings,192000.0,148000.0,,124000.0,103000.0,75000.0,
Net Income Common Stockholders,151247000.0,165036000.0,217053000.0,184570000.0,208147000.0,,
Otherunder Preferred Stock Dividend,192000.0,148000.0,159000.0,124000.0,103000.0,,
Net Income,151439000.0,165184000.0,217212000.0,184694000.0,208250000.0,,
Minority Interests,-4726000.0,-5170000.0,-6398000.0,-5406000.0,-6162000.0,,
Net Income Including Noncontrolling Interests,156165000.0,170354000.0,223610000.0,190100000.0,214412000.0,,
Net Income Continuous Operations,156165000.0,170354000.0,223610000.0,190100000.0,214412000.0,,
Tax Provision,545000.0,564000.0,565000.0,515000.0,412000.0,,
Pretax Income,156710000.0,170918000.0,224175000.0,190615000.0,214824000.0,,
Other Income Expense,,125000.0,0.0,3790000.0,,,0.0
Special Income Charges,,,0.0,0.0,0.0,0.0,0.0
Other Special Charges,,,,,,,0.0
Gain On Sale Of Security,,125000.0,0.0,3790000.0,,,0.0
Net Non Operating Interest Income Expense,-85354000.0,-87916000.0,-84031000.0,-80829000.0,-78605000.0,,
Interest Expense Non Operating,89934000.0,97272000.0,97847000.0,95705000.0,86670000.0,,
Interest Income Non Operating,4580000.0,9356000.0,13816000.0,14876000.0,8065000.0,,
Operating Income,242064000.0,258709000.0,308206000.0,267654000.0,293429000.0,,
Operating Expense,138870000.0,122971000.0,69181000.0,105929000.0,75327000.0,,
Provision For Doubtful Accounts,53728000.0,39246000.0,-9940000.0,27686000.0,-3786000.0,,
Depreciation Amortization Depletion Income Statement,69235000.0,65012000.0,64759000.0,64771000.0,65262000.0,,
Depreciation And Amortization In Income Statement,69235000.0,65012000.0,64759000.0,64771000.0,65262000.0,,
Depreciation Income Statement,69235000.0,65012000.0,64759000.0,64771000.0,65262000.0,,
Selling General And Administration,15907000.0,18713000.0,14362000.0,13472000.0,13851000.0,,
General And Administrative Expense,15907000.0,18713000.0,14362000.0,13472000.0,13851000.0,,
Other Gand A,15907000.0,18713000.0,14362000.0,13472000.0,13851000.0,,
Gross Profit,380934000.0,381680000.0,377387000.0,373583000.0,368756000.0,,
Cost Of Revenue,13942000.0,13555000.0,12228000.0,11758000.0,11870000.0,,
Total Revenue,394876000.0,395235000.0,389615000.0,385341000.0,380626000.0,,
Operating Revenue,394876000.0,395235000.0,389615000.0,385341000.0,380626000.0,,
