,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-41241000.0,-38937000.0,-38922000.0,-37098000.0,-46812000.0
Net Income From Continuing Operation Net Minority Interest,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Reconciled Depreciation,104000.0,104000.0,104000.0,104000.0,104000.0
EBITDA,-41241000.0,-38937000.0,-38922000.0,-37098000.0,-46812000.0
EBIT,-41345000.0,-39041000.0,-39026000.0,-37202000.0,-46916000.0
Net Interest Income,4391000.0,4972000.0,5708000.0,6277000.0,6637000.0
Interest Income,4391000.0,4972000.0,5708000.0,6277000.0,6637000.0
Normalized Income,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Net Income From Continuing And Discontinued Operation,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Total Expenses,41345000.0,39041000.0,39026000.0,37202000.0,46916000.0
Total Operating Income As Reported,-41345000.0,-39041000.0,-39026000.0,-37202000.0,-46916000.0
Diluted Average Shares,83747335.0,85159254.0,84463059.0,84422000.0,84253700.0
Basic Average Shares,83747335.0,85159254.0,84463059.0,84422000.0,84253700.0
Diluted EPS,-0.44,-0.4,-0.4,-0.37,-0.48
Basic EPS,-0.44,-0.4,-0.4,-0.37,-0.48
Diluted NI Availto Com Stockholders,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Net Income Common Stockholders,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Net Income,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Net Income Including Noncontrolling Interests,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Net Income Continuous Operations,-37161000.0,-34272000.0,-33543000.0,-31151000.0,-40522000.0
Tax Provision,207000.0,203000.0,225000.0,226000.0,243000.0
Pretax Income,-36954000.0,-34069000.0,-33318000.0,-30925000.0,-40279000.0
Net Non Operating Interest Income Expense,4391000.0,4972000.0,5708000.0,6277000.0,6637000.0
Interest Income Non Operating,4391000.0,4972000.0,5708000.0,6277000.0,6637000.0
Operating Income,-41345000.0,-39041000.0,-39026000.0,-37202000.0,-46916000.0
Operating Expense,41345000.0,39041000.0,39026000.0,37202000.0,46916000.0
Research And Development,32275000.0,29584000.0,25671000.0,26159000.0,34696000.0
Selling General And Administration,9070000.0,9457000.0,13355000.0,11043000.0,12220000.0
General And Administrative Expense,9070000.0,9457000.0,13355000.0,11043000.0,12220000.0
Other Gand A,9070000.0,9457000.0,13355000.0,11043000.0,12220000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
