,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-3184039.900249,-1533300.0,714000.0,-3030000.0,-150000.0,,
Tax Rate For Calcs,0.209476,0.269,0.21,0.202,0.136364,,
Normalized EBITDA,175800000.0,179800000.0,171400000.0,171300000.0,178000000.0,,
Total Unusual Items,-15200000.0,-5700000.0,3400000.0,-15000000.0,-1100000.0,,
Total Unusual Items Excluding Goodwill,-15200000.0,-5700000.0,3400000.0,-15000000.0,-1100000.0,,
Net Income From Continuing Operation Net Minority Interest,56800000.0,62300000.0,36700000.0,47700000.0,71000000.0,,
Reconciled Depreciation,53300000.0,52200000.0,54100000.0,53700000.0,54500000.0,,
Reconciled Cost Of Revenue,523500000.0,503000000.0,494100000.0,494900000.0,528100000.0,,
EBITDA,160600000.0,174100000.0,174800000.0,156300000.0,176900000.0,,
EBIT,107300000.0,121900000.0,120700000.0,102600000.0,122400000.0,,
Net Interest Income,-33100000.0,-27400000.0,-31600000.0,-32300000.0,-45400000.0,,
Interest Expense,27100000.0,28100000.0,32800000.0,33400000.0,32200000.0,,
Interest Income,2600000.0,2200000.0,2500000.0,2800000.0,2700000.0,,
Normalized Income,68815960.099751,66466700.0,34014000.0,59670000.0,71950000.0,,
Net Income From Continuing And Discontinued Operation,56500000.0,62000000.0,36600000.0,47600000.0,70700000.0,,
Total Expenses,755200000.0,720700000.0,716000000.0,714200000.0,748800000.0,,
Total Operating Income As Reported,115800000.0,124700000.0,112600000.0,113200000.0,133300000.0,,
Diluted Average Shares,260469532.0,261567906.0,261428571.0,263441572.0,266812510.0,,
Basic Average Shares,257210697.0,255790177.0,261428571.0,258889598.0,261440259.0,,
Diluted EPS,0.22,0.24,0.14,0.18,0.26,,
Basic EPS,0.22,0.24,0.14,0.18,0.26,,
Diluted NI Availto Com Stockholders,56500000.0,62000000.0,36600000.0,47600000.0,70700000.0,,
Net Income Common Stockholders,56500000.0,62000000.0,36600000.0,47600000.0,70700000.0,,
Net Income,56500000.0,62000000.0,36600000.0,47600000.0,70700000.0,,
Minority Interests,-6600000.0,-6300000.0,-4500000.0,-7500000.0,-6900000.0,,
Net Income Including Noncontrolling Interests,63100000.0,68300000.0,41100000.0,55100000.0,77600000.0,,
Net Income Discontinuous Operations,-300000.0,-300000.0,-100000.0,-100000.0,-300000.0,,
Net Income Continuous Operations,63400000.0,68600000.0,41200000.0,55200000.0,77900000.0,,
Tax Provision,16800000.0,25200000.0,46700000.0,14000000.0,12300000.0,,
Pretax Income,80200000.0,93800000.0,87900000.0,69200000.0,90200000.0,,
Other Income Expense,-15200000.0,-5700000.0,6100000.0,-15000000.0,-1100000.0,,
Other Non Operating Income Expenses,,,2700000.0,,-3300000.0,-2300000.0,5900000.0
Special Income Charges,-14200000.0,-3600000.0,-3300000.0,-16900000.0,-4000000.0,,
Gain On Sale Of Business,,,100000.0,-12800000.0,,,
Other Special Charges,1000000.0,1000000.0,700000.0,1400000.0,1200000.0,,
Write Off,200000.0,600000.0,0.0,0.0,0.0,,
Restructuring And Mergern Acquisition,13000000.0,2000000.0,2700000.0,2700000.0,2800000.0,,
Gain On Sale Of Security,-1000000.0,-2100000.0,6700000.0,1900000.0,2900000.0,,
Net Non Operating Interest Income Expense,-33100000.0,-27400000.0,-31600000.0,-32300000.0,-45400000.0,,
Total Other Finance Cost,8600000.0,1500000.0,1300000.0,1700000.0,15900000.0,,
Interest Expense Non Operating,27100000.0,28100000.0,32800000.0,33400000.0,32200000.0,,
Interest Income Non Operating,2600000.0,2200000.0,2500000.0,2800000.0,2700000.0,,
Operating Income,128500000.0,126900000.0,113400000.0,116500000.0,136700000.0,,
Operating Expense,231700000.0,217700000.0,221900000.0,219300000.0,220700000.0,,
Other Operating Expenses,,,,,100000.0,,0.0
Selling General And Administration,231700000.0,217700000.0,222000000.0,219300000.0,220600000.0,,
General And Administrative Expense,231700000.0,217700000.0,222000000.0,219300000.0,220600000.0,,
Other Gand A,231200000.0,217300000.0,220100000.0,219900000.0,221200000.0,,
Salaries And Wages,500000.0,400000.0,,-600000.0,-600000.0,-700000.0,
Gross Profit,360200000.0,344600000.0,335300000.0,335800000.0,357400000.0,,
Cost Of Revenue,523500000.0,503000000.0,494100000.0,494900000.0,528100000.0,,
Total Revenue,883700000.0,847600000.0,829400000.0,830700000.0,885500000.0,,
Operating Revenue,883700000.0,847600000.0,829400000.0,830700000.0,885500000.0,,
