,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,514873.082569,0.0,0.0,-21868140.0,-114591750.0,,
Tax Rate For Calcs,0.00234,0.21,0.000235,0.21,0.21,,
Normalized EBITDA,-1723000.0,-9656000.0,-34945000.0,-28515000.0,-20494000.0,,
Total Unusual Items,220047000.0,,0.0,-104134000.0,-545675000.0,,0.0
Total Unusual Items Excluding Goodwill,220047000.0,,0.0,-104134000.0,-545675000.0,,0.0
Net Income From Continuing Operation Net Minority Interest,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Reconciled Depreciation,11246000.0,10996000.0,11761000.0,11010000.0,11408000.0,,
Reconciled Cost Of Revenue,25574000.0,21974000.0,58263000.0,23095000.0,24624000.0,,
EBITDA,218324000.0,-9656000.0,-34945000.0,-132649000.0,-566169000.0,,
EBIT,207078000.0,-20652000.0,-46706000.0,-143659000.0,-577577000.0,,
Net Interest Income,-4072000.0,-4290000.0,-4443000.0,-4512000.0,-4631000.0,,
Interest Expense,4072000.0,4290000.0,4443000.0,4512000.0,4631000.0,,
Normalized Income,-17001126.917431,-25000000.0,-51137000.0,-66034140.0,-151186750.0,,
Net Income From Continuing And Discontinued Operation,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Total Expenses,51717000.0,53660000.0,102968000.0,69609000.0,66695000.0,,
Total Operating Income As Reported,-13343000.0,-21148000.0,-47143000.0,-144452000.0,-579848000.0,,
Diluted Average Shares,8481799.0,8194490.0,,8131699.0,8107947.0,7909006.0,
Basic Average Shares,8330679.0,8194490.0,,8131699.0,8107947.0,7909006.0,
Diluted EPS,-1.787357,-3.0,,-18.2,-71.814727,-9.2,
Basic EPS,24.31,-3.0,,-18.2,-71.81,-9.2,
Diluted NI Availto Com Stockholders,-15160000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Average Dilution Earnings,-217691000.0,,,,0.0,,
Net Income Common Stockholders,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Net Income,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Net Income Including Noncontrolling Interests,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Net Income Continuous Operations,202531000.0,-25000000.0,-51137000.0,-148300000.0,-582270000.0,,
Tax Provision,475000.0,58000.0,-12000.0,129000.0,62000.0,,
Pretax Income,203006000.0,-24942000.0,-51149000.0,-148171000.0,-582208000.0,,
Other Income Expense,220421000.0,496000.0,437000.0,-103341000.0,-544881000.0,,
Other Non Operating Income Expenses,374000.0,496000.0,437000.0,793000.0,794000.0,,
Special Income Charges,220047000.0,,0.0,-104134000.0,-547152000.0,,0.0
Other Special Charges,-220047000.0,,,,,,0.0
Write Off,,,0.0,104134000.0,,,
Impairment Of Capital Assets,0.0,,0.0,0.0,547152000.0,,
Gain On Sale Of Security,,,0.0,,1477000.0,,0.0
Net Non Operating Interest Income Expense,-4072000.0,-4290000.0,-4443000.0,-4512000.0,-4631000.0,,
Interest Expense Non Operating,4072000.0,4290000.0,4443000.0,4512000.0,4631000.0,,
Operating Income,-13343000.0,-21148000.0,-47143000.0,-40318000.0,-32696000.0,,
Operating Expense,26143000.0,31686000.0,44705000.0,46514000.0,42071000.0,,
Research And Development,9993000.0,11328000.0,10779000.0,11086000.0,15281000.0,,
Selling General And Administration,16150000.0,20358000.0,33926000.0,35428000.0,26790000.0,,
Selling And Marketing Expense,7250000.0,6792000.0,7473000.0,8216000.0,10944000.0,,
General And Administrative Expense,8900000.0,13566000.0,26453000.0,27212000.0,15846000.0,,
Other Gand A,8900000.0,13566000.0,26453000.0,27212000.0,15846000.0,,
Gross Profit,12800000.0,10538000.0,-2438000.0,6196000.0,9375000.0,,
Cost Of Revenue,25574000.0,21974000.0,58263000.0,23095000.0,24624000.0,,
Total Revenue,38374000.0,32512000.0,55825000.0,29291000.0,33999000.0,,
Operating Revenue,38374000.0,32512000.0,55825000.0,29291000.0,33999000.0,,
