,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-51098138.747885,-2037500.0,-23656631.660832,36477000.0,-381333.333333,,
Tax Rate For Calcs,0.219966,0.125,0.098405,0.21,0.026667,,
Normalized EBITDA,299700000.0,195700000.0,236700000.0,384000000.0,336900000.0,,
Total Unusual Items,-232300000.0,-16300000.0,-240400000.0,173700000.0,-14300000.0,,
Total Unusual Items Excluding Goodwill,-232300000.0,-16300000.0,-240400000.0,173700000.0,-14300000.0,,
Net Income From Continuing Operation Net Minority Interest,-148900000.0,-21200000.0,-224400000.0,288700000.0,52100000.0,,
Reconciled Depreciation,127400000.0,123700000.0,170200000.0,172400000.0,172800000.0,,
Reconciled Cost Of Revenue,296900000.0,226000000.0,397700000.0,482500000.0,462800000.0,,
EBITDA,67400000.0,179400000.0,-3700000.0,557700000.0,322600000.0,,
EBIT,-60000000.0,55700000.0,-173900000.0,385300000.0,149800000.0,,
Net Interest Income,-41700000.0,-77700000.0,-77900000.0,-82200000.0,-84500000.0,,
Interest Expense,58200000.0,82100000.0,83200000.0,87700000.0,89800000.0,,
Interest Income,16500000.0,4400000.0,5300000.0,5500000.0,5300000.0,,
Normalized Income,32301861.252115,-6937500.0,-7656631.660832,151477000.0,66018666.666667,,
Net Income From Continuing And Discontinued Operation,1273600000.0,-39700000.0,-224400000.0,288700000.0,52100000.0,,
Total Expenses,485500000.0,406700000.0,644600000.0,729700000.0,700900000.0,,
Diluted Average Shares,126400000.0,129800000.0,129700000.0,124000000.0,123700000.0,,
Basic Average Shares,126400000.0,126600000.0,126500000.0,124000000.0,123700000.0,,
Diluted EPS,10.02,-0.34,-1.77,2.31,0.42,,
Basic EPS,10.02,-0.34,-1.76,2.31,0.42,,
Diluted NI Availto Com Stockholders,1273600000.0,-42800000.0,-228200000.0,286700000.0,51800000.0,,
Average Dilution Earnings,,,-5400000.0,0.0,0.0,-1000000.0,-1800000.0
Net Income Common Stockholders,1273600000.0,-42800000.0,-222800000.0,286700000.0,51800000.0,,
Otherunder Preferred Stock Dividend,,,-1600000.0,2000000.0,300000.0,-200000.0,-3400000.0
Preferred Stock Dividends,,3100000.0,,,,3200000.0,
Net Income,1273600000.0,-39700000.0,-224400000.0,288700000.0,52100000.0,,
Minority Interests,-56700000.0,1900000.0,6600000.0,-16500000.0,-6300000.0,,
Net Income Including Noncontrolling Interests,1330300000.0,-41600000.0,-231000000.0,305200000.0,58400000.0,,
Net Income Discontinuous Operations,1422500000.0,-18500000.0,,,,11200000.0,
Net Income Continuous Operations,-92200000.0,-23100000.0,-231800000.0,305600000.0,58400000.0,,
Tax Provision,-26000000.0,-3300000.0,-25300000.0,-8000000.0,1600000.0,,
Pretax Income,-118200000.0,-26400000.0,-257100000.0,297600000.0,60000000.0,,
Other Income Expense,-198000000.0,-7800000.0,-275200000.0,175100000.0,-13300000.0,,
Other Non Operating Income Expenses,30500000.0,5500000.0,-37800000.0,-700000.0,-2000000.0,,
Special Income Charges,-268900000.0,-23900000.0,-237200000.0,-1700000.0,-14100000.0,,
Other Special Charges,102800000.0,-100000.0,16700000.0,1700000.0,2300000.0,,
Write Off,166100000.0,24000000.0,38900000.0,200000.0,11600000.0,,
Impairment Of Capital Assets,,,180800000.0,0.0,0.0,0.0,369900000.0
Restructuring And Mergern Acquisition,,,800000.0,-200000.0,200000.0,0.0,0.0
Earnings From Equity Interest,3800000.0,3000000.0,3000000.0,2100000.0,3000000.0,,
Gain On Sale Of Security,36600000.0,7600000.0,-3200000.0,175400000.0,-200000.0,,
Net Non Operating Interest Income Expense,-41700000.0,-77700000.0,-77900000.0,-82200000.0,-84500000.0,,
Interest Expense Non Operating,58200000.0,82100000.0,83200000.0,87700000.0,89800000.0,,
Interest Income Non Operating,16500000.0,4400000.0,5300000.0,5500000.0,5300000.0,,
Operating Income,121500000.0,59100000.0,96000000.0,204700000.0,157800000.0,,
Operating Expense,188600000.0,180700000.0,246900000.0,247200000.0,238100000.0,,
Depreciation Amortization Depletion Income Statement,127400000.0,123700000.0,170200000.0,172400000.0,172800000.0,,
Depreciation And Amortization In Income Statement,127400000.0,123700000.0,170200000.0,172400000.0,172800000.0,,
Selling General And Administration,61200000.0,57000000.0,76700000.0,74800000.0,65300000.0,,
General And Administrative Expense,61200000.0,57000000.0,76700000.0,74800000.0,65300000.0,,
Other Gand A,61200000.0,57000000.0,76700000.0,74800000.0,65300000.0,,
Gross Profit,310100000.0,239800000.0,342900000.0,451900000.0,395900000.0,,
Cost Of Revenue,296900000.0,226000000.0,397700000.0,482500000.0,462800000.0,,
Total Revenue,607000000.0,465800000.0,740600000.0,934400000.0,858700000.0,,
Operating Revenue,607000000.0,465800000.0,740600000.0,934400000.0,858700000.0,,
