,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-2604210.0,-4297.091885,0.0,616681.818182,,
Tax Rate For Calcs,0.21,0.21,0.00091,0.0,0.022727,,
Normalized EBITDA,-11312000.0,-10990000.0,-20625000.0,-19951000.0,-20536000.0,,
Total Unusual Items,0.0,-12401000.0,-4721000.0,9279000.0,27134000.0,,
Total Unusual Items Excluding Goodwill,0.0,-12401000.0,-4721000.0,9279000.0,27134000.0,,
Net Income From Continuing Operation Net Minority Interest,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Reconciled Depreciation,783000.0,942000.0,968000.0,1237000.0,1311000.0,,
Reconciled Cost Of Revenue,15160000.0,8623000.0,13070000.0,4176000.0,13241000.0,,
EBITDA,-11312000.0,-23391000.0,-25346000.0,-10672000.0,6598000.0,,
EBIT,-12095000.0,-24333000.0,-26314000.0,-11909000.0,5287000.0,,
Net Interest Income,-1572000.0,-1070000.0,4341000.0,-10949000.0,-5463000.0,,
Interest Expense,1572000.0,1070000.0,-4341000.0,10949000.0,5463000.0,,
Normalized Income,-13756000.0,-15614210.0,-17236297.091885,-32137000.0,-26689318.181818,,
Net Income From Continuing And Discontinued Operation,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Total Expenses,25661000.0,21241000.0,34258000.0,26992000.0,30864000.0,,
Total Operating Income As Reported,-12089000.0,-11921000.0,-21632000.0,-18745000.0,-20520000.0,,
Diluted Average Shares,936114.0,13398104.0,12993962.0,616030.0,56502.0,,
Basic Average Shares,936114.0,13398104.0,12993962.0,616030.0,56502.0,,
Diluted EPS,-14.7,-1.95,-12.6,-37.05,-3.0,,
Basic EPS,-14.7,-1.95,-12.6,-37.05,-3.0,,
Diluted NI Availto Com Stockholders,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Net Income Common Stockholders,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Net Income,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Net Income Including Noncontrolling Interests,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Net Income Continuous Operations,-13756000.0,-25411000.0,-21953000.0,-22858000.0,-172000.0,,
Tax Provision,89000.0,8000.0,-20000.0,0.0,-4000.0,,
Pretax Income,-13667000.0,-25403000.0,-21973000.0,-22858000.0,-176000.0,,
Other Income Expense,-6000.0,-12412000.0,-4682000.0,6836000.0,25807000.0,,
Other Non Operating Income Expenses,-6000.0,-11000.0,39000.0,-2443000.0,-1327000.0,,
Special Income Charges,0.0,0.0,-4904000.0,58000.0,1824000.0,,
Other Special Charges,,,,,,,19197000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,-58000.0,-1824000.0,,
Gain On Sale Of Security,,-12401000.0,183000.0,9221000.0,25310000.0,-2620000.0,
Net Non Operating Interest Income Expense,-1572000.0,-1070000.0,4341000.0,-10949000.0,-5463000.0,,
Interest Expense Non Operating,1572000.0,1070000.0,-4341000.0,10949000.0,5463000.0,,
Operating Income,-12089000.0,-11921000.0,-21632000.0,-18745000.0,-20520000.0,,
Operating Expense,10501000.0,12618000.0,21188000.0,22816000.0,17623000.0,,
Research And Development,2845000.0,1212000.0,3082000.0,4438000.0,4545000.0,,
Selling General And Administration,7656000.0,11406000.0,18106000.0,18378000.0,13078000.0,,
Selling And Marketing Expense,1619000.0,2275000.0,1627000.0,3099000.0,4273000.0,,
General And Administrative Expense,6037000.0,9131000.0,16479000.0,15279000.0,8805000.0,,
Other Gand A,6037000.0,9131000.0,16479000.0,15279000.0,8805000.0,,
Gross Profit,-1588000.0,697000.0,-444000.0,4071000.0,-2897000.0,,
Cost Of Revenue,15160000.0,8623000.0,13070000.0,4176000.0,13241000.0,,
Total Revenue,13572000.0,9320000.0,12626000.0,8247000.0,10344000.0,,
Operating Revenue,13511000.0,9313000.0,7626000.0,8247000.0,10344000.0,,
