,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,4641000.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,,
Normalized EBITDA,-9822000.0,-6499000.0,-27713000.0,-16244000.0,-26771000.0,,
Total Unusual Items,,22100000.0,,,23892000.0,,-224558000.0
Total Unusual Items Excluding Goodwill,,22100000.0,,,23892000.0,,-224558000.0
Net Income From Continuing Operation Net Minority Interest,-55911000.0,-12430000.0,-91206000.0,-34560000.0,-30384000.0,,
Reconciled Depreciation,12294000.0,11181000.0,11932000.0,12713000.0,12308000.0,,
Reconciled Cost Of Revenue,140729000.0,135200000.0,152699000.0,145979000.0,143239000.0,,
EBITDA,-9822000.0,15601000.0,-27713000.0,-16244000.0,-26771000.0,,
EBIT,-22116000.0,4420000.0,-39645000.0,-28957000.0,-39079000.0,,
Net Interest Income,-31916000.0,-12689000.0,-46725000.0,-4284000.0,10389000.0,,
Interest Expense,,13600000.0,,,15874000.0,12300000.0,15706000.0
Interest Income,,,,,2892000.0,,5129000.0
Normalized Income,-55911000.0,-29889000.0,-91206000.0,-34560000.0,-30384000.0,,
Net Income From Continuing And Discontinued Operation,-55911000.0,-12430000.0,-91206000.0,-34560000.0,-30384000.0,,
Total Expenses,230470000.0,216121000.0,235188000.0,236957000.0,241274000.0,,
Total Operating Income As Reported,-22116000.0,-18591000.0,-89703000.0,-28957000.0,-39079000.0,,
Diluted Average Shares,30059762.0,49958809.0,29911338.0,29898422.0,29812125.0,,
Basic Average Shares,30059762.0,29927992.0,29911338.0,29898422.0,29812125.0,,
Diluted EPS,-1.8,-0.6,-3.0,-1.2,-1.0,,
Basic EPS,-1.8,-0.4,-3.0,-1.2,-1.0,,
Diluted NI Availto Com Stockholders,-55911000.0,-12430000.0,-91206000.0,-34560000.0,-30384000.0,,
Net Income Common Stockholders,-55911000.0,-12430000.0,-91206000.0,-34560000.0,-30384000.0,,
Net Income,-55911000.0,-12430000.0,-91206000.0,-34560000.0,-30384000.0,,
Minority Interests,35000.0,101000.0,151000.0,70000.0,57000.0,,
Net Income Including Noncontrolling Interests,-55946000.0,-12531000.0,-91357000.0,-34630000.0,-30441000.0,,
Net Income Continuous Operations,-55946000.0,-12531000.0,-91357000.0,-34630000.0,-30441000.0,,
Tax Provision,1914000.0,3351000.0,505000.0,1389000.0,1751000.0,,
Pretax Income,-54032000.0,-9180000.0,-90852000.0,-33241000.0,-28690000.0,,
Other Income Expense,,22100000.0,,,23892000.0,,-224558000.0
Gain On Sale Of Security,,22100000.0,,,23892000.0,,-42720000.0
Net Non Operating Interest Income Expense,-31916000.0,-12689000.0,-46725000.0,-4284000.0,10389000.0,,
Total Other Finance Cost,31916000.0,-911000.0,-5457000.0,4284000.0,-10389000.0,,
Interest Expense Non Operating,,13600000.0,,,15874000.0,12300000.0,15706000.0
Interest Income Non Operating,,,,,2892000.0,,5129000.0
Operating Income,-22116000.0,-18591000.0,-20872000.0,-28957000.0,-39079000.0,,
Operating Expense,89741000.0,80921000.0,82489000.0,90978000.0,98035000.0,,
Other Operating Expenses,1025000.0,-968000.0,-3212000.0,368000.0,2876000.0,,
Research And Development,4605000.0,4391000.0,3728000.0,10867000.0,10898000.0,,
Selling General And Administration,84111000.0,77498000.0,81973000.0,79743000.0,84261000.0,,
Gross Profit,67625000.0,62330000.0,61617000.0,62021000.0,58956000.0,,
Cost Of Revenue,140729000.0,135200000.0,152699000.0,145979000.0,143239000.0,,
Total Revenue,208354000.0,197530000.0,214316000.0,208000000.0,202195000.0,,
Operating Revenue,208354000.0,197530000.0,214316000.0,208000000.0,202195000.0,,
